1,10,35444
1,4,12651
2,10,11395
2,4,14006
3,10,21600
3,4,13223
4,10,19248
4,4,10949
5,10,19305
5,4,13402
6,10,17476
6,4,10231
7,10,17836
7,4,16943
8,10,17217
8,4,7358
9,10,18395
9,4,28797
10,10,28987
10,4,13253
11,10,16981
0,1,-64,-60,-52,-70,-60
0,1,-61,-56,-60,-60,-52
0,1,-72,-60,-61,-54,-60
0,1,-73,-58,-63,-61,-70
0,1,-68,-60,-63,-59,-70
0,1,-68,-58,-58,-58,-74
0,1,-61,-55,-57,-63,-57
0,1,-60,-54,-57,-61,-68
0,1,-60,-64,-59,-55,-66
0,1,-54,-59,-56,-62,-78
0,1,-54,-51,-60,-60,-78
0,1,-53,-62,-61,-70,-63
0,1,-57,-53,-72,-59,-63
0,1,-54,-53,-60,-53,-63
0,1,-60,-66,-60,-56,-63
0,1,-59,-56,-68,-73,-72
0,1,-56,-68,-62,-62,-72
0,1,-58,-55,-58,-67,-79
0,1,-56,-62,-71,-56,-57
0,1,-59,-58,-60,-59,-58
0,1,-60,-58,-69,-58,-64
0,1,-58,-64,-62,-55,-66
0,1,-57,-51,-61,-59,-64
0,1,-58,-60,-60,-51,-65
0,1,-55,-51,-65,-63,-62
0,1,-57,-58,-67,-67,-62
0,1,-56,-55,-64,-64,-69
0,1,-56,-57,-72,-52,-58
0,1,-62,-53,-62,-66,-78
0,1,-57,-59,-70,-57,-69
0,1,-60,-58,-67,-50,-68
0,1,-60,-53,-60,-69,-59
0,1,-61,-53,-62,-60,-60
0,1,-58,-55,-66,-58,-57
0,1,-63,-54,-66,-51,-67
0,1,-57,-58,-61,-74,-60
0,1,-59,-61,-68,-52,-67
0,1,-63,-67,-62,-51,-72
0,1,-63,-58,-81,-57,-65
0,1,-58,-59,-67,-55,-67
0,1,-59,-54,-69,-56,-64
0,1,-61,-60,-67,-64,-67
0,1,-57,-57,-72,-68,-65
0,1,-61,-59,-63,-60,-63
0,1,-68,-52,-65,-49,-62
0,1,-56,-57,-64,-63,-75
0,1,-65,-63,-61,-62,-61
0,1,-58,-56,-60,-51,-80
0,1,-54,-65,-68,-66,-62
0,1,-60,-60,-63,-56,-59
0,1,-57,-61,-65,-58,-60
0,1,-61,-59,-65,-60,-61
0,1,-58,-59,-62,-55,-60
0,1,-65,-51,-66,-52,-62
0,1,-60,-62,-60,-60,-61
0,1,-62,-52,-68,-52,-62
0,1,-62,-63,-59,-59,-63
0,1,-58,-77,-63,-56,-62
0,1,-60,-59,-60,-56,-67
0,1,-61,-51,-68,-58,-67
0,1,-69,-68,-61,-60,-59
0,1,-60,-68,-58,-54,-68
0,1,-61,-59,-63,-56,-61
0,1,-59,-51,-70,-59,-63
0,1,-64,-58,-71,-51,-62
0,1,-72,-63,-65,-69,-61
0,1,-66,-52,-60,-57,-61
0,1,-65,-58,-69,-57,-64
0,1,-58,-57,-60,-65,-60
0,1,-60,-55,-64,-57,-56
0,1,-60,-64,-65,-57,-64
0,1,-57,-59,-63,-57,-62
0,1,-54,-53,-60,-62,-59
0,1,-59,-55,-65,-62,-63
0,1,-60,-63,-60,-51,-57
0,1,-62,-60,-65,-56,-67
0,1,-54,-74,-62,-63,-64
0,1,-58,-67,-66,-59,-72
0,1,-69,-60,-67,-54,-72
0,1,-56,-57,-65,-52,-67
0,1,-63,-69,-65,-50,-61
0,1,-54,-63,-65,-53,-60
0,1,-62,-60,-61,-51,-62
0,1,-60,-63,-73,-55,-71
0,1,-57,-57,-60,-51,-65
0,1,-63,-59,-66,-58,-62
0,1,-58,-64,-57,-52,-66
0,1,-61,-55,-66,-68,-64
0,1,-59,-63,-64,-53,-63
0,1,-60,-65,-58,-60,-61
0,1,-60,-58,-71,-58,-69
0,1,-60,-54,-60,-77,-59
0,1,-60,-62,-58,-59,-62
0,1,-65,-57,-59,-51,-58
0,1,-58,-74,-65,-50,-60
0,1,-58,-53,-58,-57,-68
0,1,-60,-54,-59,-51,-54
0,1,-56,-64,-60,-62,-78
0,1,-60,-51,-58,-63,-78
