Beacon
Posx, Posy, RSSI
1,1,-93,-91,-90,-90,0,0,0,0,0,0,-95,-94,-94,-94,-93,0,0,0,0,0,-99,-97,-94,-93,-93,0,0,0,0,0,-88,-87,-86,-84,-83,-82,0,0,0,0
1,1,-95,-93,-92,-91,-85,-84,-83,-83,0,0,-98,-96,-92,-92,-92,-89,-88,0,0,0,-95,-94,-92,-91,-90,-90,-90,-89,0,0,-90,-90,-89,-89,-88,-88,-86,0,0,0
1,1,-85,-84,0,0,0,0,0,0,0,0,-94,-92,-90,0,0,0,0,0,0,0,-96,-93,0,0,0,0,0,0,0,0,-90,-86,0,0,0,0,0,0,0,0
1,1,-93,-91,-90,-89,-89,-88,-88,-86,-86,0,-102,-100,-100,-99,-94,-93,-92,-90,0,0,-101,-99,-98,-96,-96,-94,-93,-90,0,0,-100,-96,-93,-92,-90,-90,-89,-88,-88,-87
1,1,-97,-92,-90,-88,-88,-88,-86,-86,-85,0,-102,-98,-92,-92,-92,-91,-90,-87,-87,0,-103,-102,-94,-93,-91,-91,-87,-86,-83,0,-97,-96,-95,-95,-94,-92,0,0,0,0
1,1,-102,-102,-98,-98,-97,-97,-96,-93,-93,-91,-99,-97,-96,-95,-95,-94,-94,-93,-93,-92,-99,-95,-91,-88,-87,-86,-86,-86,-86,-86,-101,-95,-93,-92,-91,-88,-87,-86,-84,-84
1,1,-98,-94,-90,-89,-89,-88,-88,-88,0,0,-95,-94,-93,-92,-92,-92,0,0,0,0,-102,-99,-99,0,0,0,0,0,0,0,-98,-95,-94,-94,-93,0,0,0,0,0
1,1,-103,-93,-91,-90,-90,-89,-86,-85,-83,-83,-96,-96,-94,-94,-94,-93,-92,-92,-88,0,-102,-100,-98,-97,-93,-92,-89,-88,0,0
1,1,-86,-81,0,0,0,0,0,0,0,0,-96,-91,-91,-88,-84,0,0,0,0,0,-92,-86,-85,0,0,0,0,0,0,0
1,1,-81,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,0,0,0,0,-89,-83,-83,0,0,0,0,0,0,0
1,1,-100,-100,-100,-99,-98,-96,-95,0,0,0,-100,-100,-99,-99,-97,-90,0,0,0,0,-103,-95,-93,-93,-92,-92,-92,-91,0,0,-92,-91,-89,-87,-87,-86,-86,-85,-84,-84
1,1,-98,-95,-93,-88,-86,-86,-86,-83,0,0,-94,-94,-93,-93,-90,-90,0,0,0,0,-94,-93,-93,-92,-92,0,0,0,0,0,-95,-94,-94,-92,-90,-90,-90,0,0,0
1,1,-100,-100,-98,0,0,0,0,0,0,0,-98,-95,-90,-90,-88,-87,-85,0,0,0,-100,-93,-93,0,0,0,0,0,0,0,-88,-88,-87,-87,-87,-86,-86,-84,0,0
1,2,-97,-95,0,0,0,0,0,0,0,0,-94,-94,-92,0,0,0,0,0,0,0,-94,-92,0,0,0,0,0,0,0,0,-98,-90,0,0,0,0,0,0,0,0
1,2,-90,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0
1,2,-92,-91,-91,-90,-90,-88,-88,-88,-88,-88,-96,-96,-94,-93,-90,0,0,0,0,0,-96,-94,-93,0,0,0,0,0,0,0,-94,-92,-90,-88,-87,-82,0,0,0,0
1,2,-92,-91,-89,-87,0,0,0,0,0,0,-101,-96,-95,-94,-91,-91,0,0,0,0,-101,-99,-98,-97,-95,-93,0,0,0,0,-91,-91,-91,-90,-90,-88,-86,0,0,0
1,2,-85,-84,-84,-84,-84,-83,0,0,0,0,-94,-92,-92,-91,0,0,0,0,0,0,-98,-97,-94,-93,0,0,0,0,0,0
1,2,-97,-96,-94,-94,-92,0,0,0,0,0,-101,-96,-93,-91,0,0,0,0,0,0,-99,-94,-93,-92,0,0,0,0,0,0,-88,-87,-87,-85,0,0,0,0,0,0
1,2,-92,-92,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0
1,2,-95,-94,-92,-92,-89,-89,-88,-87,-83,0,-97,-97,-97,-96,-96,-96,-95,-95,-93,0,-96,-95,-95,-94,-94,-94,-93,-92,-91,-88,-99,-97,-96,-95,-95,-95,-92,-92,-92,0
1,2,-103,-101,-95,-94,-93,0,0,0,0,0,-99,-98,-96,-93,-92,-91,-91,-91,-90,0,-96,-95,-95,-94,-94,-89,-87,0,0,0,-99,-98,-93,-92,-90,0,0,0,0,0
1,2,-98,-97,-95,-90,-89,-88,-87,-87,-87,-86,-100,-99,-96,-94,-93,-93,-91,-89,-89,0,-99,-97,-97,-96,-96,-94,-93,-92,-91,0,-96,-95,-92,-89,-88,-88,-88,-88,-88,-87
