43.2	1	5	4	5	3
44.5	1	2	4	5	3
44.5	1	5	4	5	5
44.5	1	3	4	5	3
44.6	1	3	4	2	3
44.7	1	2	5	5	3
45	1	5	4	2	3
45.1	1	5	5	5	3
45.3	1	2	4	5	5
45.6	1	5	5	2	3
45.8	1	6	4	5	5
45.8	1	5	1	5	3
46	1	2	5	2	3
46.1	1	3	4	2	5
46.3	1	2	4	2	3
46.3	1	3	4	5	5
46.4	1	3	5	2	3
46.5	1	2	5	5	4
46.5	1	3	5	5	3
47.1	1	2	5	5	5
47.2	1	5	1	5	4
47.2	1	3	4	5	2
47.3	1	5	5	5	5
47.6	1	2	1	5	6
47.6	1	2	5	5	6
47.7	1	2	4	5	6
47.8	1	6	4	5	3
47.8	1	4	4	5	3
47.8	1	2	6	5	3
47.8	2	3	4	2	3
47.9	1	5	4	2	5
47.9	1	2	4	2	5
47.9	1	2	4	5	2
48	1	5	5	5	4
48	1	6	5	2	3
48	1	5	4	5	4
48	1	2	1	5	3
48.1	2	5	4	2	3
48.1	2	5	4	5	3
48.1	1	2	6	2	3
48.1	1	2	4	5	4
48.2	1	2	6	5	6
48.2	2	2	4	5	3
48.3	1	2	2	5	3
48.3	2	3	1	5	3
48.3	1	2	1	5	4
48.4	2	2	5	2	3
48.4	1	2	1	5	5
48.4	1	5	4	5	6
48.4	2	2	5	5	3
48.5	3	2	4	5	3
48.5	1	5	6	2	3
48.5	1	3	4	2	4
48.5	1	3	4	5	6
48.5	1	5	5	5	6
48.5	1	6	1	5	5
48.6	2	3	1	2	3
48.6	1	5	2	2	3
48.6	1	6	4	2	3
48.6	1	6	4	5	6
48.7	2	3	5	5	3
48.7	1	2	3	5	3
48.7	1	5	1	2	3
48.7	2	3	4	5	3
48.7	1	4	5	5	3
48.7	1	2	5	2	5
48.7	1	5	5	2	5
48.7	2	5	5	5	3
48.7	1	3	1	5	3
48.8	1	5	6	5	5
48.8	1	3	4	5	4
48.8	1	6	5	5	5
48.8	1	3	4	2	6
48.9	1	4	1	5	4
48.9	2	5	1	5	3
48.9	1	5	2	5	3
49	1	1	4	2	3
49	1	2	1	2	3
49	1	2	5	2	6
49	2	2	4	2	3
49	1	5	1	5	5
49	1	6	4	2	5
49	3	5	4	2	3
49	1	3	6	2	3
49	1	2	1	2	5
49.1	1	2	4	2	6
49.1	1	3	1	2	3
49.2	1	3	4	2	2
49.2	1	3	4	4	5
49.3	1	5	5	2	6
49.3	1	5	6	5	6
49.3	1	3	1	2	5
49.3	2	5	1	2	3
49.3	1	3	4	3	3
49.4	1	4	1	5	6
49.4	1	6	1	5	3
49.5	1	3	5	5	5
49.5	1	5	4	2	4
49.5	1	2	4	2	4
49.5	1	3	6	5	3
49.5	2	3	5	2	3
49.6	2	1	5	2	3
49.6	1	4	5	2	3
49.6	1	6	5	5	3
49.6	3	2	5	2	3
49.6	3	5	4	5	3
49.6	1	2	4	6	3
49.7	1	4	1	2	3
49.7	1	4	4	2	3
49.7	5	3	4	2	3
49.7	1	5	4	6	3
49.7	1	2	5	4	3
49.8	2	1	5	5	3
49.8	3	2	4	2	3
49.8	1	1	4	5	3
49.8	1	2	3	5	4
49.8	1	4	4	5	5
49.8	1	2	3	5	6
49.8	3	2	1	5	3
49.9	1	5	3	5	4
49.9	5	2	4	2	3
49.9	1	5	4	5	2
49.9	1	4	1	5	3
50	1	3	1	5	6
50	1	5	6	5	3
50	1	6	6	5	3
50	1	4	5	5	2
50	1	4	5	5	4
50	1	5	5	4	3
50	2	6	4	2	3
50	3	2	5	5	3
50	5	2	5	2	3
50	1	2	5	5	2
50	1	3	1	5	5
50	1	3	5	2	5
50	2	2	1	5	3
50.1	1	5	4	4	3
50.1	1	2	6	2	6
50.1	1	6	4	5	4
50.1	1	2	6	4	3
50.2	1	1	4	2	5
50.2	1	1	5	5	3
50.2	1	6	4	5	2
50.2	2	2	1	2	3
50.2	1	5	6	5	2
50.2	1	5	5	2	4
50.3	1	3	1	6	3
50.3	2	5	1	4	3
50.3	1	1	5	5	6
50.3	1	2	5	2	4
50.3	2	2	1	5	4
50.3	3	6	1	2	3
50.4	1	1	5	2	6
50.4	5	2	4	5	3
50.4	3	2	1	2	3
50.4	1	3	4	4	3
50.4	1	2	1	2	6
50.4	2	5	5	2	3
50.4	2	1	4	5	3
50.4	1	2	6	5	5
50.4	1	5	1	5	6
50.4	1	2	4	2	2
50.5	1	4	4	5	4
50.5	1	1	6	2	3
50.5	1	3	1	2	6
50.5	3	5	5	5	3
50.5	1	5	6	2	5
50.5	1	2	2	2	3
50.5	1	4	5	2	6
50.6	1	5	3	5	3
50.6	1	3	4	4	6
50.6	1	3	4	6	3
50.6	1	5	4	2	6
50.6	1	5	5	5	2
50.6	1	4	1	2	6
50.7	1	5	6	2	2
50.7	2	3	4	5	6
50.7	1	6	1	5	4
50.7	1	3	5	5	2
50.8	1	4	5	4	3
50.8	1	5	1	4	3
50.8	1	2	5	4	6
50.8	1	4	5	4	6
50.8	1	2	1	5	2
50.8	1	2	4	4	5
50.8	1	4	4	2	5
50.8	1	1	4	2	6
50.8	1	6	4	2	4
50.8	1	4	1	6	3
50.8	1	2	6	5	4
50.9	1	3	6	2	5
50.9	3	3	4	2	3
50.9	3	6	4	2	3
50.9	2	2	4	5	6
50.9	2	3	1	2	6
50.9	2	4	5	5	3
50.9	5	2	1	2	3
50.9	1	3	1	6	5
50.9	1	3	6	5	6
50.9	1	5	5	6	3
50.9	2	4	4	2	3
51	1	2	6	5	1
51	1	6	1	5	6
51	2	4	1	5	3
51	1	6	1	2	3
51	2	6	5	2	3
51	1	2	3	5	2
51	1	5	4	4	5
51	1	2	6	2	5
51	1	3	5	5	4
51	1	5	4	3	3
51	1	5	2	5	2
51.1	1	4	4	5	2
51.1	1	3	5	2	2
51.1	1	3	5	5	6
51.1	3	5	5	2	3
51.1	1	4	5	5	5
51.1	6	3	4	2	3
51.1	1	2	2	5	5
51.1	5	4	4	2	3
51.1	1	4	1	5	5
51.2	2	2	4	5	5
51.2	1	1	4	5	2
51.2	3	4	4	5	3
51.2	1	2	3	5	5
51.2	3	2	5	2	6
51.2	1	2	6	4	6
51.2	1	3	5	2	6
51.2	1	3	6	5	5
51.2	1	2	4	4	3
51.2	1	1	5	4	3
51.2	2	2	1	5	6
51.2	2	6	4	5	3
51.3	1	3	6	2	2
51.3	1	4	6	5	6
51.3	2	4	1	5	6
51.3	1	3	5	6	3
51.3	2	3	1	5	6
51.3	2	3	1	5	4
51.3	1	3	6	4	6
51.3	1	4	4	6	3
51.3	1	4	1	2	4
51.3	6	2	4	5	3
51.3	1	1	5	2	3
51.4	1	2	6	4	5
51.4	1	5	5	4	6
51.4	6	2	4	2	3
51.4	1	3	5	2	4
51.4	3	3	4	5	3
51.4	2	4	4	5	3
51.4	3	6	4	5	3
51.4	3	3	1	5	3
51.4	1	2	3	2	3
51.4	1	2	5	6	3
51.4	1	5	1	2	5
51.4	1	5	1	5	2
51.5	1	3	1	4	5
51.5	1	4	5	2	5
51.5	1	6	6	5	5
51.5	3	3	1	2	3
51.5	2	6	4	5	6
51.5	1	6	5	5	4
51.5	6	2	5	2	3
51.5	1	5	5	2	2
51.5	1	3	1	5	4
51.5	1	3	6	5	2
51.5	1	4	6	2	3
51.5	1	3	3	5	3
51.6	1	5	6	4	3
51.6	1	2	1	2	4
51.6	2	6	5	5	3
51.6	1	6	4	4	3
51.6	1	5	3	5	5
51.6	5	3	1	2	3
51.6	2	5	1	5	6
51.6	5	2	1	5	6
51.6	1	1	5	5	4
51.6	1	5	1	4	4
51.6	1	3	4	6	5
51.6	1	6	3	2	3
51.6	2	5	1	5	5
51.6	1	4	5	5	6
51.7	2	4	1	2	6
51.7	1	5	1	2	4
51.7	2	1	1	2	3
51.7	6	6	4	2	3
51.7	1	3	5	6	5
51.7	5	3	1	2	6
51.7	5	2	5	5	3
51.7	1	5	5	4	5
51.7	6	6	4	5	3
51.7	5	3	4	5	3
51.7	4	2	4	5	3
51.8	1	1	4	4	3
51.8	1	1	6	2	5
51.8	1	6	2	5	5
51.8	1	6	5	5	6
51.8	1	2	6	2	2
51.8	3	2	4	5	6
51.8	2	2	5	5	4
51.8	1	4	6	5	3
51.8	1	3	6	2	6
51.8	1	6	2	2	3
51.8	6	3	1	2	3
51.8	1	6	4	2	6
51.8	5	5	4	2	3
51.8	3	5	1	5	3
51.8	5	5	1	2	3
51.8	1	1	4	5	4
51.8	2	2	4	2	5
51.9	1	2	1	4	5
51.9	5	2	1	5	3
51.9	1	3	1	4	3
51.9	2	4	1	2	3
51.9	1	6	1	2	6
51.9	2	1	1	2	6
51.9	1	5	6	2	6
51.9	1	6	5	2	5
51.9	6	3	4	5	3
51.9	1	2	5	2	2
51.9	1	4	5	2	4
51.9	1	5	4	2	2
51.9	2	5	1	5	4
51.9	3	4	5	2	3
51.9	1	4	4	2	4
52	3	5	1	2	3
52	3	4	4	2	3
52	2	6	1	5	3
52	5	2	4	2	5
52	1	3	4	6	2
52	1	2	6	5	2
52	1	4	1	5	2
52	2	4	1	5	4
52	1	5	3	2	3
52	2	1	4	2	3
52	2	2	5	5	6
52	2	2	1	2	6
52	1	3	6	4	2
52	1	6	3	2	4
52.1	6	5	4	2	3
52.1	5	2	4	2	6
52.1	5	4	1	2	3
52.1	5	5	4	5	3
52.1	1	6	1	2	4
52.1	1	5	3	5	2
52.1	1	5	6	4	5
52.1	1	6	5	2	4
52.1	1	4	1	2	5
52.1	2	3	4	5	5
52.1	3	2	4	2	5
52.2	1	5	5	3	3
52.2	5	3	1	5	3
52.2	1	2	5	3	6
52.2	1	1	1	2	6
52.2	5	2	1	2	6
52.2	3	5	4	5	6
52.2	5	6	4	2	3
52.2	1	4	4	2	6
52.2	6	6	1	2	3
52.2	5	2	4	5	5
52.3	1	3	6	4	3
52.3	3	6	4	5	6
52.3	2	5	4	5	6
52.3	1	5	5	3	5
52.3	5	1	1	2	3
52.3	1	4	5	4	4
52.3	1	3	5	4	6
52.3	1	6	5	4	3
52.3	1	4	6	5	4
52.3	5	6	5	2	3
52.3	1	5	2	5	5
52.3	3	3	5	5	3
52.3	3	4	5	5	3
52.3	2	5	4	4	3
52.3	3	3	4	2	5
52.4	1	6	4	2	2
52.4	1	3	3	2	3
52.4	1	4	4	5	6
52.4	1	1	5	5	2
52.4	6	2	5	5	6
52.4	1	5	3	5	6
52.4	1	6	3	5	3
52.4	3	2	5	2	4
52.4	1	2	1	4	3
52.4	5	3	4	2	6
52.4	2	3	5	5	2
52.4	2	5	2	2	3
52.4	1	4	1	4	6
52.5	1	1	5	2	5
52.5	2	2	4	4	3
52.5	1	6	5	6	3
52.5	5	3	1	5	6
52.5	6	3	1	5	3
52.5	6	5	1	5	3
52.5	3	4	1	2	6
52.5	3	2	1	5	4
52.5	2	2	4	2	6
52.5	3	2	1	2	5
52.5	3	3	4	5	6
52.5	2	2	6	5	3
52.5	2	3	4	2	6
52.5	3	2	4	2	6
52.5	5	2	5	5	6
52.6	2	4	5	2	3
52.6	5	6	1	2	3
52.6	1	5	1	2	6
52.6	1	2	5	3	3
52.6	1	5	1	4	5
52.6	5	5	1	5	4
52.6	2	2	6	2	3
52.6	1	2	6	2	4
52.6	2	2	1	2	5
52.6	5	3	5	5	3
52.6	1	2	6	3	3
52.6	5	4	1	2	6
52.6	2	3	4	4	3
52.6	2	5	5	2	6
52.6	1	2	4	3	3
52.6	3	5	4	5	5
52.6	1	1	4	6	3
52.6	3	3	5	2	3
52.7	2	6	1	2	3
52.7	1	4	5	2	2
52.7	1	4	5	4	2
52.7	5	2	1	5	4
52.7	6	2	5	2	6
52.7	3	3	4	5	2
52.7	1	3	5	4	3
52.7	1	3	2	5	3
52.7	1	3	5	3	3
52.7	1	6	4	6	3
52.7	1	2	6	3	5
52.7	1	2	5	6	5
52.7	2	6	1	5	5
52.7	6	3	4	2	5
52.7	1	5	2	2	5
52.7	1	2	1	6	3
52.7	2	2	1	6	3
52.7	1	5	6	5	4
52.8	1	3	2	2	3
52.8	2	5	5	5	6
52.8	1	5	4	1	3
52.8	1	5	4	3	5
52.8	1	1	4	5	5
52.8	1	3	2	5	5
52.8	3	6	1	5	3
52.8	6	2	1	5	3
52.8	5	6	1	5	6
52.8	1	2	2	2	5
52.8	2	4	5	5	6
52.8	1	2	6	6	3
52.8	5	3	4	5	4
52.8	3	2	4	5	4
52.8	3	2	4	5	5
52.8	5	2	4	2	4
52.8	1	1	1	5	4
52.8	1	1	5	5	5
52.9	1	5	6	3	3
52.9	1	6	2	2	5
52.9	6	5	4	5	3
52.9	2	5	4	2	6
52.9	2	3	1	4	3
52.9	3	3	4	5	5
52.9	2	5	4	5	4
52.9	2	3	4	6	3
52.9	2	6	4	4	3
52.9	3	4	1	5	4
52.9	3	5	2	2	3
52.9	1	2	1	5	1
52.9	1	5	5	3	6
52.9	2	6	4	5	5
52.9	1	2	6	4	4
53	1	6	6	2	3
53	2	2	5	4	3
53	2	3	4	5	4
53	4	5	4	2	3
53	1	3	6	5	4
53	2	2	4	6	3
53	3	2	5	5	6
53	1	1	5	6	3
53	1	3	1	2	4
53	1	4	3	2	3
53	1	4	4	2	2
53	1	4	1	6	4
53	1	6	2	2	4
53	1	2	5	4	5
53	3	3	4	5	4
53	3	5	4	5	4
53	3	2	5	5	4
53	2	2	4	5	4
53	6	2	1	2	3
53	3	2	5	2	5
53	1	1	5	4	6
53	5	5	1	5	3
53	5	5	4	5	4
53.1	1	2	4	1	3
53.1	1	4	2	2	3
53.1	1	5	5	6	5
53.1	1	6	1	2	5
53.1	1	6	2	5	6
53.1	1	6	5	2	6
53.1	1	6	3	2	5
53.1	3	6	4	5	5
53.1	4	2	5	2	3
53.1	5	4	5	2	3
53.1	2	4	5	5	4
53.1	1	2	3	2	6
53.1	1	3	5	4	5
53.1	5	3	1	5	4
53.1	1	1	4	4	5
53.1	2	3	1	5	5
53.1	2	2	5	2	6
53.1	1	3	4	1	3
53.1	1	1	4	2	2
53.1	1	5	2	2	6
53.2	1	1	5	2	4
53.2	1	2	4	4	6
53.2	2	2	5	5	5
53.2	2	5	4	5	5
53.2	1	4	2	5	3
53.2	1	2	3	2	5
53.2	1	4	6	5	2
53.2	6	2	5	5	3
53.2	1	3	1	4	6
53.2	1	6	1	5	2
53.2	1	6	5	2	2
53.2	3	5	1	2	6
53.2	3	6	1	5	6
53.2	2	3	4	2	5
53.2	4	2	4	2	3
53.3	5	3	1	2	5
53.3	1	6	4	4	5
53.3	6	5	1	5	4
53.3	6	3	4	2	6
53.3	1	5	1	2	2
53.3	2	6	5	5	6
53.3	6	5	5	2	3
53.3	1	3	4	6	6
53.3	2	6	1	4	3
53.3	1	2	5	6	6
53.3	2	4	4	5	4
53.3	1	5	1	6	3
53.3	2	3	4	5	2
53.3	4	2	5	5	3
53.3	1	6	4	4	2
53.3	5	6	4	5	3
53.3	4	5	1	2	3
53.3	1	2	5	3	5
53.3	2	1	1	5	3
53.3	2	2	5	2	1
53.3	1	1	1	2	3
53.3	6	6	5	2	3
53.4	1	2	2	5	4
53.4	1	4	2	5	2
53.4	5	4	4	2	4
53.4	4	3	4	5	3
53.4	5	3	4	2	5
53.4	5	5	5	2	3
53.4	1	6	4	4	6
53.4	1	4	3	5	3
53.4	2	1	5	4	3
53.4	1	3	2	2	5
53.4	3	2	1	5	5
53.4	5	2	1	2	5
53.4	1	3	1	6	6
53.4	3	4	1	2	3
53.4	2	3	4	4	6
53.4	2	6	4	6	3
53.4	1	2	4	6	5
53.4	6	2	1	5	4
53.4	6	6	1	5	4
53.4	1	1	6	2	6
53.4	1	2	2	2	6
53.4	2	3	5	5	6
53.4	3	6	5	5	3
53.4	5	3	4	2	2
53.4	1	6	6	5	6
53.4	2	5	1	2	6
53.5	1	2	1	4	4
53.5	1	3	1	5	1
53.5	2	3	1	2	5
53.5	3	2	1	5	2
53.5	2	2	1	5	2
53.5	2	5	1	2	5
53.5	2	5	1	5	2
53.5	1	2	2	4	3
53.5	1	3	6	6	3
53.5	3	3	4	2	6
53.5	1	1	4	5	6
53.5	1	5	4	6	5
53.5	1	6	4	3	5
53.5	1	5	2	5	4
53.5	2	3	5	5	4
53.5	1	6	4	3	3
53.5	1	4	4	4	5
53.5	5	4	1	5	4
53.5	5	6	1	2	6
53.5	1	2	6	4	2
53.5	1	3	6	6	5
