1 	2016-05-19 23:24:51.383225 	2016-05-19 23:25:01.400264

1 	2016-05-19 23:25:01.402286 	2016-05-19 23:25:05.417650

2 	2016-05-19 23:25:05.420135 	2016-05-19 23:25:15.439514

2 	2016-05-19 23:25:17.005581 	2016-05-19 23:25:21.016625

3 	2016-05-19 23:25:21.017509 	2016-05-19 23:25:31.034332

3 	2016-05-19 23:25:31.036679 	2016-05-19 23:25:35.048275

4 	2016-05-19 23:25:35.852942 	2016-05-19 23:25:45.869910

4 	2016-05-19 23:25:45.871439 	2016-05-19 23:25:49.899337

5 	2016-05-19 23:25:49.901047 	2016-05-19 23:25:59.932781

5 	2016-05-19 23:25:59.933722 	2016-05-19 23:26:03.948807

6 	2016-05-19 23:26:03.949697 	2016-05-19 23:26:13.970224

6 	2016-05-19 23:26:13.971062 	2016-05-19 23:26:17.982183

7 	2016-05-19 23:26:17.983009 	2016-05-19 23:26:28.000322

7 	2016-05-19 23:26:31.247380 	2016-05-19 23:26:35.258471

8 	2016-05-19 23:26:35.259188 	2016-05-19 23:26:45.276448

8 	2016-05-19 23:26:45.277293 	2016-05-19 23:26:49.288394

9 	2016-05-19 23:26:49.289230 	2016-05-19 23:26:59.307156

9 	2016-05-19 23:27:02.457791 	2016-05-19 23:27:06.473939

10 	2016-05-19 23:27:06.475132 	2016-05-19 23:27:16.494403

10 	2016-05-19 23:27:16.495111 	2016-05-19 23:27:20.507716

11 	2016-05-19 23:27:20.508869 	2016-05-19 23:27:30.526443

1 2016-05-19 23:24:51.683661 False C8:5B:EA:43:6F:75 -68 FB:D3:B5:B9:89:F2 -46 F7:24:98:9B:B6:EA -56 C9:EC:7A:17:D8:D5 -52 EA:EF:87:2F:4D:93 -53
1 2016-05-19 23:24:51.863685 False C8:5B:EA:43:6F:75 -59 FB:D3:B5:B9:89:F2 -48 F7:24:98:9B:B6:EA -63 C9:EC:7A:17:D8:D5 -54 EA:EF:87:2F:4D:93 -56
1 2016-05-19 23:24:52.030702 False C8:5B:EA:43:6F:75 -68 FB:D3:B5:B9:89:F2 -49 F7:24:98:9B:B6:EA -57 C9:EC:7A:17:D8:D5 -52 EA:EF:87:2F:4D:93 -54
1 2016-05-19 23:24:52.202727 False C8:5B:EA:43:6F:75 -65 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -63 C9:EC:7A:17:D8:D5 -50 EA:EF:87:2F:4D:93 -54
1 2016-05-19 23:24:52.307739 False C8:5B:EA:43:6F:75 -68 FB:D3:B5:B9:89:F2 -60 F7:24:98:9B:B6:EA -55 C9:EC:7A:17:D8:D5 -53 EA:EF:87:2F:4D:93 -56
1 2016-05-19 23:24:52.436756 False C8:5B:EA:43:6F:75 -55 FB:D3:B5:B9:89:F2 -62 F7:24:98:9B:B6:EA -59 C9:EC:7A:17:D8:D5 -63 EA:EF:87:2F:4D:93 -53
1 2016-05-19 23:24:52.636782 False C8:5B:EA:43:6F:75 -60 FB:D3:B5:B9:89:F2 -56 F7:24:98:9B:B6:EA -55 C9:EC:7A:17:D8:D5 -61 EA:EF:87:2F:4D:93 -52
1 2016-05-19 23:24:52.839805 False C8:5B:EA:43:6F:75 -60 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -64 C9:EC:7A:17:D8:D5 -52 EA:EF:87:2F:4D:93 -59
1 2016-05-19 23:24:52.946822 False C8:5B:EA:43:6F:75 -66 FB:D3:B5:B9:89:F2 -59 F7:24:98:9B:B6:EA -60 C9:EC:7A:17:D8:D5 -62 EA:EF:87:2F:4D:93 -57
1 2016-05-19 23:24:53.133851 False C8:5B:EA:43:6F:75 -64 FB:D3:B5:B9:89:F2 -59 F7:24:98:9B:B6:EA -55 C9:EC:7A:17:D8:D5 -56 EA:EF:87:2F:4D:93 -61
1 2016-05-19 23:24:53.246862 False C8:5B:EA:43:6F:75 -69 FB:D3:B5:B9:89:F2 -57 F7:24:98:9B:B6:EA -57 C9:EC:7A:17:D8:D5 -66 EA:EF:87:2F:4D:93 -55
1 2016-05-19 23:24:53.345882 False C8:5B:EA:43:6F:75 -65 FB:D3:B5:B9:89:F2 -70 F7:24:98:9B:B6:EA -67 C9:EC:7A:17:D8:D5 -54 EA:EF:87:2F:4D:93 -55
1 2016-05-19 23:24:53.492901 False C8:5B:EA:43:6F:75 -62 FB:D3:B5:B9:89:F2 -54 F7:24:98:9B:B6:EA -61 C9:EC:7A:17:D8:D5 -61 EA:EF:87:2F:4D:93 -53
1 2016-05-19 23:24:53.603920 False C8:5B:EA:43:6F:75 -65 FB:D3:B5:B9:89:F2 -56 F7:24:98:9B:B6:EA -55 C9:EC:7A:17:D8:D5 -62 EA:EF:87:2F:4D:93 -50
1 2016-05-19 23:24:53.703933 False C8:5B:EA:43:6F:75 -57 FB:D3:B5:B9:89:F2 -53 F7:24:98:9B:B6:EA -59 C9:EC:7A:17:D8:D5 -47 EA:EF:87:2F:4D:93 -57
1 2016-05-19 23:24:53.919953 False C8:5B:EA:43:6F:75 -58 FB:D3:B5:B9:89:F2 -63 F7:24:98:9B:B6:EA -58 C9:EC:7A:17:D8:D5 -55 EA:EF:87:2F:4D:93 -67
1 2016-05-19 23:24:54.020970 False C8:5B:EA:43:6F:75 -59 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -64 C9:EC:7A:17:D8:D5 -57 EA:EF:87:2F:4D:93 -67
1 2016-05-19 23:24:54.121983 False C8:5B:EA:43:6F:75 -57 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -70 C9:EC:7A:17:D8:D5 -54 EA:EF:87:2F:4D:93 -67
1 2016-05-19 23:24:54.542038 False C8:5B:EA:43:6F:75 -61 FB:D3:B5:B9:89:F2 -47 F7:24:98:9B:B6:EA -62 C9:EC:7A:17:D8:D5 -58 EA:EF:87:2F:4D:93 -56
1 2016-05-19 23:24:54.648051 False C8:5B:EA:43:6F:75 -59 FB:D3:B5:B9:89:F2 -46 F7:24:98:9B:B6:EA -67 C9:EC:7A:17:D8:D5 -60 EA:EF:87:2F:4D:93 -74
1 2016-05-19 23:24:54.881082 False C8:5B:EA:43:6F:75 -64 FB:D3:B5:B9:89:F2 -45 F7:24:98:9B:B6:EA -55 C9:EC:7A:17:D8:D5 -62 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:54.955089 False C8:5B:EA:43:6F:75 -65 FB:D3:B5:B9:89:F2 -47 F7:24:98:9B:B6:EA -51 C9:EC:7A:17:D8:D5 -54 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:55.057106 False C8:5B:EA:43:6F:75 -59 FB:D3:B5:B9:89:F2 -57 F7:24:98:9B:B6:EA -60 C9:EC:7A:17:D8:D5 -64 EA:EF:87:2F:4D:93 -54
1 2016-05-19 23:24:55.262132 False C8:5B:EA:43:6F:75 -54 FB:D3:B5:B9:89:F2 -57 F7:24:98:9B:B6:EA -52 C9:EC:7A:17:D8:D5 -50 EA:EF:87:2F:4D:93 -64
1 2016-05-19 23:24:55.365142 False C8:5B:EA:43:6F:75 -66 FB:D3:B5:B9:89:F2 -50 F7:24:98:9B:B6:EA -76 C9:EC:7A:17:D8:D5 -57 EA:EF:87:2F:4D:93 -54
1 2016-05-19 23:24:55.481160 False C8:5B:EA:43:6F:75 -54 FB:D3:B5:B9:89:F2 -53 F7:24:98:9B:B6:EA -70 C9:EC:7A:17:D8:D5 -62 EA:EF:87:2F:4D:93 -53
1 2016-05-19 23:24:55.752195 False C8:5B:EA:43:6F:75 -66 FB:D3:B5:B9:89:F2 -52 F7:24:98:9B:B6:EA -64 C9:EC:7A:17:D8:D5 -54 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:55.963223 False C8:5B:EA:43:6F:75 -69 FB:D3:B5:B9:89:F2 -54 F7:24:98:9B:B6:EA -62 C9:EC:7A:17:D8:D5 -57 EA:EF:87:2F:4D:93 -60
1 2016-05-19 23:24:56.087240 False C8:5B:EA:43:6F:75 -62 FB:D3:B5:B9:89:F2 -55 F7:24:98:9B:B6:EA -60 C9:EC:7A:17:D8:D5 -55 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:56.184257 False C8:5B:EA:43:6F:75 -65 FB:D3:B5:B9:89:F2 -48 F7:24:98:9B:B6:EA -60 C9:EC:7A:17:D8:D5 -56 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:56.378277 False C8:5B:EA:43:6F:75 -60 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -65 C9:EC:7A:17:D8:D5 -53 EA:EF:87:2F:4D:93 -68
1 2016-05-19 23:24:56.588305 False C8:5B:EA:43:6F:75 -66 FB:D3:B5:B9:89:F2 -50 F7:24:98:9B:B6:EA -60 C9:EC:7A:17:D8:D5 -57 EA:EF:87:2F:4D:93 -58
1 2016-05-19 23:24:56.902346 False C8:5B:EA:43:6F:75 -61 FB:D3:B5:B9:89:F2 -54 F7:24:98:9B:B6:EA -64 C9:EC:7A:17:D8:D5 -57 EA:EF:87:2F:4D:93 -68
1 2016-05-19 23:24:57.040360 False C8:5B:EA:43:6F:75 -63 FB:D3:B5:B9:89:F2 -57 F7:24:98:9B:B6:EA -53 C9:EC:7A:17:D8:D5 -63 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:57.169386 False C8:5B:EA:43:6F:75 -62 FB:D3:B5:B9:89:F2 -59 F7:24:98:9B:B6:EA -59 C9:EC:7A:17:D8:D5 -59 EA:EF:87:2F:4D:93 -58
1 2016-05-19 23:24:57.355403 False C8:5B:EA:43:6F:75 -61 FB:D3:B5:B9:89:F2 -53 F7:24:98:9B:B6:EA -52 C9:EC:7A:17:D8:D5 -49 EA:EF:87:2F:4D:93 -58
1 2016-05-19 23:24:57.494431 False C8:5B:EA:43:6F:75 -67 FB:D3:B5:B9:89:F2 -66 F7:24:98:9B:B6:EA -62 C9:EC:7A:17:D8:D5 -56 EA:EF:87:2F:4D:93 -66
1 2016-05-19 23:24:57.649448 False C8:5B:EA:43:6F:75 -67 FB:D3:B5:B9:89:F2 -50 F7:24:98:9B:B6:EA -53 C9:EC:7A:17:D8:D5 -55 EA:EF:87:2F:4D:93 -61
1 2016-05-19 23:24:57.860468 False C8:5B:EA:43:6F:75 -56 FB:D3:B5:B9:89:F2 -51 F7:24:98:9B:B6:EA -58 C9:EC:7A:17:D8:D5 -56 EA:EF:87:2F:4D:93 -54
1 2016-05-19 23:24:58.179518 False C8:5B:EA:43:6F:75 -63 FB:D3:B5:B9:89:F2 -56 F7:24:98:9B:B6:EA -68 C9:EC:7A:17:D8:D5 -52 EA:EF:87:2F:4D:93 -59
