42.334,1,3,4,4,5
42.367,2,2,1,5,2
42.372,1,3,1,2,3
42.387,1,5,6,5,2
42.436,1,2,3,2,3
42.484,1,4,4,2,3
42.508,2,3,4,2,3
42.55,1,2,3,5,6
42.616,6,2,5,5,3
42.642,1,3,1,5,5
42.682,4,2,4,5,3
42.682,4,2,5,5,3
42.71,2,1,5,5,3
42.749,1,3,5,4,3
42.753,1,2,5,5,6
42.772,1,3,5,6,3
42.78,2,5,2,5,3
42.818,1,4,1,5,3
42.826,1,2,6,5,2
42.826,1,5,5,5,6
42.836,6,2,5,2,3
42.836,1,6,4,2,3
42.896,3,3,4,5,3
42.905,2,2,4,5,2
42.954,2,5,4,2,3
43.015,6,2,4,5,3
43.119,1,2,1,5,6
43.121,3,2,1,5,3
43.163,1,3,1,5,4
43.175,1,3,4,5,6
43.176,1,4,5,5,4
43.185,3,5,5,2,3
43.19,1,3,2,2,5
43.19,1,5,1,2,3
43.216,1,2,6,2,2
43.227,3,5,4,2,3
43.236,5,3,4,5,3
43.245,1,4,5,5,2
43.258,3,5,1,5,3
43.275,1,3,4,6,3
43.291,1,3,5,5,6
43.295,3,2,4,5,2
43.405,1,2,4,2,4
43.411,1,6,1,5,5
43.424,3,6,5,5,3
43.438,2,2,5,5,4
43.443,1,2,2,2,5
43.462,1,3,3,2,3
43.463,5,2,1,2,3
43.516,1,6,4,5,5
43.517,1,5,4,5,2
43.532,1,3,5,3,3
43.558,1,5,1,5,6
43.571,2,2,4,5,5
43.585,1,5,4,2,5
43.59,1,2,6,5,4
43.595,1,2,4,4,3
43.6,1,3,2,5,5
43.6,2,5,1,2,3
43.635,2,3,4,5,2
43.646,1,2,5,4,3
43.646,1,3,2,5,4
43.656,1,2,4,2,2
43.66,1,3,2,2,4
43.66,1,4,2,2,3
43.666,3,3,4,2,3
43.669,5,3,1,2,3
43.703,5,3,4,2,3
43.704,1,2,5,2,6
43.712,3,3,5,5,3
43.715,3,2,1,5,4
43.72,1,2,4,5,4
43.736,1,5,6,2,3
43.736,1,5,6,5,4
43.737,5,3,1,5,3
43.771,2,5,5,4,3
43.785,1,5,4,4,3
43.806,2,3,1,5,3
43.839,3,2,4,5,5
43.856,1,4,5,2,4
43.86,2,3,5,5,2
43.874,3,2,1,5,2
43.874,5,2,1,5,3
43.916,3,5,5,5,4
43.924,1,5,6,2,2
43.924,2,1,5,5,4
43.943,1,2,5,3,3
43.943,1,3,1,5,2
43.953,1,3,4,4,3
43.956,6,2,1,5,4
43.981,1,5,2,2,2
43.981,2,2,1,5,5
43.992,1,4,2,5,2
44.012,2,6,5,5,3
44.018,1,3,4,3,3
44.042,1,2,2,2,2
44.07,1,5,6,5,5
44.109,1,2,4,2,6
44.183,1,5,1,2,2
44.188,5,5,4,5,3
44.237,5,2,4,5,5
44.263,1,2,5,4,2
44.316,4,2,5,2,3
44.329,1,6,5,2,3
44.331,2,5,1,5,4
44.353,1,3,1,2,5
44.353,1,3,2,5,2
44.379,1,2,4,3,3
44.399,1,5,2,5,4
44.399,5,2,5,5,3
44.406,1,4,2,5,3
44.452,3,3,4,5,2
44.453,3,2,5,5,6
44.467,5,2,2,2,3
44.52,2,3,5,5,4
44.535,1,1,4,2,5
44.542,1,5,5,4,6
44.544,3,5,1,5,4
44.552,1,3,6,5,5
44.57,5,2,4,5,2
44.602,5,3,5,2,3
44.615,1,3,2,2,2
44.615,3,2,1,2,3
44.627,1,3,3,5,3
44.631,1,3,6,2,2
44.641,1,4,1,2,3
44.654,1,2,1,2,5
44.656,1,5,5,2,6
44.656,2,2,5,4,3
44.662,2,2,4,5,6
44.671,1,5,2,2,4
44.706,3,6,4,5,3
44.724,5,5,4,2,3
44.73,1,5,5,4,5
44.751,4,2,1,5,3
44.77,2,2,5,2,4
44.807,1,5,4,2,4
44.82,1,3,5,4,2
44.82,1,3,5,4,5
44.82,2,1,4,5,3
44.832,1,5,3,5,3
44.848,1,6,3,5,3
44.855,3,6,4,2,3
44.855,1,2,1,5,1
44.86,3,2,5,5,4
44.872,3,2,5,5,2
44.876,6,2,1,5,2
44.902,1,3,1,2,4
44.908,1,2,4,5,6
44.922,1,2,5,6,3
44.922,6,2,1,5,3
44.926,5,6,4,2,3
44.929,2,4,4,5,3
44.929,2,5,4,4,3
44.939,1,2,6,2,6
44.942,1,4,5,2,2
44.942,1,5,5,4,2
44.949,1,2,6,5,5
44.953,2,5,5,4,6
44.959,1,2,3,5,4
44.97,4,2,5,5,5
44.982,1,5,6,2,4
44.993,2,2,5,5,2
44.997,4,3,5,2,3
45,2,3,1,2,3
45.01,1,4,4,5,2
45.07,1,3,1,5,6
45.07,1,5,3,5,6
45.071,4,3,5,5,3
45.115,1,2,6,2,4
45.142,3,5,2,5,3
45.145,1,5,5,6,3
45.168,2,2,1,5,6
45.187,2,2,3,5,6
45.214,1,4,1,5,2
45.217,2,6,4,2,3
45.219,1,3,6,5,2
45.259,1,5,2,2,5
45.261,2,2,5,6,3
45.283,2,5,5,5,6
45.293,1,3,5,6,2
45.294,6,3,4,5,3
45.298,1,2,1,2,6
45.311,3,5,1,5,5
45.315,1,6,5,5,5
45.326,5,2,1,5,2
45.326,5,5,5,5,3
45.343,3,5,4,5,5
45.35,1,5,4,2,2
45.362,1,2,6,3,3
45.367,1,3,6,2,5
45.37,4,2,4,5,5
45.38,3,3,1,5,3
45.385,1,3,1,2,2
45.388,1,2,6,2,5
45.393,5,3,5,5,3
45.402,3,2,4,2,2
45.412,3,3,5,2,3
45.435,1,3,1,2,6
45.442,1,3,1,4,5
45.455,1,2,1,2,2
45.468,1,3,4,4,6
45.473,5,2,4,4,3
45.475,1,3,5,4,6
45.479,2,5,2,2,3
45.507,6,2,4,2,3
45.511,2,3,1,5,4
45.515,2,6,4,5,3
45.528,1,1,5,2,5
45.528,2,5,1,5,5
45.531,2,2,4,4,3
45.534,1,5,6,2,5
45.541,3,2,5,4,3
45.553,1,2,4,4,5
45.57,2,2,4,2,5
45.58,1,5,3,5,4
45.595,2,3,4,4,3
45.609,2,3,4,5,5
45.609,5,3,4,2,2
45.614,1,2,4,6,3
45.663,1,3,2,5,6
45.666,1,2,1,2,4
45.677,2,4,5,5,3
45.682,2,3,2,5,3
45.689,1,1,5,2,4
45.697,1,3,6,5,4
45.714,1,6,4,5,6
45.722,2,3,1,5,2
45.745,2,4,5,2,3
45.754,1,2,6,5,1
45.754,1,2,6,5,6
45.754,1,6,5,5,6
45.757,1,2,2,5,4
45.757,1,4,4,2,5
45.769,2,4,5,5,4
45.788,1,5,4,5,6
45.791,1,5,3,2,3
45.791,5,5,1,2,3
45.791,1,1,4,2,2
45.797,1,2,5,2,1
45.811,1,4,5,5,5
45.817,1,2,3,2,4
45.827,1,6,1,5,6
45.827,1,6,5,5,2
45.87,6,3,4,2,3
45.873,1,6,1,2,3
45.882,5,6,4,5,3
45.886,1,3,5,6,5
45.906,1,3,4,6,2
45.946,1,3,2,2,6
45.982,2,5,5,5,2
45.994,1,3,4,6,5
45.996,3,2,1,5,5
45.999,1,1,5,2,2
46.007,1,6,4,5,2
46.014,1,5,5,4,4
46.018,2,3,4,2,5
46.043,1,2,2,2,4
46.049,1,2,6,4,2
46.081,1,4,1,5,5
46.086,5,3,4,5,2
46.087,2,3,4,2,6
46.087,3,2,4,2,6
46.088,1,2,6,2,1
46.09,1,2,1,3,3
46.092,6,2,1,2,3
46.126,1,3,6,2,4
46.133,5,3,1,5,4
46.139,2,2,2,2,3
46.143,2,3,5,5,6
46.143,2,5,3,5,6
46.149,1,5,4,4,5
46.154,1,4,1,5,6
46.159,5,3,4,5,5
46.164,1,5,1,2,4
46.176,2,3,4,5,6
46.182,3,6,1,5,3
46.193,1,5,6,5,6
46.201,3,5,1,2,3
46.222,2,3,5,4,3
46.225,2,2,4,2,6
46.226,2,2,5,5,6
46.231,1,2,2,2,6
46.232,2,3,4,6,3
46.232,1,2,5,4,4
46.232,5,2,1,5,4
46.236,2,5,4,5,2
46.245,5,2,5,5,2
46.25,6,3,4,5,2
46.268,1,2,2,5,5
46.284,1,4,4,5,4
46.302,3,2,4,4,3
46.302,2,2,4,5,4
46.303,2,2,4,2,2
46.311,2,2,5,5,5
46.336,1,6,4,2,4
46.363,2,6,5,2,3
46.363,3,2,5,2,6
46.402,3,5,5,5,5
46.405,2,1,4,2,3
46.407,1,2,3,5,5
46.409,1,1,4,5,3
46.424,5,5,5,2,3
46.426,3,3,4,2,5
46.426,3,5,4,5,2
46.426,4,2,3,5,3
46.447,1,6,4,5,4
46.457,1,3,6,3,3
46.475,1,2,3,5,2
46.475,1,5,5,3,3
46.475,2,1,5,2,3
46.479,2,3,1,5,6
46.486,1,5,1,2,6
46.499,3,5,5,4,3
46.499,4,3,4,5,3
46.504,1,2,5,4,5
46.51,5,6,5,2,3
46.517,6,2,5,5,6
46.52,1,5,6,4,2
46.52,1,6,4,2,5
46.536,1,3,4,4,2
46.536,4,3,1,2,3
46.543,3,5,1,5,2
46.547,4,3,1,2,5
46.55,5,2,4,2,6
46.553,1,3,6,5,6
46.554,1,3,1,4,3
46.554,1,3,4,1,3
46.559,5,2,2,5,3
46.564,1,2,6,4,3
46.572,1,4,5,2,5
46.572,4,2,1,5,2
46.583,5,6,5,5,3
46.593,1,2,5,4,6
46.603,1,3,2,6,3
46.623,5,2,4,5,6
46.624,1,2,4,4,6
46.624,2,4,4,2,3
46.626,3,5,5,5,2
46.627,1,5,3,2,6
46.63,2,3,4,5,4
46.63,2,3,5,2,4
46.63,5,4,5,2,3
46.633,1,2,5,6,2
46.633,1,6,1,5,2
46.642,3,2,2,2,3
46.657,3,6,3,5,3
46.667,2,2,4,6,3
46.671,5,2,1,5,5
46.68,5,5,1,5,3
46.685,3,3,1,5,4
46.694,2,2,2,5,3
46.703,3,5,4,5,4
46.706,5,2,1,2,6
46.707,4,2,1,5,5
46.711,1,3,4,1,6
46.736,1,4,6,5,3
46.752,2,3,4,2,2
46.754,1,1,5,4,3
46.754,1,3,5,4,4
46.761,2,2,3,5,3
46.761,2,5,3,5,3
46.765,5,3,4,2,6
46.767,3,2,5,2,4
46.769,5,2,4,2,5
46.771,3,3,4,5,5
46.771,3,4,4,5,3
46.771,3,4,5,5,3
46.775,1,5,6,3,3
46.778,2,2,6,2,3
46.779,1,5,2,5,6
46.788,2,2,4,2,4
46.796,1,4,4,2,4
46.813,1,4,6,5,2
46.817,2,3,4,2,4
46.817,5,3,1,5,2
46.822,1,3,6,2,6
46.835,5,3,4,2,4
46.838,3,2,4,5,6
46.843,4,2,1,2,5
46.843,4,2,1,5,4
46.859,1,4,4,2,2
46.877,3,2,6,5,3
46.877,6,3,5,2,3
46.884,2,3,4,4,6
46.884,2,6,4,4,3
46.886,1,5,4,2,6
46.886,1,6,1,5,4
46.896,3,5,2,2,3
46.902,5,2,5,2,4
46.903,5,3,4,2,5
46.911,1,6,4,2,6
46.925,2,1,5,5,6
46.928,1,3,3,2,4
46.954,1,1,5,5,3
46.954,1,2,3,2,5
46.959,1,1,5,5,4
46.964,2,5,3,2,3
46.969,2,5,4,5,4
46.971,3,2,4,2,5
46.986,6,2,4,5,2
46.986,6,2,5,5,4
46.998,6,6,1,5,3
46.999,1,2,2,5,6
46.999,5,2,1,5,6
47.007,5,2,1,2,5
47.023,2,3,1,5,5
47.025,2,2,5,2,6
47.025,5,2,5,2,6
47.031,3,2,3,5,2
47.031,3,2,3,5,3
47.031,3,2,5,5,5
47.033,1,3,6,4,5
47.035,2,5,5,2,4
47.059,1,3,2,4,3
47.059,2,6,5,5,4
47.059,6,6,4,5,3
47.072,1,6,2,5,3
47.075,2,5,1,5,2
47.076,1,3,6,4,2
47.081,2,2,3,2,3
47.081,2,3,2,2,3
47.091,1,2,5,3,5
47.091,1,3,5,1,3
47.099,5,2,3,5,3
47.099,2,1,5,4,3
47.099,4,3,1,5,3
47.101,5,2,5,5,5
47.115,1,6,3,2,3
47.115,2,4,1,5,4
47.115,3,3,1,2,3
47.131,6,2,4,5,5
47.142,1,1,5,5,2
47.145,1,5,5,6,2
47.146,3,2,1,5,6
47.159,1,3,5,3,2
47.159,1,3,5,3,5
47.159,1,5,3,2,5
47.159,5,3,1,2,5
47.166,5,5,2,5,3
47.169,5,4,1,2,3
47.17,5,2,5,5,6
47.173,1,1,4,2,4
47.179,1,6,5,5,4
47.181,1,5,6,4,3
47.19,1,2,2,4,3
47.19,1,4,3,2,3
47.203,3,2,4,2,4
47.206,5,3,4,5,6
47.206,6,2,3,5,4
47.209,1,5,1,2,5
47.23,1,4,4,5,5
47.233,2,5,5,5,5
47.235,5,5,4,5,2
47.243,3,2,4,5,4
47.243,5,4,4,2,3
47.279,4,6,5,5,3
47.295,1,3,4,3,6
47.299,2,2,1,2,4
47.302,5,2,4,2,2
47.307,1,4,3,5,3
47.307,1,5,4,3,3
47.32,1,2,1,4,3
47.334,6,3,1,2,3
47.353,6,5,4,5,3
47.362,1,4,1,2,4
47.365,1,6,5,2,5
47.368,2,2,5,4,4
47.368,2,5,4,5,5
47.368,3,2,2,5,3
47.368,4,2,5,5,4
47.368,5,3,5,5,2
47.376,1,3,4,3,5
47.376,3,4,1,5,2
47.379,3,4,5,2,3
47.392,3,6,5,2,3
47.392,6,2,3,5,3
47.399,1,3,3,4,3
47.404,1,3,5,6,4
47.407,1,2,6,3,2
47.407,1,6,2,2,3
47.411,3,5,3,5,3
47.431,2,2,5,2,5
47.432,5,5,1,5,4
47.435,4,2,5,5,2
47.438,1,1,5,2,6
47.442,1,3,4,6,4
47.443,1,6,6,5,3
47.445,1,5,3,2,4
47.454,1,2,1,4,5
47.465,3,5,5,5,6
47.478,6,3,1,5,4
47.5,4,6,5,2,3
47.502,6,2,2,2,3
47.514,1,2,4,3,5
47.514,3,4,1,5,4
47.539,6,2,6,5,3
47.545,2,1,5,5,2
47.545,2,2,5,2,1
47.564,1,2,3,2,2
47.568,4,2,5,2,5
47.574,2,3,5,4,6
47.583,1,5,2,4,3
47.583,5,3,1,2,4
47.583,2,3,3,2,3
47.587,4,3,5,5,5
47.587,4,5,5,5,3
47.591,5,3,1,5,6
47.591,6,5,1,5,3
47.626,1,1,6,2,3
47.639,1,5,5,1,3
47.639,2,3,1,2,5
47.639,5,3,1,5,5
47.64,2,5,4,5,6
47.657,6,5,1,5,2
47.678,6,2,5,5,5
47.68,1,2,5,5,1
47.686,2,5,6,5,3
47.701,1,6,4,2,2
47.707,3,3,1,5,2
47.721,2,6,5,4,3
47.721,1,5,4,1,3
47.726,1,4,1,2,5
47.726,2,4,1,5,2
47.747,5,2,1,2,2
47.754,6,3,4,2,2
47.759,2,6,3,5,3
47.759,6,6,5,5,3
47.766,1,4,5,5,6
47.768,5,2,4,2,4
47.773,2,3,5,2,2
47.773,3,3,5,5,2
47.775,3,1,5,5,3
47.775,3,3,1,2,5
47.775,3,3,1,5,5
47.775,5,3,1,2,2
47.781,3,3,4,2,2
47.788,3,4,5,5,2
47.807,1,6,4,4,3
47.813,1,3,5,3,6
47.813,1,5,6,3,2
47.814,2,2,1,2,5
47.821,1,1,1,2,3
47.832,6,2,2,5,3
47.838,1,4,5,4,4
47.844,3,2,5,2,1
47.845,1,3,3,2,6
47.85,2,2,1,2,2
47.859,4,3,4,5,5
47.859,1,5,1,4,3
47.862,2,1,5,2,4
47.868,3,2,5,4,6
47.88,1,3,6,4,3
47.887,5,6,1,5,3
47.896,6,2,5,5,2
47.908,2,2,3,5,2
47.912,6,5,1,5,4
47.912,1,2,5,3,2
47.912,1,5,3,5,2
47.941,3,6,4,5,6
47.949,1,3,3,2,2
47.95,1,1,5,5,5
47.95,1,5,1,5,1
47.95,1,6,2,5,5
47.976,2,3,5,5,5
47.981,3,2,1,2,5
47.985,1,5,5,6,4
47.989,1,2,6,4,4
47.989,1,2,6,4,6
47.991,1,3,6,2,1
47.991,3,2,1,2,6
47.992,2,3,4,4,5
47.997,1,4,5,4,3
48.039,3,4,4,2,3
48.049,1,3,3,2,5
48.059,1,5,4,4,6
48.06,1,1,4,2,6
48.065,1,2,4,5,1
48.071,1,6,3,5,4
48.088,4,2,6,5,3
48.103,2,2,3,2,4
48.11,5,3,1,2,6
48.11,5,6,1,2,3
48.126,2,3,5,6,3
48.132,1,2,5,6,4
48.132,1,6,5,2,4
48.133,1,4,5,4,2
48.133,5,2,1,2,4
48.137,1,2,3,2,6
48.162,6,2,5,4,3
48.162,6,5,4,2,3
48.17,2,6,1,5,5
48.173,1,4,6,2,3
48.178,1,2,4,4,2
48.184,1,6,3,5,5
48.184,6,3,1,5,3
48.2,2,2,6,5,3
48.2,6,3,5,5,2
48.204,1,4,6,2,2
48.219,6,2,4,2,2
48.242,2,2,4,4,2
48.243,1,5,6,2,1
48.243,1,6,5,2,2
48.243,2,5,1,5,6
48.264,4,3,4,2,5
48.269,2,3,1,2,2
48.273,1,3,5,3,4
48.276,1,2,4,6,2
48.283,1,2,2,6,3
48.293,6,2,4,5,6
48.296,4,2,4,2,3
48.296,4,3,4,2,3
48.301,1,3,4,3,2
48.301,2,1,4,4,3
48.301,5,2,4,4,2
48.304,1,2,4,2,1
48.311,1,1,4,5,5
48.313,1,2,2,6,2
48.316,1,1,5,6,2
48.316,1,5,2,2,6
48.316,1,5,6,2,6
48.323,1,3,1,3,5
48.332,1,2,6,3,5
48.332,1,3,5,1,6
48.332,3,2,5,4,2
48.332,4,3,5,2,5
48.334,3,5,4,4,3
48.343,1,2,5,3,4
48.348,1,6,4,4,2
48.352,1,5,6,4,4
48.352,2,2,1,5,1
48.352,2,5,1,2,5
48.366,2,6,4,5,4
48.389,1,1,5,5,6
48.389,1,5,6,6,2
48.389,1,6,2,5,6
48.389,6,2,1,5,6
48.406,1,2,5,3,6
48.406,1,6,3,5,6
48.412,1,3,4,1,5
48.42,2,3,5,2,6
48.431,2,4,1,2,3
48.434,2,4,5,5,2
48.434,4,2,4,2,5
48.439,6,2,6,5,4
48.46,1,5,3,5,5
48.468,4,3,5,2,4
48.476,2,5,2,5,6
48.477,5,5,4,5,5
48.48,1,6,3,5,2
48.481,4,5,1,5,3
48.492,1,4,1,2,2
48.494,6,3,5,5,3
48.498,1,4,6,5,4
48.536,3,2,3,5,4
48.54,1,4,2,2,5
48.54,2,2,4,5,1
48.549,6,2,5,2,6
48.562,1,2,4,1,3
48.563,1,6,2,2,4
48.563,6,2,1,2,4
48.567,2,3,6,5,3
48.583,3,2,5,2,5
48.59,1,2,2,3,3
48.591,1,5,3,4,6
48.591,1,6,5,4,3
48.597,1,2,5,1,3
48.599,1,3,1,3,3
48.603,3,6,4,5,5
48.604,2,2,3,5,4
48.604,3,2,5,4,4
48.621,2,5,5,2,6
48.629,3,3,1,5,6
48.649,1,1,1,5,4
48.665,1,2,1,3,5
48.674,4,5,4,5,3
48.676,4,6,4,5,3
48.682,2,2,5,2,2
48.684,1,2,6,3,4
48.689,2,5,1,2,2
48.696,3,6,4,4,3
48.7,1,4,4,3,3
48.701,2,2,5,4,2
48.701,5,2,5,5,4
48.703,1,1,5,6,3
48.703,2,6,1,5,3
48.703,3,6,1,5,6
48.714,6,5,5,5,3
48.741,3,5,5,2,4
48.744,1,2,2,4,2
48.75,4,6,3,5,3
48.755,1,6,1,2,5
48.758,1,3,4,1,2
48.758,1,4,3,2,4
48.767,5,2,4,5,4
48.785,3,2,5,2,2
48.788,5,3,5,2,6
48.791,1,2,4,6,5
48.81,3,3,5,5,4
48.81,5,3,4,5,4
48.823,2,2,5,5,1
48.824,3,1,4,2,3
48.824,3,3,4,5,6
48.826,2,5,1,4,3
48.826,3,4,1,5,3
48.833,1,2,1,2,1
48.851,1,2,1,4,6
48.853,2,3,5,2,5
48.861,3,2,5,6,3
48.869,1,2,1,4,4
48.869,1,4,2,2,2
48.871,1,5,5,3,5
48.874,5,6,4,2,6
48.876,1,5,5,5,1
48.878,4,5,3,5,3
48.887,1,1,6,2,2
48.895,1,3,4,3,4
48.897,2,6,3,5,4
48.902,1,6,5,2,6
48.904,1,2,3,4,6
48.922,1,2,2,4,6
48.922,1,6,1,2,4
48.925,3,5,1,5,6
48.932,2,2,4,4,6
48.935,5,2,6,2,3
48.935,6,2,3,5,2
48.938,1,6,4,4,5
48.939,1,3,5,2,1
48.939,3,1,5,5,2
48.941,1,6,3,2,6
48.945,4,4,5,2,3
48.946,2,5,5,2,5
48.946,3,3,4,5,4
48.948,2,5,1,2,4
48.951,3,3,4,4,3
48.958,5,5,1,5,2
48.959,2,2,1,2,6
48.961,1,5,4,6,3
48.964,5,1,4,2,3
48.984,2,6,5,5,6
48.999,1,3,5,6,6
48.999,1,5,6,3,5
48.999,6,5,1,2,3
49.003,4,2,2,2,3
49.008,5,3,5,5,6
49.016,1,1,4,5,2
49.02,2,2,5,4,6
49.02,3,4,1,2,3
49.02,4,2,1,2,3
49.02,6,2,5,4,2
49.022,3,2,6,2,3
49.025,5,3,5,5,5
49.031,1,6,1,2,2
49.034,2,4,5,2,4
49.05,1,3,1,4,6
49.055,3,3,5,2,2
49.058,3,2,4,4,6
49.066,1,4,1,2,6
49.073,1,5,2,6,3
49.076,1,5,3,2,2
49.078,5,5,5,5,2
49.081,4,2,2,5,3
49.081,5,2,5,4,3
49.082,3,2,3,5,6
49.082,3,6,5,5,6
49.082,6,2,3,5,6
49.082,6,6,5,2,3
49.103,1,2,6,6,2
49.122,1,2,5,1,6
49.123,5,3,2,2,3
49.123,5,3,5,2,2
49.123,5,3,5,2,5
49.129,2,2,6,2,5
49.132,4,3,3,2,3
49.138,1,2,1,6,4
49.14,5,5,1,5,5
49.15,5,3,5,5,4
49.15,5,4,4,5,3
49.15,4,4,1,2,3
49.151,2,1,4,2,5
49.158,1,4,5,2,6
49.158,1,5,6,4,6
49.158,6,6,1,5,4
49.165,4,2,5,5,6
49.171,1,4,3,5,4
49.183,1,2,1,4,2
49.19,3,3,2,5,3
49.191,3,5,5,4,6
49.195,1,5,5,6,5
49.195,5,6,1,5,6
49.215,3,2,3,2,3
49.216,1,3,4,2,1
49.216,2,2,1,4,3
49.229,5,6,2,2,3
49.229,5,6,2,5,3
49.231,2,6,1,5,4
49.24,6,2,6,2,3
49.246,2,2,1,4,4
49.275,2,5,2,5,2
49.275,6,2,4,4,3
49.275,6,6,4,2,3
49.281,1,2,3,4,3
49.285,4,5,5,2,3
49.287,2,1,1,5,4
49.287,2,1,4,5,2
49.287,4,5,1,5,2
49.295,1,1,2,2,3
49.3,2,5,5,4,4
49.302,3,6,2,5,3
49.304,1,6,5,4,2
49.309,2,2,1,4,2
49.309,2,4,1,5,3
49.309,5,2,1,4,3
49.31,2,4,5,5,6
49.312,2,6,2,2,3
49.325,2,3,3,5,3
49.332,3,6,1,5,4
49.35,3,5,1,2,5
49.353,3,4,4,5,2
49.353,4,2,5,4,3
49.359,2,2,6,2,4
49.359,6,2,4,2,6
49.367,2,5,4,2,5
49.375,2,6,2,5,3
49.375,3,6,5,5,5
49.375,6,5,5,2,3
49.378,1,5,4,3,5
49.383,5,6,4,2,4
49.39,1,2,1,6,2
49.39,2,2,6,2,1
49.393,5,2,3,2,3
49.412,3,5,4,5,6
49.414,1,1,6,2,5
49.414,1,5,6,5,1
49.415,1,1,4,4,3
49.415,1,3,1,4,4
49.421,2,3,5,4,2
49.421,3,5,4,2,2
49.422,3,3,5,4,3
49.428,2,5,1,5,1
49.434,2,2,4,4,5
49.434,5,4,4,2,2
49.448,4,3,1,5,5
49.453,2,3,4,4,2
49.459,4,5,1,5,5
49.462,1,1,6,2,6
49.477,3,2,1,2,4
49.481,1,4,5,6,3
49.485,3,6,4,5,2
49.487,3,2,1,5,1
49.487,3,5,1,5,1
49.487,3,2,1,2,2
49.488,6,2,1,5,5
49.49,1,3,3,3,3
49.491,2,1,4,5,4
49.497,1,4,2,2,4
49.5,2,2,2,5,4
49.5,4,2,2,2,5
49.517,1,4,5,3,3
49.518,4,3,2,2,3
49.522,5,6,3,5,3
49.525,2,3,1,2,6
49.528,2,5,4,4,6
49.528,4,2,6,5,5
49.528,6,2,4,5,4
49.533,1,2,6,1,2
49.533,1,6,1,2,6
49.539,2,2,2,5,2
49.542,1,2,1,3,4
49.545,1,3,4,4,4
49.551,3,3,1,2,2
49.555,5,1,1,2,3
49.558,2,5,3,2,4
49.559,1,4,2,5,4
49.56,2,2,4,2,1
49.561,1,3,4,6,6
49.561,1,6,3,2,4
49.586,3,5,1,4,3
49.595,1,5,1,4,4
49.595,1,5,4,1,5
49.595,1,5,4,4,4
49.596,3,3,6,5,3
49.596,3,5,5,2,6
49.596,6,3,5,2,2
49.597,1,4,5,4,6
49.598,1,3,3,6,3
49.601,2,6,4,5,5
49.605,2,5,5,2,2
49.605,1,6,2,2,6
49.608,1,2,4,3,4
49.608,2,3,1,2,4
49.608,3,2,1,4,3
49.608,3,2,4,2,1
49.615,1,3,2,3,3
49.623,1,2,4,4,4
49.623,2,1,4,2,4
49.624,1,1,1,5,3
49.624,1,3,3,5,5
