PUNTO,ROUTER,RSSI
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-78.0
AB,74:DA:EA:B2:ED:76,-80.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-68.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-68.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-70.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-68.0
AB,74:DA:EA:B2:ED:76,-68.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-69.0
AB,74:DA:EA:B2:ED:76,-68.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-72.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-71.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-73.0
AB,74:DA:EA:B2:ED:76,-66.0
AB,74:DA:EA:B2:ED:76,-67.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-76.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-76.0
AB,74:DA:EA:B3:2F:4A,-76.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-67.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-82.0
AB,74:DA:EA:B3:2F:4A,-82.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-83.0
AB,74:DA:EA:B3:2F:4A,-82.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-82.0
AB,74:DA:EA:B3:2F:4A,-82.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-71.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-81.0
AB,74:DA:EA:B3:2F:4A,-83.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-70.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-77.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-76.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-80.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-68.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-87.0
AB,74:DA:EA:B3:2F:4A,-87.0
AB,74:DA:EA:B3:2F:4A,-86.0
AB,74:DA:EA:B3:2F:4A,-86.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-86.0
AB,74:DA:EA:B3:2F:4A,-86.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-79.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-78.0
AB,74:DA:EA:B3:2F:4A,-69.0
AB,74:DA:EA:B3:2F:4A,-69.0
