PUNTO,ROUTER,RSSI
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-67.0
H,74:DA:EA:B4:22:18,-67.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-66.0
H,74:DA:EA:B4:22:18,-66.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-67.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-87.0
H,74:DA:EA:B4:22:18,-86.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-85.0
H,74:DA:EA:B4:22:18,-86.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-74.0
H,74:DA:EA:B4:22:18,-74.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-72.0
H,74:DA:EA:B4:22:18,-72.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-84.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-87.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-84.0
H,74:DA:EA:B4:22:18,-84.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-68.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-71.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-86.0
H,74:DA:EA:B4:22:18,-86.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-69.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-70.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-75.0
H,74:DA:EA:B4:22:18,-81.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-76.0
H,74:DA:EA:B4:22:18,-73.0
H,74:DA:EA:B4:22:18,-73.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-77.0
H,74:DA:EA:B4:22:18,-78.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-88.0
H,74:DA:EA:B4:22:18,-88.0
H,74:DA:EA:B4:22:18,-73.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-73.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-74.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-80.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-74.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-83.0
H,74:DA:EA:B4:22:18,-73.0
H,74:DA:EA:B4:22:18,-74.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-82.0
H,74:DA:EA:B4:22:18,-79.0
H,74:DA:EA:B4:22:18,-78.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-91.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-90.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-90.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-87.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-71.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-73.0
K,74:DA:EA:B4:3A:B3,-73.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-83.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-86.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-80.0
K,74:DA:EA:B4:3A:B3,-80.0
K,74:DA:EA:B4:3A:B3,-85.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-84.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-72.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-73.0
K,74:DA:EA:B4:3A:B3,-73.0
K,74:DA:EA:B4:3A:B3,-79.0
K,74:DA:EA:B4:3A:B3,-79.0
K,74:DA:EA:B4:3A:B3,-88.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-78.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-89.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-77.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-74.0
K,74:DA:EA:B4:3A:B3,-92.0
K,74:DA:EA:B4:3A:B3,-92.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-76.0
K,74:DA:EA:B4:3A:B3,-75.0
K,74:DA:EA:B4:3A:B3,-75.0
