Beacon,Potencias
Be11,-71,-71,-71,-73,-75,-73,-72,-70,-72,-73,-70,-69,-70,-67,-67,-67,-68,-69,-68,-71,-76,-76,-73,-72,-71,-73,-76,-80,-70,-72,-72,-72,-76,-73,-73,-73,-72,-72,-72,-70,-74,-73,-71,-72,-71,-69,-71,-68,-68,-70,-71,-72,-71,-72,-71,-69,-68,-68,-70,-70,-70,-70,-72,-72,-72,-71,-72,-70,-71,-67,-72,-66,-66,-67,-71,-66,-67,-66,-70,-70,-70,-66,-71,-71,-67,-66,-66,-66,-69,-70,-70,-70,-70,-69,-71,-71,-71,-72,-71,-71,-72,-72,-72,-72,-72,-67,-67,-67,-67,-67,-67,-68,-70,-72,-72,-71,-71,-71,-70,-70,-69,-69,-73,-72,-72,-70,-70,-72,-73,-72,-69,-70,-70,-69,-68,-68,-68,-72,-72,-72,-70,-72,-72,-68,-68,-68,-72,-71,-71,-72,-72,-70,-70,-70,-70,-70,-67,-67,-68,-73,-73,-72,-70,-70,-68,-67,-68,-68,-71,-72,-72,-71,-72,-72,-67,-68,-68,-67,-67,-67,-73,-73,-71,-71,-71,-68,-73,-73,-73,-73,-72,-71,-71,-68,-68,-68,-68,-68,-68,-68,-72,-72,-72,-71,-72,-72,-73,-72,-73,-74,-70,-70,-71,-70,-68,-70,-70,-70,-67,-67,-67,-73,-67,-74,-73,-73,-69,-70,-69,-69,-67,-67,-67,-72,-70,-72,-71,-72,-70,-71,-67,-67,-67,-67,-72,-72,-72,-73,-74,-70,-68,-74,-74,-74,-70,-70,-70,-70,-67,-67,-66,-71,-71,-71,-71,-68,-68,-68,-68,-68,-70,-70,-70,-70,-67,-68,-67,-70,-71,-69,-69,-70,-70,-68,-71
Medidas obtenidas:
Be11
	 Media: -70.23239436619718
	 Desv. Est.: 2.279623963032132
