Beacon,Potencias
Be11,-73,-74,-73,-71,-71,-71,-71,-72,-72,-72,-74,-72,-73,-72,-78,-76,-76,-72,-72,-74,-81,-87,-74,-76,-79,-76,-76,-81,-82,-84,-78,-79,-81,-76,-76,-79,-80,-79,-78,-80,-80,-80,-81,-82,-74,-75,-76,-75,-76,-91,-86,-76,-77,-76,-77,-77,-76,-86,-84,-83,-82,-84,-88,-79,-79,-77,-78,-77,-73,-75,-75,-83,-78,-76,-76,-76,-85,-82,-82,-85,-74,-74,-75,-79,-80,-79,-78,-80,-76,-80,-78,-79,-81,-76,-75,-74,-74,-76,-77,-76,-78,-79,-81,-79,-79,-78,-78,-80,-96,-100,-79,-80,-81,-76,-78,-80,-81,-80,-80,-91,-81,-82,-81,-78,-78,-80,-80,-80,-80,-79,-80,-80,-80,-92,-89,-94,-79,-92,-90,-77,-77,-77,-78,-79,-90,-78,-78,-79,-94,-96,-92,-94,-79,-78,-80,-80,-81,-80,-92,-90,-80,-81,-81,-81,-81,-81,-87,-81,-81,-81,-90,-79,-80,-80,-79,-80,-80,-81,-81,-81,-89,-81,-81,-80,-80,-80,-79,-80,-92,-80,-79,-79,-99,-98,-80,-80,-80,-80,-82,-81,-82,-80,-91,-88,-81,-80,-84,-82,-80,-78,-78,-79,-84,-80,-79,-80,-84,-85,-80,-82,-80,-80,-81,-85,-80,-84,-81,-81,-79,-80,-88,-82,-80,-76,-76,-77,-78,-78,-83,-76,-84,-76,-76,-77,-78,-81,-78,-82,-77,-79,-79,-79,-79,-85,-86,-77,-94,-95,-80,-82,-83,-76,-76,-77,-77,-77,-86,-73,-76,-76,-78,-78,-77,-77,-78,-76,-76,-76,-76,-76,-75,-76,-75,-75,-75,-81,-82,-82,-82,-86,-82,-80,-80,-79,-84,-86,-86,-76,-76,-77,-79,-84,-85,-84,-77,-77,-76,-77
Medidas obtenidas:
Be11
	 Media: -80.02922077922078
	 Desv. Est.: 5.036264906821731
