Beacon,Potencias
Be11,-75,-71,-70,-71,-76,-75,-74,-73,-74,-73,-74,-74,-74,-76,-70,-71,-71,-71,-74,-73,-73,-74,-78,-79,-72,-71,-71,-72,-73,-79,-75,-74,-76,-75,-79,-80,-75,-78,-77,-77,-77,-76,-75,-75,-74,-75,-76,-76,-75,-76,-76,-76,-76,-76,-74,-73,-73,-77,-74,-75,-74,-75,-75,-76,-76,-75,-75,-75,-76,-81,-74,-73,-71,-70,-79,-78,-76,-76,-70,-69,-70,-76,-77,-77,-79,-79,-78,-73,-78,-76,-72,-74,-75,-75,-74,-75,-78,-77,-75,-74,-74,-76,-76,-76,-73,-73,-73,-76,-77,-77,-78,-77,-78,-80,-81,-77,-76,-74,-72,-70,-70,-71,-83,-88,-85,-92,-73,-83,-72,-77,-79,-76,-75,-72,-73,-74,-74,-75,-75,-75,-75,-74,-74,-68,-68,-68,-77,-78,-79,-73,-72,-68,-68,-83,-84,-83,-74,-85,-85,-91,-85,-74,-74,-73,-73,-70,-86,-79,-78,-78,-78,-75,-75,-75,-75,-78,-78,-76,-77,-79,-81,-79,-80,-77,-77,-77,-77,-78,-74,-73,-74,-74,-81,-81,-80,-80,-73,-73,-73,-73,-75,-75,-76,-79,-78,-73,-74,-76,-74,-75,-80,-79,-80,-72,-72,-73,-72,-72,-73,-73,-79,-73,-73,-77,-77,-77,-77,-72,-73,-73,-73,-74,-74,-74,-74,-74,-78,-78,-72,-74,-74,-77,-78,-78,-74,-73,-75,-76,-78,-81,-83,-83,-82,-76,-78,-77,-80,-79,-79,-75,-84,-76,-74,-74,-74,-75,-75,-75,-84,-83,-82,-76,-76,-75,-75,-83,-85,-87,-76,-76,-76,-76,-76,-77,-76,-81,-81,-79,-78,-75,-74,-75,-75,-76,-77,-77,-76,-77,-79,-77,-77,-85,-87,-86,-89,-77,-79,-80,-81,-79,-75,-76
Medidas obtenidas:
Be11
	 Media: -76.15434083601286
	 Desv. Est.: 3.864892286556235
