Beacon,Potencias
Be11,-48,-48,-47,-48,-47,-47,-47,-47,-47,-47,-48,-48,-47,-50,-50,-48,-48,-47,-47,-46,-47,-50,-48,-48,-49,-50,-48,-47,-46,-44,-44,-46,-44,-45,-46,-47,-50,-47,-47,-47,-48,-47,-47,-47,-47,-46,-49,-44,-48,-49,-46,-47,-48,-47,-46,-48,-47,-46,-46,-47,-45,-47,-49,-50,-50,-48,-48,-47,-50,-48,-50,-49,-50,-48,-49,-46,-46,-46,-47,-48,-48,-48,-47,-46,-46,-47,-47,-47,-47,-48,-48,-47,-48,-46,-47,-48,-47,-46,-47,-47,-47,-46,-47,-48,-46,-46,-46,-47,-45,-46,-45,-46,-46,-45,-46,-46,-46,-45,-44,-44,-46,-46,-47,-46,-47,-44,-52,-48,-48,-48,-48,-48,-50,-50,-50,-50,-49,-47,-53,-52,-52,-52,-50,-52,-52,-52,-50,-48,-48,-48,-50,-50,-49,-50,-49,-51,-52,-52,-50,-47,-55,-55,-57,-56,-58,-61,-58,-63,-61,-50,-52,-51,-52,-60,-53,-54,-51,-50,-62,-68,-56,-58,-56,-50,-52,-55,-56,-53,-53,-52,-56,-54,-53,-53,-55,-53,-54,-56,-59,-58,-53,-53,-54,-47,-49,-49,-56,-54,-58,-56,-57,-68,-60,-58,-60,-63,-62,-56,-58,-60,-61,-61,-60,-61,-61,-61,-63,-64,-64,-61,-63,-62,-62,-61,-60,-60,-58,-61,-61,-60,-58,-58,-58,-57,-60,-68,-66,-59,-54,-55,-56
Medidas obtenidas:
Be11
	 Media: -51.191235059760956
	 Desv. Est.: 5.619544720751487
