Beacon,Potencias
Be11,-83,-84,-84,-86,-86,-86,-87,-84,-86,-86,-84,-84,-85,-85,-86,-86,-83,-84,-84,-83,-84,-83,-83,-83,-87,-86,-83,-83,-83,-83,-84,-88,-88,-86,-88,-86,-84,-85,-85,-88,-89,-88,-88,-85,-84,-83,-81,-84,-84,-82,-85,-82,-82,-87,-86,-87,-87,-86,-83,-86,-83,-82,-86,-86,-86,-86,-81,-83,-85,-85,-83,-84,-84,-84,-84,-81,-84,-84,-84,-83,-84,-82,-82,-84,-83,-83,-83,-82,-82,-82,-83,-83,-82,-82,-81,-81,-82,-84,-83,-84,-82,-82,-84,-82,-82,-82,-81,-82,-82,-82,-82,-84,-83,-83,-82,-82,-82,-84,-83,-83,-81,-82,-82,-82,-83,-84,-83,-83,-83,-83,-83,-85,-83,-83,-83,-83,-82,-82,-86,-86,-86,-87,-86,-87,-87,-82,-82,-82,-85,-84,-83,-84,-84,-84,-84,-85,-86,-86,-86,-85,-86,-83,-84,-84,-86,-84,-82,-85,-84,-84,-84,-84,-84,-84,-84,-83,-84,-87,-87,-88,-85,-84,-84,-83,-85,-84,-84,-82,-84,-84,-83,-83,-82,-86,-84,-84,-79,-79,-79,-79,-79,-80,-81,-80,-78,-78,-78,-80,-80,-80,-79,-81,-82,-80,-82,-80,-81,-79,-79,-82,-83,-84,-83,-82,-81,-80,-80,-80,-80,-80,-84,-84,-84,-84,-82,-82,-80,-81,-81,-87,-80,-87,-88,-86,-87,-80,-82,-80,-80,-85,-84,-85,-79,-79,-77,-81,-77,-78,-82,-81,-81,-83,-78,-81,-82,-82,-83,-83,-82,-78,-78,-83,-83,-83,-84,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-79,-79,-80,-80,-81,-81,-80,-80,-81,-81,-81,-81,-80,-84,-85,-86,-86,-81,-81,-80,-80,-84,-85,-84,-84,-84,-80,-82,-82,-89,-87,-88,-90,-83,-87,-86,-87
Medidas obtenidas:
Be11
	 Media: -83.13230769230769
	 Desv. Est.: 2.3826214743887513
