Beacon,Potencias
Be11,-92,-90,-91,-98,-97,-97,-95,-94,-94,-94,-93,-94,-95,-93,-94,-96,-97,-100,-100,-103,-95,-96,-101,-93,-92,-90,-97,-98,-95,-95,-92,-92,-92,-93,-88,-88,-92,-92,-92,-100,-95,-94,-91,-90,-90,-90,-94,-95,-95,-95,-91,-90,-97,-97,-94,-96,-96,-91,-90,-90,-92,-91,-91,-96,-90,-99,-96,-93,-92,-94,-94,-95,-95,-95,-99,-98,-91,-98,-92,-99,-96,-97,-98,-98,-90,-89,-99,-97,-93,-98,-98,-95,-94,-95,-95,-98,-96,-90,-97,-95,-96,-100,-98,-99,-90,-90,-98,-97,-92,-102,-98,-98,-99,-100,-93,-97,-98,-96,-96,-94,-95,-95,-94,-94,-95,-95,-98,-96,-96,-98,-98,-100,-90,-90,-90,-97,-96,-96,-89,-90,-100,-100,-98,-92,-92,-97,-96,-94,-102,-98,-91,-90,-93,-93,-98,-92,-91,-92,-98,-91,-91,-92,-92,-92,-92,-101,-102,-102,-92,-92,-92,-93,-97,-99,-100,-92,-100,-99,-100,-93,-92,-93,-92,-91,-92,-101,-103,-89,-92,-90,-102,-103,-100,-103,-102,-101,-92,-98,-93,-99,-94,-94,-101,-91,-91,-90
Medidas obtenidas:
Be11
	 Media: -94.96116504854369
	 Desv. Est.: 3.631628889649697
