Beacon,Potencias
Be11,-82,-90,-84,-87,-94,-92,-92,-82,-88,-90,-86,-87,-84,-83,-82,-89,-80,-80,-81,-81,-80,-82,-84,-84,-84,-85,-85,-93,-91,-86,-85,-86,-84,-90,-89,-90,-93,-97,-94,-84,-83,-82,-80,-83,-88,-88,-88,-83,-88,-93,-90,-90,-82,-86,-84,-84,-92,-89,-86,-87,-85,-88,-86,-89,-87,-86,-90,-92,-93,-94,-95,-85,-92,-96,-104,-101,-103,-88,-89,-93,-84,-84,-82,-84,-82,-87,-89,-85,-81,-86,-88,-88,-90,-83,-82,-82,-89,-86,-90,-90,-89,-88,-88,-82,-82,-81,-81,-81,-82,-82,-81,-88,-86,-85,-87,-84,-85,-83,-90,-87,-88,-89,-82,-83,-85,-88,-87,-82,-83,-85,-84,-80,-81,-86,-84,-83,-82,-83,-82,-84,-90,-80,-81,-86,-86,-85,-85,-86,-86,-86,-85,-84,-85,-84,-86,-87,-88,-88,-90,-84,-83,-86,-86,-92,-84,-83,-83,-83,-83,-83,-86,-83,-83,-86,-85,-86,-87,-88,-87,-86,-85,-94,-93,-87,-87,-86,-93,-93,-86,-86,-87,-93,-86,-86,-87,-90,-90,-88,-91,-91,-88,-84,-84,-88,-88,-93,-85,-85,-85,-85,-86,-86,-87,-99,-85,-86,-86,-86,-85,-84,-86,-87,-81,-84,-82,-82,-85,-93,-83,-88,-85,-89,-86,-84,-95,-93,-79,-79,-91,-99,-93,-104,-84,-83,-83,-83,-84,-84,-82,-92,-84,-86,-86,-83,-91,-92,-90,-91,-86,-86,-81,-83,-98,-96,-92,-84,-82,-86,-85,-86,-85,-87,-96,-98,-97,-99,-85,-84,-89
Medidas obtenidas:
Be11
	 Media: -86.76344086021506
	 Desv. Est.: 4.50195285235188
