Beacon,Potencias
Be11,-64,-65,-64,-64,-64,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-64,-65,-66,-66,-66,-66,-70,-69,-68,-67,-69,-70,-69,-68,-68,-65,-65,-64,-63,-64,-65,-64,-63,-61,-61,-64,-66,-66,-68,-70,-66,-65,-64,-65,-64,-64,-64,-63,-66,-67,-67,-68,-68,-67,-64,-64,-63,-63,-63,-63,-63,-64,-63,-64,-64,-64,-64,-64,-64,-66,-64,-64,-64,-64,-64,-64,-64,-64,-65,-65,-64,-65,-64,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-64,-65,-66,-65,-66,-64,-64,-64,-64,-65,-65,-65,-65,-67,-68,-65,-65,-64,-65,-63,-62,-64,-65,-63,-64,-64,-64,-66,-63,-65,-70,-75,-75,-67,-69,-67,-67,-67,-67,-68,-68,-68,-65,-64,-64,-63,-62,-63,-64,-65,-70,-71,-72,-72,-72,-69,-68,-74,-73,-67,-68,-68,-64,-64,-64,-64,-64,-64,-64,-66,-87,-81,-80,-88,-100,-67,-68,-68,-68,-68,-68,-68,-67,-68,-67,-74,-70,-68,-64,-66,-65,-64,-64,-63,-62,-63,-67,-68,-68,-67,-63,-62,-63,-63,-63,-64,-64,-64,-64,-63,-63,-64,-64,-64,-63,-64,-64,-62,-62,-61,-61,-62,-64,-64,-66,-64,-64,-63,-62,-62,-64,-65,-65,-66,-66,-66,-66,-65,-65,-66,-65,-69,-68,-67,-70,-68,-67,-68,-66,-66,-66,-66
Medidas obtenidas:
Be11
	 Media: -65.8
	 Desv. Est.: 4.072633715610342
