Beacon,Potencias
Be11,-78,-79,-81,-81,-81,-81,-81,-82,-80,-80,-80,-80,-82,-81,-84,-82,-84,-85,-86,-86,-90,-92,-80,-81,-95,-85,-84,-83,-85,-86,-86,-87,-85,-84,-83,-84,-80,-79,-80,-84,-82,-86,-79,-80,-81,-81,-82,-80,-80,-80,-80,-80,-80,-81,-80,-78,-78,-78,-80,-80,-77,-79,-80,-76,-76,-76,-75,-74,-76,-77,-77,-76,-76,-80,-74,-73,-74,-76,-77,-76,-77,-76,-78,-79,-78,-80,-78,-80,-80,-80,-83,-84,-79,-77,-79,-76,-78,-79,-81,-81,-78,-77,-79,-77,-76,-76,-76,-77,-76,-75,-75,-77,-79,-79,-79,-78,-78,-78,-79,-78,-78,-78,-78,-78,-78,-79,-79,-77,-76,-75,-75,-75,-76,-76,-76,-77,-77,-77,-75,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-76,-76,-77,-78,-78,-78,-78,-77,-78,-78,-78,-78,-80,-81,-79,-77,-77,-77,-78,-78,-78,-78,-78,-78,-76,-75,-73,-74,-76,-75,-73,-72,-76,-76,-76,-77,-78,-79,-78,-78,-79,-79,-78,-76,-76,-75,-75,-74,-75,-74,-75,-76,-76,-76,-77,-81,-79,-79,-78,-78,-78,-79,-79,-78,-78,-79,-78,-85,-82,-79,-79,-81,-80,-80,-79,-78,-78,-78,-78,-76,-77,-80,-79,-77,-79,-80,-80,-81,-81,-80,-79,-78,-77,-76,-76,-77,-77,-77,-74,-74,-74,-75,-76,-77,-79,-79,-78,-78,-76,-76,-74,-74,-75,-75,-76,-76,-75,-74,-74,-76,-77,-78,-77,-75,-76,-76,-78,-78,-74
Medidas obtenidas:
Be11
	 Media: -78.34892086330935
	 Desv. Est.: 3.1030174415900857
