Beacon,Potencias
Be11,-88,-96,-96,-94,-93,-90,-90,-91,-91,-98,-102,-94,-90,-97,-100,-95,-92,-93,-96,-95,-91,-93,-92,-93,-92,-92,-93,-96,-96,-92,-92,-93,-90,-92,-91,-91,-95,-91,-90,-90,-90,-89,-91,-90,-90,-87,-91,-88,-88,-92,-90,-92,-91,-91,-90,-90,-96,-90,-91,-92,-93,-93,-91,-93,-91,-100,-90,-90,-88,-88,-95,-101,-101,-100,-98,-98,-100,-100,-99,-99,-91,-91,-97,-102,-92,-94,-94,-96,-98,-100,-97,-97,-99,-94,-93,-91,-92,-94,-91,-92,-92,-93,-93,-92,-92,-92,-96,-95,-95,-91,-93,-96,-97,-97,-93,-96,-94,-95,-94,-95,-97,-100,-100,-93,-93,-94,-93,-92,-92,-91,-90,-91,-92,-97,-92,-92,-93,-94,-96,-100,-96,-94,-92,-91,-94,-98,-100,-99,-99,-100,-101,-99,-101,-102,-95,-98,-100,-96,-96,-101,-98,-96,-96,-98,-100,-98,-95,-96,-95,-97,-97,-99,-97,-99,-98,-99,-101,-100,-100,-100,-97,-97,-100,-96,-97,-96,-95,-101,-100,-102,-95,-103,-99,-98,-97,-100
Medidas obtenidas:
Be11
	 Media: -94.82142857142857
	 Desv. Est.: 3.7146625618914504
