Beacon,Potencias
Be11,-84,-84,-84,-86,-85,-91,-88,-88,-86,-84,-86,-88,-89,-87,-88,-88,-92,-85,-88,-90,-88,-83,-88,-90,-89,-84,-84,-89,-91,-89,-90,-92,-83,-83,-84,-89,-90,-85,-90,-89,-90,-92,-84,-91,-82,-92,-83,-83,-82,-82,-85,-82,-81,-94,-91,-87,-88,-93,-93,-91,-90,-90,-88,-89,-89,-87,-87,-88,-89,-92,-96,-89,-88,-87,-88,-89,-88,-90,-88,-87,-86,-86,-97,-102,-87,-88,-87,-87,-87,-87,-84,-85,-96,-95,-95,-85,-86,-91,-91,-92,-84,-93,-88,-88,-86,-86,-86,-86,-92,-92,-88,-87,-90,-91,-92,-94,-95,-88,-90,-90,-88,-88,-93,-90,-90,-90,-85,-86,-87,-89,-101,-92,-87,-89,-99,-89,-88,-92,-93,-93,-91,-88,-89,-90,-92,-92,-90,-88,-90,-90,-96,-93,-95,-99,-93,-93,-92,-100,-93,-92,-90,-92,-93,-97,-94,-96,-96,-99,-98,-99,-92,-91,-90,-90,-92,-94,-90,-90,-91,-93,-88,-87,-90,-90,-97,-94,-85,-86,-90,-87,-90,-88,-96,-93,-90,-98,-86,-88,-88,-92,-92,-96,-90,-91,-86,-90,-86,-88,-87,-87,-87,-91,-90,-95,-96,-104,-97,-90,-91,-89,-94,-92,-94,-98,-99,-101,-99,-95,-95,-99,-98,-99,-95,-95,-92,-98,-95,-90,-90,-90,-96,-94,-95,-96,-98,-94,-96,-99,-100,-92,-94,-95,-97,-95,-98,-97,-98,-100,-96,-95,-92,-97,-88,-88,-88,-92,-92,-92,-92,-90,-91,-93,-87,-86,-90,-92,-91,-95,-95,-97,-94,-93,-87,-86,-92,-92,-94
Medidas obtenidas:
Be11
	 Media: -90.74216027874564
	 Desv. Est.: 4.348024171735614
