Beacon,Potencias
Be11,-62,-61,-58,-58,-66,-67,-65,-57,-65,-58,-58,-58,-62,-63,-64,-63,-63,-62,-62,-58,-63,-62,-62,-62,-67,-61,-67,-66,-66,-59,-59,-60,-60,-62,-62,-61,-63,-64,-56,-56,-61,-63,-60,-58,-62,-61,-61,-59,-59,-59,-59,-62,-60,-58,-59,-59,-59,-59,-59,-58,-59,-60,-60,-59,-61,-59,-59,-58,-58,-58,-57,-57,-59,-59,-58,-59,-58,-59,-59,-59,-58,-63,-64,-64,-62,-63,-57,-62,-63,-63,-63,-62,-63,-63,-57,-63,-64,-64,-64,-57,-57,-57,-57,-57,-63,-63,-64,-64,-64,-65,-57,-57,-57,-62,-62,-57,-57,-64,-64,-63,-63,-63,-64,-62,-63,-57,-64,-63,-64,-57,-57,-62,-62,-66,-65,-58,-57,-57,-60,-63,-63,-57,-60,-61,-60,-63,-63,-63,-63,-63,-63,-64,-58,-58,-58,-62,-61,-61,-58,-58,-64,-64,-60,-58,-57,-58,-58,-57,-57,-57,-66,-58,-58,-66,-65,-59,-59,-60,-60,-62,-57,-65,-64,-57,-57,-63,-57,-57,-58,-57,-66,-67,-62,-58,-66,-65,-65,-60,-61,-58,-58,-58,-63,-63,-63,-64,-57,-57,-57,-63,-63,-63,-63,-62,-66,-57,-58,-65,-57,-57,-64,-63,-57,-57,-57,-64,-64,-64,-63,-64,-64,-61,-61,-57,-57,-58,-57,-59,-59,-58,-58,-58,-66,-66,-60,-57,-57,-66,-66,-66,-66,-66,-59,-59,-59,-57,-57,-57,-57,-57,-67,-67,-67,-67,-67,-58,-58,-66,-58,-58,-66,-58,-57,-58,-57,-57,-65,-65,-58,-58,-58,-57,-57,-58,-66,-65,-65,-58,-58,-58,-67,-67,-58,-57,-58,-58,-66,-66,-58,-58,-58,-57,-57,-67,-67,-65,-58,-58,-58,-58,-58,-58,-65,-59,-59,-59,-66,-66,-66
Medidas obtenidas:
Be11
	 Media: -60.79937304075235
	 Desv. Est.: 3.256903589198461
