Beacon,Potencias
Be11,-79,-79,-85,-84,-80,-84,-84,-84,-84,-86,-86,-92,-88,-86,-85,-86,-86,-92,-87,-88,-90,-90,-95,-91,-90,-93,-97,-100,-95,-102,-92,-86,-88,-88,-90,-89,-90,-92,-92,-90,-84,-84,-87,-86,-86,-90,-88,-83,-83,-88,-88,-86,-86,-86,-85,-86,-86,-88,-86,-85,-88,-86,-86,-88,-88,-92,-90,-88,-90,-90,-88,-89,-89,-87,-86,-86,-87,-86,-86,-88,-87,-87,-86,-88,-87,-88,-88,-89,-89,-89,-86,-88,-87,-87,-86,-86,-86,-87,-87,-89,-87,-87,-86,-86,-87,-87,-89,-88,-88,-88,-88,-91,-94,-91,-88,-88,-92,-89,-86,-86,-87,-88,-88,-88,-85,-84,-85,-85,-85,-86,-90,-88,-89,-87,-86,-86,-92,-91,-90,-87,-89,-86,-84,-87,-87,-87,-86,-89,-88,-86,-86,-87,-84,-94,-94,-92,-83,-83,-88,-89,-88,-88,-83,-83,-84,-90,-90,-88,-88,-85,-86,-90,-91,-85,-84,-84,-87,-92,-92,-85,-88,-88,-90,-88,-86,-86,-86,-83,-84,-84,-86,-86,-83,-84,-84,-88,-90,-92,-90,-84,-83,-88,-87,-86,-87,-85,-85,-83,-88,-88,-87,-87,-87,-86,-93,-90,-86,-88,-87,-85,-86,-86,-88,-86,-87,-90,-90,-86,-88,-90,-90,-94,-91,-91,-93,-88,-88,-93,-87,-86,-84,-84,-88,-91,-90,-86,-86,-88,-88,-91,-86,-91,-94,-96,-86,-89,-89,-91,-89,-90,-91,-93,-87,-89,-90,-90,-94,-92,-88,-88,-86,-86,-86,-88,-90,-86,-84,-84,-86,-91,-92,-85,-87,-88,-87,-83,-83,-80,-86,-82,-82,-89,-93,-90,-89,-92,-82,-89,-94,-93,-95,-88,-87,-91
Medidas obtenidas:
Be11
	 Media: -87.72937293729373
	 Desv. Est.: 3.1464310596988088
