Beacon,Potencias
Be11,-69,-70,-71,-76,-77,-84,-76,-66,-66,-66,-69,-68,-69,-73,-74,-72,-72,-72,-72,-74,-72,-70,-72,-74,-76,-70,-68,-68,-83,-77,-65,-65,-69,-83,-66,-67,-68,-67,-69,-70,-88,-85,-66,-67,-70,-70,-70,-79,-78,-79,-66,-69,-80,-66,-68,-68,-68,-72,-72,-78,-70,-68,-71,-72,-73,-78,-78,-77,-78,-78,-79,-75,-75,-74,-72,-75,-75,-73,-73,-73,-74,-70,-72,-73,-72,-73,-73,-76,-76,-80,-72,-70,-68,-72,-70,-66,-66,-66,-66,-65,-66,-68,-68,-68,-81,-78,-66,-68,-68,-77,-76,-76,-77,-76,-77,-76,-77,-66,-66,-67,-67,-66,-67,-67,-66,-68,-69,-68,-67,-76,-78,-67,-74,-73,-74,-72,-72,-68,-70,-70,-70,-70,-73,-73,-74,-74,-66,-66,-66,-66,-66,-68,-67,-76,-74,-73,-66,-70,-70,-67,-67,-67,-67,-67,-67,-68,-68,-67,-67,-69,-74,-75,-78,-68,-77,-75,-76,-76,-67,-66,-66,-66,-68,-67,-68,-70,-70,-71,-77,-67,-67,-68,-74,-75,-78,-69,-69,-70,-75,-74,-73,-73,-72,-72,-72,-72,-73,-72,-72,-72,-70,-74,-79,-82,-71,-72,-70,-74,-74,-66,-67,-66,-75,-73,-66,-68,-67,-72,-72,-73,-75,-66,-66,-67,-66,-82,-83,-67,-67,-67,-67,-77,-76,-76,-76,-75,-70,-70,-74,-74,-76,-76,-72,-72,-71,-70,-70,-72,-76,-75,-74,-73,-75,-74,-68,-68,-69,-70,-70,-74,-74,-74,-68,-69,-69,-70,-70,-70,-68,-70,-68,-73,-72,-72,-70,-68,-68,-73,-72,-72,-73,-74,-74,-74,-68,-68,-68,-69,-72,-72,-70,-68,-67,-67,-68,-68,-74,-74,-72,-72,-72,-72
Medidas obtenidas:
Be11
	 Media: -71.40384615384616
	 Desv. Est.: 4.2202678114892835
