Beacon,Potencias
Be11,-83,-85,-84,-86,-85,-85,-85,-84,-82,-83,-96,-101,-93,-88,-90,-89,-92,-97,-87,-83,-89,-87,-84,-85,-88,-86,-89,-85,-85,-84,-83,-82,-83,-83,-83,-88,-87,-87,-84,-85,-85,-86,-95,-96,-96,-95,-94,-98,-96,-96,-93,-86,-93,-89,-90,-94,-94,-93,-94,-92,-94,-95,-96,-96,-96,-97,-95,-98,-96,-95,-92,-94,-92,-94,-96,-89,-91,-92,-91,-95,-97,-100,-90,-88,-94,-94,-93,-87,-87,-84,-94,-93,-97,-86,-86,-85,-84,-86,-85,-92,-92,-93,-88,-89,-88,-90,-89,-88,-93,-95,-94,-89,-94,-95,-96,-94,-88,-89,-89,-92,-88,-88,-90,-92,-92,-88,-91,-93,-96,-88,-90,-88,-87,-86,-86,-90,-89,-88,-90,-88,-85,-85,-86,-85,-86,-93,-92,-92,-94,-94,-93,-86,-97,-93,-91,-82,-93,-94,-92,-91,-84,-93,-93,-90,-92,-90,-90,-81,-81,-91,-92,-92,-88,-88,-83,-84,-86,-92,-87,-86,-87,-87,-85,-84,-84,-83,-96,-88,-88,-87,-81,-88,-90,-88,-90,-89,-88,-89,-89,-86,-86,-87,-86,-94,-90,-88,-87,-90,-88,-93,-97,-101,-90,-83,-82,-90,-89,-88,-86,-90,-86,-90,-89,-81,-79,-81,-80,-90,-92,-93,-88,-86,-82,-82,-90,-88,-84,-85,-85,-86,-82,-82,-86,-86,-87,-82,-84,-84,-87,-87,-81,-82,-82,-82,-81,-94,-82,-83,-83,-83,-94,-92,-82,-81,-81,-81,-81,-82,-85,-89,-89,-88,-86,-87,-81,-81,-81,-81,-92,-91,-92,-81,-83,-85,-85,-86,-86,-95,-95,-99,-79,-79,-79,-83,-86,-88,-84,-86,-95,-97,-95,-94,-96,-98,-96,-83,-84,-84,-83,-91,-90,-92,-91
Medidas obtenidas:
Be11
	 Media: -88.61858974358974
	 Desv. Est.: 4.842075828229598
