Beacon,Potencias
Be11,-81,-83,-74,-74,-88,-86,-84,-85,-88,-86,-84,-82,-79,-88,-85,-77,-77,-86,-83,-85,-84,-79,-90,-93,-77,-77,-79,-84,-83,-81,-80,-82,-75,-75,-74,-75,-82,-76,-80,-81,-80,-80,-80,-82,-84,-82,-76,-79,-84,-85,-83,-80,-87,-81,-83,-77,-77,-78,-78,-80,-83,-84,-91,-95,-92,-93,-91,-87,-86,-88,-80,-80,-80,-81,-82,-82,-85,-85,-85,-80,-80,-82,-86,-87,-87,-87,-87,-87,-85,-87,-99,-87,-88,-91,-82,-80,-81,-82,-85,-99,-90,-90,-93,-98,-99,-94,-94,-92,-95,-92,-90,-88,-84,-84,-83,-82,-88,-86,-84,-85,-85,-94,-84,-83,-82,-84,-87,-86,-86,-90,-88,-80,-80,-90,-91,-87,-89,-90,-90,-89,-80,-88,-88,-90,-84,-86,-87,-88,-87,-86,-81,-81,-81,-82,-91,-92,-90,-90,-96,-95,-91,-94,-89,-88,-95,-92,-92,-93,-92,-91,-91,-94,-90,-91,-90,-91,-94,-90,-91,-92,-91,-95,-98,-93,-95,-91,-94,-97,-93,-97,-94,-89,-87,-97,-90,-90,-85,-90,-90,-90,-83,-79,-79,-87,-87,-88,-86,-79,-79,-84,-83,-82,-82,-88,-87,-79,-79,-78,-78,-78,-79,-77,-80,-86,-83,-76,-76,-78,-76,-82,-83,-82,-84,-82,-83,-75,-76,-79,-78,-79,-77,-78,-87,-80,-80,-85,-72,-72,-72,-72,-73,-72,-72,-81,-82,-79,-77,-78,-79,-73,-74,-75,-76,-77,-77,-78,-76,-75,-76,-76,-78,-76,-78,-80,-74,-74,-74,-74,-74,-74,-73,-74,-80,-79,-79,-73,-73,-74,-74,-75,-75,-82,-82,-80,-77,-78,-79,-73,-75,-76,-73,-74,-70,-78,-78,-70,-70,-70,-69,-68,-69,-70,-81,-70,-69,-68,-77,-80,-84,-82
Medidas obtenidas:
Be11
	 Media: -83.00313479623824
	 Desv. Est.: 6.857717698253741
