Beacon,Potencias
Be11,-72,-84,-81,-80,-75,-76,-72,-71,-72,-71,-77,-79,-78,-77,-71,-72,-78,-78,-71,-71,-71,-85,-86,-86,-77,-88,-91,-75,-75,-75,-76,-75,-70,-71,-87,-93,-77,-71,-71,-84,-82,-78,-79,-72,-72,-71,-78,-79,-78,-72,-72,-71,-78,-78,-78,-77,-72,-79,-80,-75,-79,-72,-80,-74,-73,-81,-81,-75,-75,-71,-71,-71,-84,-80,-72,-71,-72,-72,-73,-83,-81,-78,-79,-78,-78,-77,-77,-78,-78,-75,-75,-76,-70,-71,-71,-76,-79,-79,-81,-72,-74,-80,-81,-80,-80,-77,-75,-75,-75,-75,-80,-81,-86,-93,-79,-77,-74,-78,-76,-79,-79,-80,-80,-81,-84,-84,-77,-79,-77,-76,-76,-90,-77,-72,-72,-76,-77,-74,-73,-74,-75,-75,-75,-78,-78,-79,-74,-74,-74,-80,-79,-79,-80,-80,-74,-74,-74,-80,-80,-80,-74,-74,-74,-75,-79,-80,-83,-83,-83,-75,-75,-74,-80,-79,-83,-79,-79,-80,-80,-79,-76,-74,-80,-73,-79,-79,-78,-76,-77,-74,-74,-83,-88,-90,-74,-74,-84,-88,-73,-74,-74,-77,-74,-85,-75,-83,-84,-83,-81,-82,-81,-83,-75,-76,-76,-76,-74,-75,-78,-77,-83,-81,-74,-74,-80,-82,-75,-76,-78,-78,-79,-78,-77,-76,-76,-76,-77,-77,-77,-80,-80,-83,-85,-87,-77,-74,-90,-90,-76,-76,-76,-76,-72,-72,-72,-77,-76,-72,-71,-71,-81,-80,-80,-72,-72,-78,-78,-80,-80,-80,-72,-72,-81,-72,-72,-80,-82,-78,-76,-75,-77,-75,-70,-70,-71,-72,-76,-77,-78,-79,-76
Medidas obtenidas:
Be11
	 Media: -77.31615120274914
	 Desv. Est.: 4.485576151570905
