Beacon,Potencias
Be11,-80,-79,-84,-78,-78,-76,-87,-77,-79,-83,-76,-76,-77,-79,-79,-80,-81,-81,-85,-77,-76,-76,-77,-76,-77,-76,-76,-76,-78,-82,-82,-81,-80,-75,-75,-82,-86,-74,-80,-79,-79,-73,-72,-71,-73,-72,-73,-75,-72,-74,-73,-74,-76,-79,-82,-82,-80,-76,-78,-81,-78,-83,-93,-86,-88,-84,-85,-90,-90,-91,-88,-90,-93,-81,-78,-79,-83,-78,-74,-73,-72,-72,-71,-71,-75,-78,-79,-86,-70,-73,-73,-72,-84,-76,-74,-75,-74,-73,-72,-74,-73,-73,-74,-81,-78,-75,-74,-78,-82,-88,-80,-88,-94,-84,-82,-90,-85,-85,-83,-82,-82,-81,-81,-81,-80,-82,-80,-78,-77,-76,-76,-77,-74,-74,-86,-85,-77,-76,-77,-77,-77,-78,-85,-73,-75,-81,-74,-74,-79,-74,-80,-81,-78,-76,-76,-76,-82,-84,-84,-82,-79,-80,-83,-84,-86,-89,-83,-83,-95,-90,-91,-84,-80,-80,-90,-83,-82,-90,-84,-75,-75,-74,-82,-82,-81,-82,-82,-73,-76,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-72,-72,-73,-74,-76,-76,-76,-73,-73,-75,-75,-77,-76,-75,-76,-70,-71,-72,-74,-74,-75,-76,-76,-71,-71,-72,-72,-74,-76,-79,-72,-72,-72,-72,-73,-73,-75,-76,-78,-79,-78,-76,-76,-86,-87,-91,-74,-98,-74,-74,-75,-75,-96,-75,-76,-76,-84,-84,-84,-74,-74,-74,-87,-87,-86,-74,-75,-76,-76,-77,-75,-75,-77,-76,-75,-74,-88,-79,-91,-90,-86,-76,-77,-75,-75,-75,-75,-92,-92,-88,-75,-75,-76,-76,-76,-87,-75,-74,-77,-76,-77,-79,-94,-92,-92,-90,-90,-88,-79,-79,-79,-79,-75,-75,-78,-76,-75,-75,-87
Medidas obtenidas:
Be11
	 Media: -78.84591194968553
	 Desv. Est.: 5.655585353939298
