Beacon,Potencias
Be11,-85,-89,-98,-83,-82,-81,-83,-89,-88,-80,-84,-78,-93,-86,-84,-87,-88,-80,-86,-85,-92,-81,-79,-81,-82,-84,-84,-84,-81,-79,-79,-79,-77,-78,-78,-78,-78,-80,-83,-82,-84,-78,-84,-82,-81,-80,-81,-80,-79,-82,-82,-83,-80,-81,-82,-82,-75,-82,-81,-80,-83,-82,-81,-76,-76,-78,-82,-80,-79,-78,-86,-87,-77,-77,-76,-75,-80,-80,-79,-78,-78,-76,-76,-80,-81,-82,-82,-78,-83,-83,-82,-80,-80,-79,-78,-82,-80,-81,-80,-79,-81,-81,-88,-87,-78,-78,-79,-82,-83,-80,-81,-81,-83,-83,-80,-83,-80,-79,-86,-81,-80,-78,-78,-84,-82,-80,-80,-80,-86,-83,-80,-79,-78,-79,-79,-80,-82,-82,-82,-82,-82,-81,-81,-84,-83,-80,-81,-80,-81,-79,-78,-80,-80,-79,-81,-82,-82,-82,-81,-80,-80,-81,-81,-82,-80,-81,-80,-79,-80,-81,-80,-81,-82,-80,-82,-81,-82,-85,-84,-80,-80,-82,-84,-84,-86,-90,-93,-92,-82,-80,-78,-77,-78,-79,-84,-79,-79,-82,-82,-80,-82,-83,-86,-82,-86,-85,-81,-84,-83,-81,-81,-80,-82,-82,-80,-78,-78,-80,-78,-96,-92,-86,-84,-83,-79,-79,-80,-80,-79,-79,-86,-92,-92,-86,-91,-100,-89,-84,-81,-83,-84,-82,-83,-86,-81,-80,-80,-84,-84,-82,-80,-81,-85,-86,-86,-86,-86,-86,-82,-79,-79,-79,-79,-83,-79,-80,-80,-80,-79,-81,-82,-81,-81,-81,-81,-86,-92,-83,-82,-83,-84,-85,-84,-86,-82,-83,-82,-82,-83,-84,-84,-81,-82,-81,-81,-82,-81,-80,-81,-81,-80,-81,-79,-80,-79,-84,-85,-86,-81,-79,-80,-86
Medidas obtenidas:
Be11
	 Media: -81.89423076923077
	 Desv. Est.: 3.547341568528327
