Beacon,Potencias
Be11,-82,-76,-65,-70,-78,-78,-76,-65,-64,-76,-62,-83,-63,-74,-71,-72,-72,-64,-64,-63,-62,-72,-70,-65,-65,-67,-67,-67,-64,-65,-65,-67,-70,-64,-65,-65,-66,-68,-71,-72,-66,-64,-66,-67,-68,-63,-64,-65,-66,-67,-61,-63,-75,-71,-70,-66,-66,-69,-70,-69,-72,-68,-67,-67,-65,-65,-65,-63,-63,-63,-63,-68,-68,-68,-68,-67,-67,-64,-65,-64,-65,-65,-73,-65,-72,-65,-74,-73,-73,-73,-65,-64,-65,-63,-70,-72,-72,-72,-64,-65,-65,-70,-64,-64,-63,-63,-64,-64,-66,-70,-66,-67,-65,-70,-67,-68,-70,-70,-67,-69,-82,-71,-69,-70,-74,-71,-70,-70,-70,-71,-71,-78,-79,-80,-69,-69,-69,-69,-70,-70,-75,-72,-73,-72,-73,-73,-74,-72,-72,-72,-72,-70,-70,-74,-72,-72,-72,-72,-73,-73,-76,-71,-71,-71,-74,-75,-76,-75,-75,-72,-76,-78,-72,-72,-72,-72,-75,-75,-74,-74,-78,-77,-77,-71,-72,-70,-76,-72,-72,-69,-71,-71,-71,-70,-70,-72,-73,-73,-73,-74,-70,-78,-76,-76,-76,-68,-67,-74,-82,-82,-81,-67,-86,-68,-86,-69,-73,-77,-83,-78,-74,-72,-74,-73,-71,-73,-74,-72,-72,-72,-73,-74,-74,-76,-77,-76,-76,-76,-75,-75,-74,-74,-75,-74,-73,-73,-72,-72,-73,-73,-72,-71,-71,-71,-71,-72,-71,-72,-72,-70,-70,-71,-71,-71,-70,-73,-76,-68,-68,-67,-67,-68,-67,-66,-66,-76,-66,-73,-72,-68,-68,-68,-68,-68,-68,-68,-71,-67,-67,-67,-67,-72,-72,-68,-66,-72,-73
Medidas obtenidas:
Be11
	 Media: -70.48648648648648
	 Desv. Est.: 4.557707551154495
