Beacon,Potencias
Be11,-83,-77,-77,-76,-76,-87,-83,-83,-87,-84,-78,-80,-83,-78,-84,-88,-91,-78,-83,-82,-87,-89,-92,-92,-79,-79,-81,-84,-83,-77,-77,-77,-82,-82,-82,-83,-84,-85,-85,-85,-85,-78,-79,-81,-83,-90,-90,-91,-76,-78,-79,-79,-87,-99,-95,-78,-78,-86,-84,-96,-94,-88,-89,-88,-87,-84,-82,-86,-84,-86,-81,-80,-78,-78,-77,-77,-78,-79,-80,-78,-79,-85,-86,-85,-84,-80,-80,-81,-86,-77,-82,-83,-84,-83,-85,-80,-81,-80,-80,-80,-77,-79,-78,-77,-78,-89,-88,-90,-96,-86,-83,-79,-79,-80,-81,-82,-94,-82,-79,-82,-78,-80,-81,-82,-81,-81,-80,-78,-77,-77,-79,-78,-77,-77,-76,-81,-80,-76,-78,-79,-76,-76,-76,-76,-80,-79,-78,-77,-76,-77,-79,-77,-86,-85,-84,-83,-78,-80,-78,-77,-77,-78,-79,-79,-78,-77,-78,-76,-76,-76,-77,-76,-78,-78,-76,-77,-78,-78,-80,-79,-79,-80,-77,-77,-79,-80,-81,-77,-79,-80,-81,-84,-82,-77,-77,-88,-93,-96,-81,-81,-88,-79,-79,-85,-83,-84,-93,-95,-91,-90,-93,-91,-98,-95,-93,-89,-85,-86,-81,-94,-93,-95,-84,-83,-84,-77,-78,-77,-77,-80,-79,-80,-78,-78,-77,-76,-76,-76,-76,-79,-77,-76,-76,-79,-79,-76,-74,-74,-74,-74,-80,-80,-79,-78,-78,-80,-79,-76,-78,-78,-78,-78,-77,-79,-81,-80,-80,-84,-83,-84,-83,-82,-77,-77,-77,-81,-80,-82,-84,-86,-83,-91,-77,-77,-77,-80,-80,-94,-97,-95,-95,-79,-79,-78,-81,-85,-84,-81,-81,-80,-81,-83,-90,-99,-84,-81,-80,-80,-79,-78,-86,-84,-84,-85,-85,-84,-82,-78,-78,-79,-88,-81,-80,-80,-81,-78,-80,-78
Medidas obtenidas:
Be11
	 Media: -81.70642201834862
	 Desv. Est.: 5.219070890729355
