Beacon,Potencias
Be11,-84,-82,-85,-85,-86,-84,-85,-86,-81,-84,-85,-87,-81,-83,-86,-86,-85,-82,-86,-84,-83,-82,-82,-84,-86,-84,-84,-87,-87,-86,-86,-84,-82,-83,-84,-82,-83,-85,-86,-84,-86,-84,-82,-84,-83,-82,-84,-82,-80,-85,-88,-81,-81,-80,-83,-84,-84,-84,-83,-79,-80,-81,-79,-80,-79,-82,-82,-80,-82,-83,-83,-83,-85,-83,-84,-84,-87,-86,-84,-84,-79,-80,-85,-86,-86,-89,-88,-89,-87,-86,-82,-88,-84,-89,-77,-77,-80,-91,-82,-88,-83,-82,-83,-81,-82,-81,-82,-80,-80,-81,-82,-90,-84,-87,-85,-88,-82,-81,-80,-80,-78,-82,-80,-83,-84,-83,-81,-82,-78,-83,-88,-102,-92,-82,-83,-83,-81,-82,-82,-83,-85,-85,-85,-82,-85,-84,-83,-82,-83,-86,-88,-81,-86,-83,-82,-82,-83,-83,-84,-97,-88,-86,-87,-92,-82,-93,-94,-83,-85,-85,-84,-89,-91,-92,-90,-88,-83,-83,-84,-84,-83,-84,-90,-90,-92,-86,-84,-85,-90,-85,-81,-81,-84,-83,-83,-83,-93,-95,-95,-93,-91,-91,-87,-88,-88,-88,-84,-89,-92,-90,-86,-86,-85,-83,-84,-89,-85,-84,-83,-83,-84,-84,-86,-88,-85,-85,-85,-86,-86,-85,-85,-87,-84,-84,-87,-86,-87,-85,-83,-83,-83,-83,-86,-86,-86,-86,-86,-86,-85,-86,-86,-84,-84,-84,-88,-81,-87,-83,-84,-83,-80,-81,-81,-81,-85,-87,-84,-82,-84,-85,-89,-88,-88,-86,-87,-84,-83,-82,-82,-82,-83,-86,-85,-86,-83,-84,-83,-86,-89,-89,-83,-85,-82,-83,-85,-89,-86,-88,-85,-84,-86,-88,-83,-84,-84,-84,-84,-84,-84,-83,-85,-82,-83
Medidas obtenidas:
Be11
	 Media: -84.629392971246
	 Desv. Est.: 3.284096090301721
