Beacon,Potencias
Be11,-80,-76,-77,-86,-86,-84,-83,-80,-82,-74,-76,-78,-79,-81,-82,-78,-81,-84,-82,-83,-78,-78,-78,-84,-81,-81,-80,-76,-77,-78,-82,-82,-78,-76,-84,-80,-81,-81,-84,-77,-76,-77,-78,-77,-83,-83,-84,-87,-81,-95,-80,-79,-78,-77,-81,-75,-75,-76,-82,-85,-88,-79,-79,-78,-76,-84,-87,-85,-81,-79,-79,-79,-83,-89,-78,-78,-83,-93,-92,-86,-84,-83,-81,-82,-81,-80,-78,-82,-84,-85,-82,-79,-81,-82,-81,-81,-80,-80,-84,-84,-86,-85,-77,-78,-81,-80,-80,-81,-79,-76,-76,-76,-76,-76,-76,-76,-76,-77,-74,-76,-75,-76,-76,-76,-76,-76,-78,-76,-77,-78,-77,-76,-75,-76,-76,-76,-76,-76,-75,-76,-75,-75,-75,-75,-75,-75,-76,-77,-73,-74,-74,-76,-76,-76,-75,-74,-75,-75,-77,-76,-76,-75,-75,-77,-77,-78,-76,-76,-79,-76,-78,-79,-76,-76,-76,-76,-76,-79,-79,-79,-79,-76,-76,-75,-80,-80,-81,-79,-78,-79,-79,-79,-79,-79,-79,-80,-91,-92,-77,-79,-79,-79,-78,-83,-76,-83,-79,-83,-83,-84,-77,-77,-75,-76,-77,-78,-76,-76,-75,-76,-76,-75,-78,-76,-76,-76,-77,-77,-76,-74,-74,-87,-78,-76,-76,-85,-82,-81,-78,-77,-78,-77,-77,-76,-73,-76,-77,-78,-80,-80,-78,-78,-76,-76,-76,-75,-74,-76,-76,-77,-81,-82,-98,-81,-82,-80,-84,-84,-79,-79,-80,-83,-79,-78,-79,-77,-75,-75,-76,-76,-77,-78,-76,-75,-75,-76,-76,-76,-75,-76,-78,-78,-78,-78,-78,-73,-75,-78,-79,-79,-73,-75,-74,-76,-73,-74,-76,-76,-79,-73,-73,-76,-73,-76,-76,-78
Medidas obtenidas:
Be11
	 Media: -78.5904761904762
	 Desv. Est.: 3.8150604291744785
