Beacon,Potencias
Be11,-92,-90,-90,-91,-89,-85,-86,-92,-93,-92,-87,-88,-87,-88,-88,-90,-91,-93,-95,-92,-92,-92,-92,-91,-92,-93,-93,-95,-96,-96,-92,-94,-95,-95,-93,-92,-98,-95,-96,-95,-92,-90,-93,-93,-94,-95,-92,-91,-94,-89,-90,-90,-91,-92,-90,-90,-92,-92,-91,-94,-92,-92,-92,-90,-92,-92,-92,-92,-92,-89,-91,-91,-92,-90,-91,-90,-90,-90,-94,-100,-94,-88,-88,-89,-90,-91,-89,-87,-92,-90,-89,-90,-87,-88,-87,-87,-88,-88,-96,-98,-89,-90,-96,-98,-96,-86,-87,-87,-90,-89,-90,-91,-91,-90,-89,-97,-96,-94,-92,-96,-94,-90,-92,-93,-90,-88,-90,-103,-98,-88,-88,-86,-88,-89,-97,-100,-97,-92,-93,-93,-91,-90,-90,-92,-88,-87,-88,-88,-90,-88,-93,-94,-88,-88,-101,-96,-88,-89,-87,-90,-88,-87,-94,-93,-91,-86,-88,-88,-87,-89,-86,-86,-89,-90,-90,-89,-96,-89,-91,-95,-96,-96,-89,-88,-91,-92,-90,-88,-88,-91,-90,-104,-99,-92,-93,-89,-90,-90,-91,-99,-92,-90,-98,-98,-95,-93,-92,-93,-92,-94,-94,-99,-101,-100,-100,-90,-91,-90,-90,-93,-90,-89,-90,-90,-90,-91,-90,-102,-91,-101,-100,-97,-97,-90,-90,-99,-91,-93,-98,-96,-96,-94,-95,-90,-91,-90,-99,-93,-92,-91,-91,-91,-90,-90,-90,-90,-89,-96,-98,-92,-89,-91,-92,-91,-93,-87,-97,-100,-100,-99,-90,-88,-90,-90,-88,-89,-89,-90,-91
Medidas obtenidas:
Be11
	 Media: -91.82795698924731
	 Desv. Est.: 3.621350524879179
