Beacon,Potencias
Be11,-71,-66,-69,-69,-69,-75,-75,-80,-70,-70,-72,-73,-72,-82,-82,-85,-83,-75,-77,-76,-74,-74,-72,-70,-70,-71,-80,-80,-71,-74,-78,-72,-71,-70,-70,-70,-71,-69,-74,-72,-70,-64,-64,-66,-67,-72,-68,-68,-68,-70,-72,-73,-68,-70,-73,-76,-73,-73,-73,-72,-72,-81,-70,-70,-83,-79,-70,-70,-70,-71,-71,-71,-71,-71,-79,-79,-77,-71,-72,-71,-72,-70,-78,-78,-72,-73,-66,-88,-84,-76,-67,-67,-66,-71,-67,-77,-79,-68,-69,-74,-77,-77,-77,-76,-75,-67,-66,-66,-66,-66,-69,-70,-77,-69,-67,-74,-75,-76,-75,-73,-73,-71,-75,-71,-68,-68,-72,-73,-83,-86,-73,-72,-73,-76,-77,-75,-72,-68,-68,-70,-71,-70,-69,-70,-74,-73,-74,-73,-77,-72,-72,-72,-69,-67,-66,-65,-64,-85,-81,-79,-72,-70,-66,-66,-70,-67,-68,-67,-66,-66,-68,-68,-68,-66,-71,-78,-72,-72,-68,-69,-78,-76,-76,-75,-74,-74,-73,-72,-75,-76,-76,-75,-76,-79,-79,-81,-74,-75,-70,-71,-84,-73,-69,-84,-70,-69,-72,-76,-77,-77,-82,-77,-75,-75,-75,-71,-75,-77,-79,-80,-79,-69,-70,-70,-70,-70,-68,-68,-68,-68,-69,-85,-83,-80,-76,-74,-77,-73,-70,-69,-68,-68,-70,-70,-70,-75,-78,-83,-72,-72,-71,-75,-68,-71,-74,-78,-79,-79,-80,-71,-72,-74,-77,-77,-71,-73,-73,-75,-70,-70,-74,-74,-74,-73,-72,-67,-66,-68,-70,-74,-75,-76,-75,-75,-75,-69,-68,-68,-68,-72,-70,-76,-66,-66,-70,-72,-72,-75,-74,-68,-69,-68,-74,-73,-74,-74,-73,-74,-75,-68,-77,-75,-75,-75,-70,-70,-70
Medidas obtenidas:
Be11
	 Media: -72.74050632911393
	 Desv. Est.: 4.526718394748742
