Beacon,Potencias
Be11,-101,-100,-99,-103,-104,-97,-97,-98,-100,-102,-100,-99,-99,-96,-96,-97,-101,-98,-100,-98,-99,-99,-97,-96,-99,-97,-95,-100,-95,-101,-101,-99,-97,-95,-104,-98,-98,-99,-98,-99,-96,-98,-98,-100,-99,-101,-100,-101,-97,-95,-95,-95,-94,-95,-96,-99,-100,-98,-100,-100,-96,-96,-97,-102,-99,-99,-96,-98,-96,-98,-98,-98,-99,-97,-95,-98,-98,-100,-98,-94,-93,-96,-99,-99,-101,-100,-98,-98,-98,-98,-96,-98,-98,-99,-98,-100,-101,-98,-97,-97,-97,-98,-99,-98,-98,-97,-97,-97,-98,-95,-95,-100,-96,-97,-102,-100,-98,-101,-98,-96,-97,-96,-98,-97,-96,-99,-98,-100,-102,-102,-98,-98,-98,-98,-99,-95,-100,-99,-98,-96,-97,-95,-95,-93,-95,-100,-98,-97,-99,-98,-97,-98,-101,-101,-98,-100,-100,-100
Medidas obtenidas:
Be11
	 Media: -98.13291139240506
	 Desv. Est.: 2.0691991446883353
