Beacon,Potencias
Be11,-84,-81,-86,-80,-79,-86,-86,-83,-83,-88,-89,-83,-83,-87,-83,-83,-84,-93,-92,-86,-87,-87,-86,-85,-86,-85,-93,-93,-90,-88,-91,-88,-95,-88,-96,-99,-95,-94,-91,-92,-91,-90,-90,-89,-87,-84,-88,-92,-99,-102,-92,-90,-87,-92,-90,-88,-95,-93,-92,-92,-85,-85,-85,-87,-86,-86,-86,-88,-94,-94,-89,-98,-87,-88,-86,-88,-92,-90,-96,-92,-92,-90,-88,-94,-86,-86,-87,-87,-88,-90,-89,-92,-92,-92,-88,-92,-95,-97,-98,-102,-91,-90,-98,-103,-98,-92,-94,-89,-94,-95,-92,-90,-90,-92,-95,-96,-99,-90,-90,-89,-88,-95,-93,-97,-94,-89,-90,-89,-91,-94,-96,-93,-95,-97,-95,-94,-94,-93,-93,-94,-94,-93,-91,-92,-94,-99,-100,-101,-100,-96,-101,-97,-93,-92,-93,-94,-93,-94,-94,-90,-90,-96,-95,-88,-89,-90,-93,-94,-96,-94,-90,-90,-89,-96,-95,-98,-94,-96,-95,-96,-99,-92,-92,-93,-102,-91,-90,-93,-96,-94,-94,-90,-96,-90,-90,-90,-92,-93,-93,-98,-99,-98,-93,-92,-92,-92,-92,-91,-91,-92,-94,-96,-94,-94,-90,-91,-94,-93,-92,-92,-91,-95,-92,-90,-86,-84,-97,-97,-93,-101,-98,-92,-92,-93,-98,-97,-93,-94,-92,-92,-92,-91,-90,-87,-88,-84,-86,-89,-89,-88,-88,-94,-86,-89,-98,-97,-86,-87,-88,-88,-90,-93,-91,-94,-96,-96,-85,-85,-94,-86,-87,-88,-88,-88,-94,-89,-89,-98,-99,-95,-93,-90,-91,-93,-93,-94,-93,-92,-93,-92,-94,-95,-92,-98,-97,-90,-88,-100,-91
Medidas obtenidas:
Be11
	 Media: -91.67224080267559
	 Desv. Est.: 4.291352158844053
