Beacon,Potencias
Be11,-81,-81,-88,-81,-80,-80,-79,-79,-83,-83,-84,-82,-82,-81,-81,-84,-84,-86,-88,-82,-90,-87,-84,-84,-84,-92,-82,-81,-87,-85,-85,-85,-93,-96,-81,-86,-86,-84,-86,-85,-84,-84,-83,-82,-85,-85,-83,-85,-83,-95,-91,-95,-94,-94,-81,-81,-80,-81,-82,-102,-101,-89,-88,-81,-96,-90,-90,-81,-95,-95,-88,-88,-86,-83,-85,-87,-93,-86,-85,-84,-83,-83,-86,-93,-94,-93,-93,-93,-87,-89,-96,-95,-93,-86,-85,-84,-84,-87,-88,-90,-86,-91,-92,-90,-88,-87,-82,-83,-85,-86,-85,-83,-85,-84,-83,-84,-84,-82,-81,-81,-81,-82,-88,-91,-95,-94,-82,-81,-81,-95,-95,-94,-94,-94,-96,-90,-90,-86,-86,-86,-91,-87,-87,-88,-90,-89,-90,-90,-90,-86,-86,-93,-92,-89,-90,-86,-84,-83,-81,-86,-86,-83,-86,-84,-83,-83,-86,-87,-83,-85,-87,-88,-88,-84,-84,-84,-83,-86,-82,-81,-80,-81,-100,-88,-84,-84,-79,-87,-85,-82,-79,-82,-82,-81,-83,-83,-80,-90,-90,-87,-86,-85,-81,-82,-90,-92,-94,-95,-101,-89,-82,-82,-88,-84,-85,-87,-89,-88,-87,-83,-97,-99,-99,-85,-86,-99,-95,-93,-98,-90,-90,-89,-86,-86,-86,-85,-86,-86,-83,-81,-86,-87,-88,-89,-84,-85,-84,-86,-87,-86,-85,-86,-86,-89,-89,-90,-89,-86,-84,-85,-85,-88,-85,-85,-85,-83,-84,-86,-85,-84,-85,-85,-86,-85,-85,-86,-87,-86,-86,-86,-85,-84,-85,-85,-84,-83,-87,-87,-83,-87,-86,-84,-84,-85,-84,-86,-87,-87,-86,-85,-84,-84,-83,-87,-89,-86,-86,-86,-88,-91,-90,-88,-86
Medidas obtenidas:
Be11
	 Media: -86.56549520766774
	 Desv. Est.: 4.435039439972498
