Beacon,Potencias
Be11,-67,-71,-70,-67,-67,-65,-65,-70,-68,-78,-67,-63,-65,-73,-71,-66,-64,-65,-65,-65,-68,-70,-70,-72,-72,-72,-75,-81,-79,-78,-78,-82,-85,-78,-81,-83,-82,-83,-91,-80,-83,-75,-77,-82,-76,-81,-77,-75,-81,-80,-83,-85,-82,-86,-83,-77,-75,-78,-77,-78,-79,-76,-76,-76,-77,-76,-82,-77,-79,-81,-84,-74,-74,-72,-71,-72,-72,-75,-72,-67,-68,-58,-61,-58,-58,-58,-60,-58,-59,-59,-58,-60,-60,-59,-60,-60,-59,-59,-54,-54,-54,-54,-54,-54,-57,-55,-57,-56,-56,-56,-57,-54,-54,-54,-56,-56,-56,-55,-54,-54,-56,-56,-56,-56,-59,-59,-58,-58,-59,-59,-58,-59,-58,-58,-58,-58,-59,-59,-57,-57,-57,-61,-62,-65,-68,-71,-72,-73,-73,-73,-73,-70,-72,-69,-67,-73,-69,-68,-70,-70,-70,-72,-72,-73,-73,-73,-74,-73,-72,-67,-72,-66,-70,-69,-69,-70,-71,-74,-76,-74,-74,-75,-74,-71,-75,-71,-71,-71,-71,-71,-72,-74,-74,-74,-74,-73,-72,-72,-72,-72,-73,-72,-72,-72,-72,-69,-69,-71,-70,-72,-72,-72,-73,-70,-73,-73,-77,-74,-70,-64,-56,-55,-56,-56,-57,-59,-56,-56,-56,-59,-58,-57,-57,-57,-58,-59,-57,-57,-57,-58,-59,-59,-58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-54
Medidas obtenidas:
Be11
	 Media: -67.30434782608695
	 Desv. Est.: 8.891668388760326
