Beacon,Potencias
Be11,-94,-93,-93,-94,-92,-92,-91,-85,-90,-90,-88,-88,-87,-92,-92,-91,-91,-91,-90,-91,-92,-87,-88,-96,-91,-90,-90,-90,-91,-88,-91,-93,-93,-91,-91,-90,-87,-90,-88,-88,-90,-91,-91,-92,-91,-90,-92,-91,-92,-92,-88,-87,-90,-88,-88,-87,-87,-86,-96,-86,-87,-87,-94,-92,-92,-93,-90,-89,-92,-94,-95,-95,-100,-100,-91,-90,-92,-88,-90,-90,-88,-89,-93,-89,-89,-92,-91,-88,-91,-91,-94,-87,-86,-90,-90,-89,-94,-100,-90,-87,-87,-88,-88,-91,-89,-92,-92,-89,-90,-91,-88,-88,-88,-88,-97,-98,-95,-94,-94,-96,-96,-96,-96,-88,-86,-87,-88,-95,-90,-89,-88,-90,-89,-90,-87,-88,-88,-88,-88,-90,-88,-88,-88,-86,-86,-88,-87,-86,-88,-87,-87,-90,-91,-91,-87,-88,-88,-87,-87,-88,-86,-87,-88,-88,-87,-87,-89,-90,-91,-90,-83,-83,-83,-88,-88,-83,-83,-83,-90,-89,-90,-89,-89,-91,-90,-90,-90,-88,-88,-88,-86,-86,-86,-87,-88,-88,-88,-89,-88,-88,-88,-87,-88,-89,-90,-90,-89,-90,-88,-90,-88,-90,-88,-86,-90,-88,-87,-94,-92,-94,-90,-90,-88,-90,-88,-89,-90,-92,-93,-92,-91,-96,-89,-90,-85,-90,-91,-87,-87,-88,-87,-87,-87,-90,-86,-86,-86,-86,-87,-87,-87,-86,-84,-90,-89,-86,-87,-82,-81,-82,-82,-82,-82,-86,-86,-84,-84,-84,-85,-84,-85,-84,-83,-83,-85,-88,-90,-85,-86,-97,-85,-85,-83,-85,-84,-86,-89,-90,-87,-87,-87,-92
Medidas obtenidas:
Be11
	 Media: -89.01712328767124
	 Desv. Est.: 3.266467339224245
