Beacon,Potencias
Be11,-75,-76,-76,-77,-76,-74,-72,-70,-86,-96,-70,-68,-71,-74,-80,-76,-75,-81,-79,-80,-78,-77,-76,-75,-72,-72,-72,-72,-73,-74,-74,-72,-73,-81,-80,-74,-75,-76,-73,-72,-83,-83,-82,-79,-80,-72,-69,-70,-69,-68,-78,-79,-78,-79,-80,-83,-81,-70,-70,-80,-69,-80,-77,-70,-68,-68,-77,-79,-79,-82,-78,-77,-74,-73,-72,-71,-82,-82,-74,-75,-77,-76,-75,-75,-76,-77,-75,-75,-77,-76,-75,-74,-78,-77,-75,-72,-70,-71,-74,-76,-76,-76,-79,-81,-79,-78,-77,-72,-72,-72,-76,-75,-74,-74,-74,-74,-71,-71,-71,-72,-73,-74,-75,-76,-74,-73,-73,-76,-76,-74,-72,-75,-74,-75,-75,-76,-76,-76,-73,-73,-72,-72,-75,-76,-77,-87,-78,-77,-76,-73,-72,-72,-72,-87,-75,-76,-74,-73,-73,-72,-75,-76,-81,-73,-76,-75,-74,-74,-73,-73,-73,-75,-75,-81,-79,-77,-74,-77,-78,-74,-78,-74,-74,-72,-77,-77,-75,-74,-74,-73,-73,-74,-72,-73,-72,-72,-73,-73,-70,-69,-69,-68,-70,-70,-70,-82,-70,-71,-73,-74,-76,-76,-74,-74,-75,-74,-74,-74,-75,-76,-76,-77,-74,-75,-84,-75,-76,-72,-72,-72,-74,-72,-72,-72,-75,-76,-74,-74,-74,-76,-76,-76,-73,-75,-70,-74,-70,-70,-74,-70,-72,-74,-73,-72,-71,-71,-74,-77,-77,-80,-74,-74,-74,-77,-76,-74,-74,-74,-74,-74,-75,-74,-74,-74,-76,-73,-76,-76,-74,-72,-72,-71,-77,-74,-73,-83,-79,-80,-84,-87,-72,-76,-82,-78,-72,-70,-79,-82,-74,-75,-80,-85,-76,-79,-80,-81,-70,-70,-72,-70,-70,-77,-77,-73,-72,-72,-68,-67,-67,-74,-80,-84,-72,-74,-75,-75,-75,-73,-75,-77,-74
Medidas obtenidas:
Be11
	 Media: -74.94561933534743
	 Desv. Est.: 3.786347543652321
