Beacon,Potencias
Be11,-96,-88,-82,-78,-77,-77,-78,-79,-95,-85,-81,-86,-79,-80,-77,-78,-76,-76,-76,-76,-76,-77,-78,-78,-77,-78,-79,-78,-80,-90,-87,-86,-90,-83,-83,-81,-81,-91,-90,-91,-86,-83,-82,-79,-80,-80,-90,-89,-86,-86,-88,-80,-88,-90,-85,-85,-79,-78,-90,-86,-79,-79,-79,-90,-92,-92,-90,-81,-81,-79,-96,-84,-84,-83,-78,-97,-96,-91,-80,-80,-80,-80,-80,-80,-79,-79,-79,-79,-79,-81,-79,-80,-81,-82,-80,-82,-84,-81,-79,-79,-92,-92,-91,-77,-77,-77,-80,-80,-80,-79,-80,-80,-80,-92,-91,-77,-76,-81,-81,-77,-77,-77,-77,-81,-81,-81,-96,-78,-80,-81,-81,-81,-81,-78,-79,-88,-89,-76,-79,-80,-92,-95,-76,-93,-77,-83,-83,-84,-83,-96,-82,-82,-81,-95,-78,-78,-78,-79,-95,-90,-76,-76,-79,-84,-82,-80,-80,-87,-88,-87,-78,-79,-80,-91,-78,-78,-77,-77,-77,-82,-82,-80,-90,-77,-78,-78,-81,-81,-81,-90,-93,-96,-77,-77,-83,-83,-83,-77,-77,-83,-83,-84,-77,-78,-84,-84,-84,-84,-84,-78,-78,-77,-77,-85,-77,-77,-84,-85,-85,-96,-97,-95,-99,-77,-85,-84,-93,-92,-93,-79,-93,-79,-79,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-86,-86,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-84,-84,-81,-84,-84,-84,-84,-83,-83,-84,-81,-81,-83,-83,-81,-83,-86,-86,-84,-82,-81,-81,-84,-84,-84,-84,-84,-85,-81,-81,-83,-84,-83,-84,-83,-85,-85,-84,-84,-81,-81,-83,-86,-85,-83,-83,-82,-81,-81,-84,-84,-84,-86,-83,-83,-85,-85,-87,-87
Medidas obtenidas:
Be11
	 Media: -82.77602523659306
	 Desv. Est.: 5.003510726909441
