Beacon,Potencias
Be11,-93,-94,-88,-88,-90,-86,-86,-86,-90,-89,-86,-84,-85,-86,-88,-89,-88,-89,-91,-90,-90,-89,-88,-88,-83,-84,-84,-84,-93,-94,-95,-90,-89,-85,-84,-89,-84,-85,-85,-86,-86,-92,-90,-93,-92,-92,-83,-83,-86,-86,-87,-86,-86,-85,-87,-88,-88,-86,-86,-87,-86,-87,-87,-84,-82,-86,-87,-86,-87,-86,-86,-87,-87,-87,-88,-83,-88,-90,-89,-90,-85,-90,-90,-88,-90,-90,-90,-91,-92,-87,-86,-86,-84,-85,-88,-93,-89,-86,-88,-86,-88,-92,-97,-95,-100,-101,-97,-98,-100,-92,-92,-91,-86,-97,-92,-92,-92,-85,-85,-86,-88,-93,-94,-93,-92,-87,-87,-88,-87,-86,-88,-88,-88,-97,-97,-95,-90,-90,-89,-92,-89,-88,-89,-90,-88,-87,-88,-92,-87,-87,-88,-92,-86,-92,-87,-91,-90,-90,-90,-90,-92,-92,-88,-89,-91,-94,-90,-90,-92,-93,-93,-92,-90,-100,-99,-92,-93,-93,-93,-93,-90,-94,-92,-92,-90,-90,-90,-96,-96,-96,-95,-92,-89,-90,-90,-93,-93,-93,-92,-92,-93,-90,-91,-92,-90,-90,-101,-100,-98,-98,-98,-91,-91,-91,-89,-90,-90,-90,-90,-90,-88,-94,-93,-94,-90,-90,-90,-91,-90,-98,-92,-90,-90,-94,-94,-91,-90,-90,-94,-92,-89,-88,-95,-96,-98,-98,-101,-101,-98,-96,-99,-99,-100,-98,-99,-92,-90,-90,-89,-100,-97,-90,-90,-89,-88,-98,-93,-90,-90,-89,-92,-92,-92,-90,-98,-97,-94,-92,-92,-92,-90,-98,-90,-90,-90,-90,-90,-91,-91,-92,-92,-90,-90,-90,-100,-98,-90,-90,-92
Medidas obtenidas:
Be11
	 Media: -90.61744966442953
	 Desv. Est.: 4.041197468025073
