Beacon
Posx, Posy, RSSI
1,1,-92,-91,-91,-91,-91,-90,-90,-89,0,0,-97,-95,-95,-94,-94,-94,-94,-92,0,0,-95,-95,-93,-92,-91,-91,0,0,0,0
1,2,-100,-96,-96,-95,0,0,0,0,0,0,-96,-94,0,0,0,0,0,0,0,0,-98,-90,-88,0,0,0,0,0,0,0
2,3,-89,-88,-86,-85,0,0,0,0,0,0,-91,-90,-90,0,0,0,0,0,0,0,-94,-92,0,0,0,0,0,0,0,0
2,3,-88,0,0,0,0,0,0,0,0,0
2,3,-100,-96,-94,-93,-92,-92,-89,-89,-87,-86,-94,-92,-91,-90,-90,-90,-90,-89,0,0,-99,-97,-94,-94,-94,-94,-93,-92,-92,-91
3,3,-94,-90,-90,-89,-89,-89,-89,-88,0,0,-90,-90,-90,-89,-89,-89,-87,-86,0,0,-94,-91,-90,-90,-90,-90,0,0,0,0
3,2,-97,-91,-91,-90,-88,0,0,0,0,0,-94,-93,-91,-90,0,0,0,0,0,0,-95,-91,-89,-88,-87,-87,-87,0,0,0
4,2,-94,-94,0,0,0,0,0,0,0,0,-98,-92,0,0,0,0,0,0,0,0,-92,-84,-83,-83,-83,0,0,0,0,0
4,1,-90,0,0,0,0,0,0,0,0,0,-96,-93,0,0,0,0,0,0,0,0,-89,-87,0,0,0,0,0,0,0,0
