Beacon
Posx, Posy, RSSI
3,1,-99,-98,-82,-82,-81,-80,-80,-82,-86,-88,-92,-98,-97,-91,-90,-97,-87,-91,-90,-87,-88,-90,-86,-95,-98,-86,-93,-92,-96,-93,-95,-94,-91,-91,-92,-88,-86,-85,-87,-88,-86,-86,-91,-99,-93,-92,-92,-95,-86,-81,-97,-95,-93,-92,-86,-84,-86,-89,-82,-82,-82,-86,-83,-83,-86,-87,-91,-86,-83,-80,-86,-85,-86,-86,-84,-83,-82,-81,-81,-82,-83,-84,-96,-96,-88,-96,-98,-98,-99,-97,-98,-86,-87,-88,-88,-91,-91,-90,-87,-97,-96,-100,-97,-98,-94,-95,-98,-88,-86,-93,-90,-90,-90,-90,-89,-91,-96,-90,-91,-93,-95,-97,-96
3,1,-84,-85,-89,-89,-88,-88,-88,-90,-95,-87,-88,-84,-84,-88,-84,-85,-93,-94,-93,-92,-95,-96,-95,-90,-87,-94,-91,-92,-93,-91,-101,-95,-90,-93,-92,-93,-95,-90,-85,-90,-94,-100,-95,-92,-92,-100,-100,-89,-96,-103,-97,-94,-89,-87,-94,-97,-97,-96,-89,-86,-88,-95,-89,-94,-99,-96,-96,-96,-95,-81,-82,-83,-83,-81,-81,-86,-92,-94,-94,-93,-89,-92,-96,-96,-84,-86,-90,-90,-84,-80,-92,-92,-95,-93,-96,-99,-96,-95,-93,-92,-93,-93,-93,-100,-93,-93,-98,-92,-91,-89,-92,-90,-91,-94,-96,-94,-92,-91,-92,-90,-92,-97,-95,-93,-99,-99,-93,-93,-97,-100,-95,-92,-96,-98,-90
3,1,-94,-89,-90,-91,-86,-84,-80,-81,-83,-87,-88,-87,-92,-89,-92,-97,-95,-92,-102,-88,-85,-82,-83,-87,-91,-92,-89,-94,-92,-89,-90,-89,-87,-90,-78,-83,-93,-86,-86,-85,-87,-85,-86,-88,-91,-85,-84,-83,-86,-88,-94,-95,-77,-80,-81,-84,-88,-88,-85,-87,-92,-75,-94,-94,-95,-100,-86,-93,-94,-98,-98,-96,-95,-98,-92,-89,-91,-94,-101,-98,-98,-97,-92,-90,-96,-97,-98,-101,-100,-99,-94,-96,-95
3,1,-85,-99,-98,-97,-99,-94,-97,-94,-99,-90,-100,-99,-96,-94,-91,-95,-86,-90,-86,-87,-102,-95,-92,-87,-100,-93,-92,-92,-91,-99,-90,-86,-87,-96,-95,-84,-83,-85,-90,-90,-93,-90,-89,-82,-81,-95,-90,-90,-92,-93,-98,-97,-101,-95,-93,-100,-91,-90,-91,-94,-91,-92,-98,-92,-94,-90,-88,-96,-88
3,2,-96,-96,-96,-93,-93,-87,-86,-88,-86,-86,-92,-89,-92,-90,-86,-86,-88,-88,-84,-92,-89,-91,-91,-90,-88,-86,-84,-81,-83,-92,-90,-92,-93,-85,-89,-87,-84,-83,-90,-93,-99,-91,-93,-87,-91,-95,-95,-96,-93,-91,-94,-91,-88,-86,-86,-84,-84,-93,-88,-87,-88,-88,-87,-90,-94,-92,-90,-98,-99,-94,-94,-90,-91,-100,-101,-96,-95,-97,-101,-102,-95,-91,-94,-98,-92,-96,-99
3,2,-98,-95,-92,-90,-88,-93,-98,-97,-91,-99,-102,-97,-103,-89,-98,-95,-93,-91,-93,-89,-92,-87,-91,-88,-85,-92,-94,-96,-95,-92,-91,-91,-93,-92,-89,-84,-87,-95,-90,-87,-88,-92,-92,-91,-92,-91,-92,-97,-100,-101,-86,-85,-84,-84,-87,-89,-95,-95,-94,-95,-96,-99,-94,-90,-93,-99,-95,-87,-84,-82,-82,-92,-99,-94,-96,-91,-84,-84,-87,-87,-83,-85,-91,-92,-94,-93,-94,-93,-94,-87,-90,-94,-95
3,2,-92,-92,-98,-84,-86,-86,-94,-83,-94,-91,-87,-92,-92,-92,-92,-86,-90,-92,-100,-91,-90,-92,-96,-92,-88,-92,-92,-92,-95,-93,-87,-88,-92,-92,-90,-94,-92,-88,-89,-90,-94,-98,-98,-90,-96,-100,-87,-87,-97,-90,-90,-83,-88,-88,-95,-85,-82,-88,-88,-85,-87,-90,-90,-91,-82,-82,-83,-81,-83,-81,-87,-96,-92,-96,-85,-91,-85,-94,-103,-94,-91,-91,-89,-94,-96,-93,-88,-90,-92,-93,-95,-99,-99,-96,-97,-92,-91,-99,-92,-93,-94,-92,-91,-96,-98,-91,-89,-91,-94,-96,-102,-93,-92,-94,-93,-93,-93,-93,-98,-97
3,3,-98,-93,-92,-92,-90,-85,-87,-86,-86,-87,-90,-90,-93,-98,-92,-93,-95,-96,-93,-90,-90,-89,-87,-86,-92,-93,-97,-94,-90,-88,-91,-97,-90,-92,-92,-99,-95,-92,-95,-96,-95,-90,-90,-93,-97,-88,-86,-86,-89,-99,-95,-93,-92,-90,-90,-92,-96,-104,-93,-88,-89,-88,-91,-98,-101,-92,-88,-92,-94,-95,-94,-99,-95,-97,-92,-89,-90,-90,-92,-93,-88,-86,-91,-91,-93,-96,-92,-91,-91,-98,-94,-89,-86,-86,-85,-92,-96,-88,-93
3,3,-99,-91,-86,-90,-88,-94,-96,-93,-95,-101,-99,-95,-90,-99,-94,-92,-103,-88,-87,-92,-93,-92,-98,-100,-86,-94,-91,-96,-99,-97,-97,-96,-94,-88,-87,-89,-89,-93,-81,-87,-99,-93,-87,-89,-94,-101,-91,-88,-87,-88,-86,-85,-90,-90,-94,-99,-97,-89,-89,-99,-96,-98,-99,-97,-90,-88,-86,-85,-93,-87,-90,-89,-89,-89,-92,-97,-94,-92
3,3,-88,-97,-94,-97,-92,-95,-93,-92,-98,-87,-91,-95,-88,-92,-94,-92,-90,-89,-93,-97,-93,-95,-88,-85,-86,-84,-82,-82,-84,-85,-87,-93,-98,-92,-93,-93,-94,-96,-96,-90,-91,-92,-93,-87,-90,-85,-91,-93,-92,-93,-92,-93,-90,-95,-99,-95,-99,-94,-92,-88,-91,-92,-88,-89,-89,-89,-89,-89,-88,-95,-97,-96,-83,-91,-87,-87,-98,-90,-96,-91,-91,-91,-90,-89,-92,-94,-97,-94,-92,-92,-92,-96,-100,-92,-87,-90
