Beacon
Posx, Posy, RSSI
4,1,-88,-91,-91,-101,-90,-90,-91,-91,-94,-97,-92,-85,-81,-100,-95,-94,-93,-93,-90,-90,-94,-92,-86,-86,-96,-87,-90,-90,-95,-91,-87,-90,-89,-90,-91,-91,-96,-99,-94,-93,-92,-92,-93,-86,-84,-84,-87,-90,-84,-83,-83,-88,-93,-92,-92,-94,-94,-81,-79,-80,-82,-84,-84,-87,-92,-94,-92,-95,-94,-91,-87,-89,-88,-82,-81,-87,-83,-77,-88,-90,-95,-93,-94,-94,-92,-90,-96,-94,-99,-101,-90,-86,-84,-84,-85,-85,-91,-98,-92,-92,-92,-92,-99,-100,-101,-90,-93,-99,-101,-96,-95,-95,-101,-96,-96,-101,-93
4,1,-86,-86,-82,-82,-83,-89,-97,-96,-96,-90,-92,-92,-99,-99,-96,-100,-99,-96,-101,-86,-87,-85,-85,-84,-85,-86,-86,-92,-98,-88,-89,-94,-92,-95,-85,-78,-78,-78,-79,-79,-92,-87,-85,-90,-91,-86,-84,-85,-82,-83,-85,-86,-87,-91,-97,-95,-98,-96,-92,-90,-90,-87,-87,-83,-86,-84,-85,-82,-96,-91,-93,-93,-92,-95,-99,-92,-96,-99,-93,-91,-95,-96,-98,-98,-96,-100,-98,-92,-95,-93,-92,-93,-96,-94,-91,-89,-90,-91,-95,-93,-102,-97
4,1,-94,-100,-93,-81,-100,-91,-92,-91,-92,-95,-93,-82,-91,-88,-85,-85,-87,-89,-86,-90,-90,-90,-86,-83,-85,-88,-87,-91,-95,-89,-87,-88,-84,-96,-93,-92,-97,-85,-88,-87,-83,-83,-83,-85,-82,-92,-88,-84,-85,-89,-88,-88,-87,-84,-90,-92,-88,-86,-84,-86,-97,-90,-92,-89,-90,-84,-101,-86,-89,-86,-95,-91,-93,-92,-94,-96,-95,-93,-97,-99,-99,-93,-98,-95,-100,-98,-94,-92,-91,-93,-96,-100,-93,-91,-90,-88,-88,-89,-92
4,1,-92,-93,-95,-101,-97,-94,-100,-95,-94,-99,-93,-85,-85,-84,-84,-82,-84,-93,-93,-94,-98,-93,-87,-86,-84,-85,-85,-91,-91,-94,-95,-95,-90,-89,-83,-80,-100,-95,-86,-92,-89,-80,-95,-91,-91,-95,-101,-88,-80,-81,-79,-89,-90,-84,-81,-82,-84,-101,-84,-86,-86,-93,-90,-93,-94,-91,-90,-87,-87,-86,-87,-92,-84,-92,-89,-88,-93,-93,-94,-91,-97,-94,-95,-95,-94,-93,-92,-88,-101,-96,-97,-93,-94,-97,-98,-95,-88,-92,-94,-93,-92,-90,-91,-93,-94,-98,-99,-98,-96,-97,-102,-95,-94,-98,-98,-99,-87,-94,-92,-94
4,2,-98,-90,-98,-94,-103,-95,-94,-95,-84,-84,-85,-85,-86,-87,-84,-92,-96,-97,-87,-93,-89,-92,-86,-89,-99,-101,-92,-92,-91,-90,-88,-91,-94,-96,-95,-91,-90,-85,-83,-88,-89,-92,-90,-92,-92,-91,-93,-92,-93,-91,-83,-84,-88,-84,-85,-92,-93,-94,-98,-86,-86,-88,-90,-90,-91,-95,-98,-98,-96,-96,-95,-90,-83,-82,-83,-83,-82,-92,-90,-86,-88,-86,-93,-89,-84,-85,-89,-90,-86,-87,-90,-95,-99,-96,-95,-96,-95,-98,-87,-90,-91,-94,-96,-87,-87,-86,-87,-86,-86,-88,-96,-98,-98,-92,-90,-100,-98,-98,-91,-94,-97,-92,-94,-100,-88,-93
4,2,-94,-91,-92,-97,-94,-91,-94,-92,-90,-97,-94,-93,-90,-84,-85,-85,-84,-85,-95,-94,-93,-92,-88,-87,-88,-89,-90,-90,-85,-88,-91,-88,-76,-91,-90,-94,-95,-91,-90,-94,-89,-93,-90,-89,-88,-88,-88,-90,-89,-85,-87,-86,-83,-89,-94,-94,-93,-94,-92,-90,-91,-91,-91,-89,-101,-96,-94,-94,-92,-90,-87,-84,-90,-94,-96,-98,-96,-97,-95,-99,-100,-98,-94,-93,-97,-95,-93,-93,-93,-94,-91,-98,-96,-99,-100,-96
4,2,-91,-87,-95,-92,-100,-92,-92,-90,-91,-93,-88,-98,-92,-93,-87,-88,-87,-90,-94,-90,-89,-87,-86,-84,-90,-90,-93,-91,-88,-91,-94,-91,-91,-90,-92,-94,-95,-93,-85,-93,-90,-88,-89,-86,-97,-91,-97,-98,-93,-96,-94,-90,-86,-85,-89,-92,-87,-91,-96,-99,-94,-93,-93,-97,-97,-101,-96,-98,-96,-96,-96,-94,-92,-94,-99,-92,-91,-90,-95,-89,-92
4,2,-92,-89,-91,-95,-91,-94,-97,-89,-86,-89,-85,-84,-88,-93,-94,-97,-97,-91,-97,-98,-95,-94,-93,-96,-92,-89,-88,-89,-99,-96,-88,-82,-83,-97,-92,-87,-94,-90,-98,-93,-88,-86,-83,-88,-88,-92,-89,-92,-93,-96,-91,-87,-86,-99,-99,-91,-99,-82,-91,-92,-94,-96,-96,-91,-89,-92,-92,-97,-93,-95,-95,-97,-86,-94,-97,-99,-93,-97,-97,-97,-92,-89,-93,-95,-96,-94,-100,-94,-93,-95,-97,-98,-90,-91,-95,-91,-99,-98,-95
4,3,-93,-94,-95,-93,-91,-98,-92,-92,-91,-94,-97,-93,-97,-94,-94,-92,-96,-103,-95,-90,-91,-92,-90,-90,-90,-100,-103,-96,-94,-95,-97,-98,-100,-90,-91,-91,-93,-92,-99,-98,-90,-89,-91,-90,-91,-95,-98,-96,-94,-94,-98,-99,-98,-96,-92,-97,-98,-101,-94,-86,-85,-84,-89,-94,-92,-93,-93,-98,-90,-94,-96,-98,-97,-87,-87,-92,-93,-92,-95,-92,-92,-94,-88,-86,-90,-91,-97
4,3,-94,-96,-96,-95,-94,-93,-94,-92,-88,-86,-90,-91,-90,-90,-88,-89,-94,-94,-99,-88,-95,-86,-92,-94,-97,-95,-95,-95,-99,-94,-100,-99,-90,-96,-90,-92,-95,-91,-98,-93,-88,-97,-97,-93,-96,-98,-93,-92,-96,-96,-95,-91,-98,-94,-101,-90,-95,-97,-89,-91,-87,-88,-92,-95,-97,-96,-90,-94,-92,-93,-91,-86,-89,-82,-81,-82,-90,-95
