Beacon
Posx, Posy, RSSI
2,1,-83,-92,-90,-90,-88,-90,-86,-87,-86,-96,-98,-101,-98,-100,-89,-88,-89,-90,-87,-94,-99,-85,-86,-84,-84,-80,-79,-83,-85,-84,-85,-91,-88,-94,-90,-89,-90,-91,-96,-94,-88,-95,-100,-96,-92,-94,-92,-91,-89,-87,-95,-99,-95,-95,-94,-94,-84,-82,-84,-84,-84,-83,-98,-94,-91,-83,-88,-90,-92,-98,-100,-95,-100,-102,-100,-95,-93,-89,-90,-90,-94,-90,-87,-88,-94,-97,-99,-96,-97,-100,-96,-98,-100
2,1,-82,-94,-95,-93,-92,-93,-95,-83,-81,-83,-79,-80,-80,-81,-82,-82,-84,-84,-88,-88,-87,-86,-84,-87,-90,-80,-90,-84,-82,-82,-82,-84,-83,-93,-96,-91,-89,-91,-86,-82,-84,-96,-100,-98,-86,-86,-90,-87,-88,-88,-94,-93,-92,-92,-92,-90,-92,-92,-94,-90,-94,-84,-83,-83,-82,-83,-83,-96,-93,-98,-91,-91,-92,-90,-90,-89,-82,-82,-85,-87,-86,-88,-97,-87,-97,-91,-96,-95,-96,-95,-92,-96,-95,-96,-97,-97,-95,-95,-95,-96,-97,-94,-89,-91,-95,-97,-98,-94,-95,-98,-98,-100,-90,-94,-94,-94,-93,-94,-95,-95,-94,-97,-97,-102,-95,-93
2,1,-83,-93,-93,-94,-92,-93,-89,-87,-90,-98,-95,-86,-91,-86,-83,-88,-95,-97,-98,-94,-87,-86,-83,-87,-92,-80,-85,-93,-88,-97,-92,-92,-92,-96,-89,-84,-83,-87,-83,-82,-81,-80,-81,-87,-86,-101,-96,-100,-103,-92,-93,-86,-88,-84,-84,-94,-92,-97,-88,-86,-84,-85,-93,-87,-86,-91,-93,-92,-85,-93,-94,-90,-87,-92,-91,-87,-87,-92,-88,-96,-83,-86,-85,-88,-94,-90,-92,-91,-100,-92,-100,-99,-97,-95,-92,-98,-94,-92,-96,-96,-102,-95,-95,-93,-91,-90,-92,-98,-90,-93,-90,-92,-94,-94,-92,-97,-90,-93,-95,-91,-88,-91,-91,-91,-95,-92,-100,-97,-96,-94,-98,-95,-96,-93,-97
2,2,-102,-99,-94,-93,-94,-101,-87,-90,-95,-88,-92,-98,-85,-86,-89,-92,-98,-92,-89,-91,-100,-97,-93,-93,-85,-83,-83,-82,-82,-82,-82,-83,-84,-85,-88,-88,-93,-91,-87,-88,-102,-100,-97,-99,-88,-86,-88,-88,-86,-86,-84,-84,-84,-94,-90,-86,-86,-86,-98,-96,-100,-93,-85,-85,-83,-96,-91,-91,-93,-98,-86,-89,-90,-94,-99,-98,-99,-93,-97,-92,-88,-89,-88,-89,-93,-94,-94,-95,-86,-87,-86,-87,-91,-95,-100,-101,-98,-99,-97,-99,-95,-93,-94,-96,-101,-98,-93,-95,-93,-92,-93,-92,-88,-91,-89,-89,-89,-87,-97,-96,-96,-95,-94,-92,-92,-90,-93,-94,-96,-96,-92,-91,-103,-94,-94,-97,-93,-92,-89,-92,-90
2,2,-88,-85,-89,-96,-92,-88,-90,-92,-88,-88,-90,-90,-93,-88,-80,-79,-95,-92,-92,-92,-91,-87,-81,-82,-82,-92,-93,-84,-84,-93,-99,-96,-93,-95,-93,-95,-94,-89,-82,-83,-86,-82,-82,-84,-90,-96,-97,-94,-92,-88,-93,-88,-82,-91,-90,-88,-99,-96,-89,-91,-101,-96,-89,-92,-92,-88,-89,-94,-97,-93,-89,-89,-91,-90,-91,-96,-99,-98,-99,-100,-90
2,2,-94,-97,-92,-85,-92,-88,-90,-90,-102,-83,-88,-91,-95,-99,-99,-96,-95,-91,-93,-87,-87,-88,-92,-87,-86,-86,-84,-83,-90,-92,-90,-89,-86,-89,-84,-84,-92,-85,-87,-94,-88,-92,-93,-90,-91,-94,-95,-91,-97,-98,-87,-86,-84,-82,-85,-90,-90,-97,-97,-97,-96,-95,-90,-87,-88,-89,-94,-94,-99,-82,-97,-94,-92,-98,-88,-94,-96,-93,-92,-90,-97,-85,-90,-95,-98,-99,-93,-92,-94,-93,-99,-100,-95,-101,-97,-94,-95,-96,-94,-88,-92,-97,-94,-98,-88,-92,-90,-86,-89,-88,-98,-101,-90,-96
2,3,-95,-97,-99,-96,-100,-98,-91,-87,-86,-86,-85,-85,-83,-84,-84,-87,-89,-88,-89,-97,-93,-93,-87,-87,-91,-98,-97,-93,-98,-99,-85,-88,-92,-88,-90,-96,-96,-91,-91,-91,-96,-97,-94,-94,-91,-90,-87,-86,-92,-95,-101,-90,-89,-92,-88,-91,-90,-99,-92,-100,-95,-88,-100,-98,-93,-92,-95,-96,-94,-88,-99,-97,-98,-101,-97,-97,-91,-90,-90,-92,-92,-92,-94,-95,-101,-101,-93,-92,-88,-95,-96,-85,-92,-95,-91,-95,-90,-91,-91,-94,-91,-88,-88,-93,-100
2,3,-97,-96,-99,-93,-94,-94,-90,-91,-90,-99,-94,-91,-90,-95,-88,-88,-88,-91,-83,-82,-84,-85,-91,-82,-84,-81,-84,-89,-92,-100,-94,-93,-94,-99,-93,-90,-98,-98,-94,-91,-90,-85,-88,-90,-92,-94,-98,-99,-102,-91,-88,-87,-88,-93,-93,-101,-91,-89,-92,-90,-88,-94,-90,-86,-88,-90,-89,-90,-90,-92,-94,-91,-87,-90,-94,-99,-97,-103,-102,-102,-96,-92,-94,-95,-88,-87,-93,-91,-90,-91,-88,-93,-94,-96,-86,-89,-90,-94,-102,-99,-97,-93,-92,-101,-93,-92,-90,-97,-98,-98,-95,-97,-99,-93,-96,-87,-92,-96,-91,-88,-90,-90,-90,-90,-97,-96
2,3,-92,-90,-87,-95,-88,-88,-86,-86,-86,-90,-91,-89,-86,-93,-94,-95,-91,-90,-88,-93,-98,-92,-91,-95,-82,-86,-90,-92,-90,-95,-95,-87,-95,-92,-92,-90,-82,-103,-94,-96,-93,-102,-103,-98,-88,-96,-94,-99,-92,-97,-97,-96,-96,-98,-97,-96,-91,-93,-94,-90,-91,-93,-91,-91,-96,-101,-99,-99,-97,-90,-101,-101,-94,-92,-95,-92,-95,-93,-90,-86,-95,-93,-93,-94,-96,-95,-96,-95,-94,-92,-98,-93,-98,-97,-98,-89
