1,10,34238
1,4,15673
2,10,18090
2,4,13298
3,10,21767
3,4,11667
4,10,10547
4,4,9243
5,10,9166
5,4,12947
6,10,19603
6,4,12882
7,10,23602
7,4,20170
8,10,18786
8,4,14276
9,10,26303
9,4,31542
10,10,17071
10,4,21408
11,10,16881
0,1,-90,-66,-70,-80,-84
0,1,-76,-68,-89,-91,-81
0,1,-81,-67,-72,-78,-86
0,1,-83,-65,-69,-85,-83
0,1,-77,-66,-84,-77,-83
0,1,-83,-67,-72,-79,-81
0,1,-83,-71,-73,-79,-83
0,1,-82,-73,-88,-89,-83
0,1,-84,-72,-75,-81,-84
0,1,-83,-69,-79,-86,-82
0,1,-78,-78,-80,-82,-81
0,1,-84,-68,-80,-75,-75
0,1,-74,-75,-85,-76,-82
0,1,-73,-71,-85,-76,-78
0,1,-79,-70,-83,-77,-79
0,1,-74,-76,-87,-77,-82
0,1,-79,-82,-77,-79,-80
0,1,-79,-76,-74,-72,-79
0,1,-77,-75,-80,-78,-79
0,1,-81,-71,-78,-85,-85
0,1,-78,-76,-77,-81,-84
0,1,-78,-77,-78,-81,-81
0,1,-82,-82,-74,-80,-86
0,1,-80,-76,-81,-80,-83
0,1,-79,-78,-79,-86,-80
0,1,-79,-76,-78,-84,-81
0,1,-79,-84,-87,-85,-79
0,1,-79,-78,-84,-86,-81
0,1,-78,-79,-76,-89,-81
0,1,-78,-77,-78,-88,-88
0,1,-75,-79,-80,-85,-81
0,1,-84,-79,-75,-84,-75
0,1,-75,-78,-76,-84,-80
0,1,-82,-80,-78,-85,-81
0,1,-79,-80,-82,-83,-81
0,1,-84,-86,-76,-88,-78
0,1,-82,-81,-78,-86,-80
0,1,-80,-83,-80,-86,-86
0,1,-81,-78,-78,-85,-76
0,1,-86,-79,-76,-84,-84
0,1,-80,-72,-75,-91,-81
0,1,-81,-84,-78,-89,-92
0,1,-82,-71,-78,-85,-81
0,1,-76,-83,-79,-86,-82
0,1,-84,-72,-84,-87,-92
0,1,-76,-79,-83,-87,-76
0,1,-83,-84,-82,-91,-82
0,1,-75,-82,-73,-86,-81
0,1,-82,-81,-77,-87,-81
0,1,-82,-84,-79,-87,-87
0,1,-78,-77,-75,-83,-78
0,1,-91,-75,-73,-87,-81
0,1,-89,-76,-81,-84,-75
0,1,-79,-78,-78,-83,-77
0,1,-76,-79,-80,-84,-81
0,1,-79,-69,-72,-85,-86
0,1,-75,-71,-77,-80,-80
0,1,-70,-80,-75,-84,-89
0,1,-70,-69,-76,-80,-86
0,1,-77,-64,-84,-76,-77
0,1,-80,-68,-78,-82,-77
0,1,-81,-64,-79,-74,-76
0,1,-74,-67,-76,-78,-79
0,1,-77,-79,-75,-78,-88
0,1,-77,-80,-82,-80,-82
0,1,-80,-73,-76,-77,-86
0,1,-75,-76,-77,-76,-78
0,1,-73,-74,-73,-79,-80
0,1,-85,-71,-71,-87,-80
0,1,-78,-78,-71,-84,-81
0,1,-78,-82,-69,-83,-83
0,1,-80,-84,-76,-85,-84
0,1,-75,-81,-72,-82,-83
0,1,-76,-77,-86,-80,-83
0,1,-83,-71,-76,-82,-80
0,1,-79,-74,-72,-76,-85
0,1,-78,-81,-73,-81,-80
0,1,-72,-71,-77,-82,-82
0,1,-76,-80,-76,-78,-78
0,1,-70,-82,-74,-75,-83
0,1,-79,-75,-83,-76,-85
0,1,-75,-77,-80,-73,-78
0,1,-74,-79,-72,-74,-85
0,1,-80,-71,-82,-74,-80
0,1,-71,-78,-69,-86,-79
0,1,-71,-78,-75,-73,-75
0,1,-75,-77,-69,-74,-87
0,1,-83,-81,-78,-74,-83
0,1,-73,-81,-77,-76,-75
0,1,-71,-76,-75,-74,-79
0,1,-76,-72,-77,-80,-81
0,1,-76,-80,-78,-76,-83
0,1,-77,-83,-73,-81,-78
0,1,-78,-73,-76,-82,-84
0,1,-71,-85,-80,-82,-77
0,1,-76,-74,-73,-83,-79
