Beacon
Posx, Posy, RSSI
Be07Be08Be09Be10Be11, 3,1,-78,-77,-77,-76,-82,-83,-70,-70,-72,-77,-85,-75,-84,-75,-75,-75,-76,-76,-76,-75,-76,-78,-73,-73,-73,-73,-73,-73,-74,-77,-79,-75,-84,-77,-73,-75,-79,-74,-78,-81,-71,-71,-71,-70,-70,-72,-71,-68,-67,-66,-68,-73,-74,-78,-80,-81,-78,-75,-76,-76,-82,-85,-85,-84,-84,-83,-80,-78,-74,-74,-75,-75,-78,-78,-75,-66,-66,-66,-67,-68,-67,-66,-66,-65,-69,-68,-69,-72,-71,-98,-85,-71,-72,-72,-72,-72,-72,-72,-72,-69,-68,-68,-68,-68,-68,-69,-70,-70,-69,-70,-70,-70,-70,-70,-66,-67,-77,-85,-86,-85,-84,-82,-83,-84,-84,-81,-81,-92,-82,-80,-82,-83,-84,-85,-86,-86,-86,-85,-77,-78,-78,-78,-78,-78,-78,-80,-79,-90,-81,-82,-86,-86,-80,-78,-77,-83,-70,-78,-75,-75,-74,-74,-77,-78,-75,-75,-75,-76,-79,-72,-67,-67,-68,-69,-70,-70,-71,-71,-71,-70,-70,-70,-71,-72,-73,-73,-71,-75,-71,-71,-72,-73,-67,-67,-70
Be07Be08Be09Be10Be11, 3,1,-83,-90,-90,-88,-78,-78,-77,-78,-74,-82,-79,-81,-82,-74,-76,-75,-76,-76,-77,-76,-79,-79,-79,-79,-81,-83,-84,-81,-75,-84,-82,-81,-77,-76,-78,-78,-80,-81,-79,-78,-79,-77,-75,-74,-73,-69,-69,-72,-71,-80,-78,-68,-71,-77,-80,-76,-74,-75,-76,-77,-77,-76,-76,-77,-77,-76,-76,-78,-75,-73,-72,-71,-71,-72,-72,-71,-73,-76,-81,-75,-80,-80,-67,-68,-67,-67,-70,-70,-68,-65,-71,-73,-71,-70,-71,-70,-75,-67,-67,-67,-68,-68,-71,-71,-71,-72,-72,-72,-85,-81,-68,-66,-64,-63,-64,-65,-64,-65,-72,-73,-73,-72,-72,-82,-82,-84,-85,-78,-79,-86,-83,-82,-84,-95,-87,-87,-84,-82,-80,-78,-77,-78,-80,-81,-81,-81,-81,-81,-81,-93,-89,-82,-79,-82,-93,-88,-90,-90,-84,-82,-83,-82,-83,-84,-74,-74,-73,-72,-73,-79,-76,-77,-75,-81,-76,-80,-80,-75,-74,-81,-76,-76,-75,-81,-81,-82,-82,-79,-76,-77,-82,-81,-79,-80,-82,-79,-75,-77,-78,-80,-78,-84,-86,-74,-70
Be07Be08Be09Be10Be11, 3,1,-70,-71,-81,-72,-70,-70,-70,-70,-70,-70,-80,-79,-79,-80,-81,-70,-70,-70,-70,-70,-70,-70,-81,-85,-74,-74,-73,-74,-76,-82,-73,-73,-72,-73,-72,-73,-75,-86,-93,-74,-66,-68,-64,-67,-66,-66,-67,-68,-69,-70,-76,-77,-76,-75,-74,-72,-68,-69,-69,-68,-68,-68,-68,-64,-66,-66,-67,-67,-70,-70,-70,-70,-70,-70,-70,-73,-79,-84,-85,-79,-66,-67,-74,-70,-75,-69,-66,-67,-68,-67,-73,-75,-74,-76,-77,-75,-79,-82,-82,-83,-79,-77,-72,-77,-75,-66,-64,-69,-70,-69,-69,-69,-68,-69,-73,-72,-71,-71,-72,-80,-84,-82,-88,-87,-91,-89,-89,-90,-89,-79,-87,-91,-94,-95,-93,-89,-84,-83,-84,-83,-83,-83,-81,-77,-80,-76,-76,-76,-77,-82,-90,-80,-80,-82,-80,-82,-85,-84,-83,-86,-76,-80,-78,-79,-80,-78,-77,-77,-77,-76,-78,-77,-77,-79,-80,-79,-80,-83,-82,-82,-84,-81,-74,-70,-83,-80,-76,-75,-76,-78,-76,-74,-74,-74,-74,-73,-78,-80,-80,-78
Be07Be08Be09Be10Be11, 3,1,-68,-71,-73,-73,-75,-76,-75,-70,-71,-71,-75,-76,-74,-68,-69,-69,-70,-70,-70,-77,-78,-77,-78,-77,-71,-71,-71,-72,-71,-71,-73,-73,-72,-78,-75,-75,-73,-73,-73,-73,-69,-68,-70,-74,-72,-70,-72,-73,-76,-77,-74,-80,-84,-77,-70,-72,-73,-80,-76,-78,-81,-82,-83,-83,-84,-85,-75,-76,-76,-76,-77,-76,-78,-77,-76,-76,-76,-76,-78,-79,-77,-77,-76,-76,-77,-77,-76,-74,-71,-73,-74,-74,-70,-69,-74,-74,-72,-72,-74,-73,-72,-71,-73,-75,-72,-72,-72,-71,-72,-72,-73,-73,-73,-73,-75,-74,-75,-75,-74,-73,-73,-73,-73,-73,-70,-71,-71,-76,-78,-78,-75,-77,-77,-75,-78,-78,-75,-83,-78,-81,-79,-88,-93,-86,-82,-82,-82,-82,-86,-90,-92,-84,-81,-82,-82,-84,-84,-82,-84,-84,-82,-81,-81,-80,-81,-88,-83,-83,-84,-84,-83,-88,-87,-87,-84,-83,-82,-82,-90,-88,-87,-82,-81,-89,-90,-82,-79,-81,-75,-76,-71,-70,-72,-70,-73,-71,-70,-72,-77,-78,-76,-83,-81,-81,-81,-80,-80,-69,-69,-69,-69,-71,-78,-78,-77,-76,-75,-76,-75,-74,-74,-68,-68,-67,-76,-76,-77,-79,-75,-73,-87,-73,-72,-72,-71
Be07Be08Be09Be10Be11, 3,2,-71,-71,-71,-71,-70,-71,-72,-70,-72,-73,-75,-73,-71,-72,-72,-72,-71,-71,-67,-70,-72,-74,-76,-78,-83,-68,-67,-74,-75,-77,-78,-77,-76,-74,-71,-71,-71,-71,-72,-74,-76,-78,-76,-75,-74,-82,-74,-74,-73,-73,-73,-74,-71,-74,-82,-80,-76,-77,-76,-76,-75,-75,-77,-79,-78,-77,-77,-88,-77,-78,-77,-74,-73,-72,-78,-76,-75,-77,-78,-78,-77,-78,-89,-80,-80,-79,-79,-77,-82,-71,-69,-74,-76,-74,-72,-71,-76,-80,-77,-76,-76,-78,-82,-80,-77,-88,-90,-91,-93,-89,-92,-86,-96,-90,-88,-83,-92,-90,-90,-91,-94,-95,-85,-84,-82,-90,-82,-80,-81,-83,-93,-84,-84,-81,-80,-81,-81,-82,-86,-87,-71,-72,-71,-71,-72,-71,-73,-69,-70,-73,-72,-69,-68,-73,-73,-73,-73,-77,-75,-73,-70,-70,-70,-71,-72,-71,-76,-73,-75,-77,-78,-79,-76,-70,-70
Be07Be08Be09Be10Be11, 3,2,-76,-70,-76,-81,-72,-73,-73,-73,-76,-72,-72,-72,-72,-72,-73,-74,-74,-80,-77,-77,-78,-75,-79,-80,-71,-80,-76,-77,-86,-77,-72,-71,-72,-73,-78,-71,-72,-78,-78,-74,-74,-78,-78,-78,-78,-72,-82,-80,-90,-83,-73,-72,-72,-72,-76,-76,-72,-72,-72,-73,-73,-73,-73,-79,-81,-80,-79,-82,-78,-84,-83,-82,-83,-82,-75,-73,-72,-71,-71,-72,-80,-81,-83,-94,-86,-92,-73,-74,-73,-73,-73,-85,-88,-77,-74,-76,-75,-75,-74,-74,-74,-78,-86,-83,-83,-84,-84,-82,-81,-68,-68,-68,-77,-78,-78,-73,-71,-65,-64,-64,-65,-64,-64,-65,-66,-67,-68,-68,-68,-70,-70,-70,-78,-89,-88,-87,-86,-73,-78,-77,-76,-74,-75,-82,-82,-82,-78,-79,-82,-82,-82,-81,-81,-81,-80,-82,-82,-83,-73,-74,-75,-82,-90,-76,-86,-84,-82,-80,-80,-78,-78,-78,-76,-94,-91,-84,-80,-80,-78,-76,-76,-77,-76,-76,-71,-73,-68,-69,-68,-70,-71,-70,-71,-68,-68,-68,-69,-69,-70,-70,-68,-68,-70,-70,-70,-67,-70,-71,-72,-70,-70,-69,-68,-68,-67,-67,-67,-66,-72,-72,-70,-68,-70,-74,-73,-71,-71,-72,-72,-65
Be07Be08Be09Be10Be11, 3,2,-82,-80,-81,-83,-85,-78,-74,-82,-80,-80,-80,-81,-81,-80,-80,-79,-80,-80,-78,-78,-79,-79,-80,-79,-82,-83,-84,-85,-84,-86,-87,-86,-87,-86,-83,-82,-79,-80,-80,-79,-80,-78,-78,-78,-77,-82,-79,-80,-78,-76,-75,-70,-70,-70,-70,-70,-70,-72,-71,-75,-76,-76,-76,-76,-76,-77,-76,-76,-75,-69,-69,-69,-69,-68,-69,-72,-72,-72,-72,-72,-72,-72,-72,-70,-71,-71,-76,-76,-76,-76,-75,-75,-67,-68,-68,-69,-78,-77,-77,-76,-74,-78,-69,-67,-66,-67,-68,-71,-68,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-71,-70,-71,-70,-73,-72,-62,-62,-62,-63,-62,-63,-63,-63,-65,-66,-65,-64,-66,-64,-64,-64,-65,-73,-73,-73,-74,-63,-63,-63,-64,-64,-64,-85,-88,-86,-84,-84,-85,-97,-73,-73,-73,-72,-73,-73,-72,-72,-73,-73,-73,-72,-73,-73,-72,-73,-73,-78,-77,-77,-77,-78,-76,-77,-71,-71,-72,-72,-73,-70,-71,-72,-71,-72,-72,-73,-72,-72,-74,-74,-74,-73,-72,-74,-73,-71,-70,-70,-70,-70,-74,-76,-75,-76,-77,-76,-76,-76,-76,-76,-77,-77,-76,-76,-77,-78,-80,-78,-83,-87,-92,-95,-92,-95,-104,-80,-71,-71,-72,-72,-73,-74,-74,-75,-76,-76,-76,-75,-75,-72,-72,-72,-74,-74,-80
Be07Be08Be09Be10Be11, 3,2,-84,-74,-72,-73,-74,-76,-74,-75,-76,-75,-76,-76,-76,-74,-73,-70,-72,-72,-72,-70,-72,-89,-75,-75,-74,-74,-75,-76,-73,-70,-72,-74,-77,-72,-73,-74,-75,-75,-76,-76,-76,-73,-72,-72,-74,-77,-74,-76,-74,-76,-71,-72,-73,-74,-74,-74,-74,-74,-73,-73,-72,-78,-77,-75,-71,-72,-73,-79,-78,-80,-81,-80,-79,-81,-85,-81,-81,-75,-76,-78,-70,-74,-78,-75,-74,-76,-77,-77,-77,-72,-70,-71,-72,-85,-70,-78,-68,-72,-69,-75,-74,-73,-74,-74,-73,-73,-73,-76,-77,-77,-74,-77,-78,-78,-73,-80,-75,-72,-71,-69,-69,-70,-71,-79,-71,-67,-70,-73,-66,-66,-68,-68,-69,-72,-84,-71,-76,-72,-72,-72,-72,-75,-77,-82,-86,-87,-80,-79,-80,-79,-79,-79,-79,-79,-78,-79,-78,-77,-77,-78,-80,-83,-84,-84,-82,-82,-80,-79,-79,-79,-88,-76,-75,-76,-77,-83,-80,-81,-76,-77,-76,-77,-76,-76,-77,-79,-77,-87,-70,-73,-74,-73,-74,-78,-83,-83,-82,-81,-80,-80,-78,-78,-86,-79,-75,-75,-76,-77,-72,-72,-76,-77,-79,-79,-79,-77,-75,-77,-86,-98,-77,-76,-79,-84,-75,-76,-75,-74,-75,-85,-82,-75,-80,-92,-70
Be07Be08Be09Be10Be11, 3,3,-79,-72,-72,-72,-72,-77,-78,-78,-78,-79,-76,-85,-77,-79,-79,-71,-74,-86,-84,-84,-84,-79,-78,-77,-78,-78,-78,-78,-75,-73,-75,-76,-77,-76,-75,-74,-74,-75,-70,-70,-72,-72,-73,-72,-72,-79,-71,-70,-71,-72,-67,-67,-66,-66,-76,-72,-72,-70,-67,-67,-70,-76,-71,-70,-70,-71,-72,-71,-70,-68,-69,-69,-69,-71,-70,-70,-70,-70,-77,-83,-85,-85,-86,-70,-70,-70,-70,-70,-70,-70,-74,-70,-71,-72,-73,-71,-72,-71,-71,-69,-68,-66,-83,-83,-82,-73,-90,-70,-70,-72,-72,-72,-73,-73,-75,-76,-76,-77,-72,-73,-72,-71,-71,-77,-86,-85,-90,-81,-73,-71,-70,-69,-68,-68,-70,-75,-83,-82,-84,-95,-78,-78,-77,-77,-78,-75,-79,-76,-76,-76,-87,-78,-82,-81,-79,-78,-79,-80,-84,-87,-89,-86,-85,-76,-76,-76,-75,-75,-79,-85,-77,-74,-74,-84,-84,-83,-82,-80,-80,-79,-75,-77,-78,-76,-76,-82,-83,-83,-81,-93,-98,-86,-79,-79,-79,-75,-77,-76,-78,-77,-76,-76,-77,-79,-81,-82,-81,-81,-78,-76,-77,-76,-74,-81,-80,-84,-83,-74,-85,-86,-86,-85,-83,-82,-80
Be07Be08Be09Be10Be11, 3,3,-77,-80,-85,-80,-77,-76,-75,-78,-83,-80,-80,-79,-80,-81,-78,-76,-76,-78,-79,-83,-86,-85,-76,-85,-75,-72,-75,-73,-74,-74,-74,-74,-72,-73,-73,-70,-73,-76,-70,-74,-76,-80,-83,-82,-82,-79,-77,-76,-77,-77,-77,-78,-79,-77,-75,-74,-74,-75,-77,-80,-86,-74,-79,-75,-76,-86,-84,-83,-84,-86,-80,-86,-79,-83,-80,-77,-71,-73,-74,-74,-81,-78,-76,-85,-75,-74,-73,-73,-74,-81,-75,-77,-77,-75,-73,-72,-73,-74,-75,-79,-78,-84,-76,-73,-75,-74,-74,-75,-75,-76,-74,-67,-74,-74,-91,-82,-81,-81,-79,-78,-79,-81,-90,-75,-76,-76,-76,-76,-86,-76,-76,-77,-76,-79,-85,-83,-80,-81,-79,-87,-90,-88,-91,-90,-89,-91,-90,-88,-83,-79,-81,-81,-64,-63,-63,-69,-70,-70,-70,-68,-65,-64,-64,-64,-64,-67,-69,-67,-66,-66,-66,-66,-66,-66,-65,-68,-67,-68,-67,-66,-68,-68,-68,-67,-66,-65,-66,-65,-64,-67
