1,10,17039
1,4,15364
2,10,19379
2,4,11044
3,10,16823
3,4,11596
4,10,16968
4,4,27898
5,10,31734
5,4,15085
6,10,20527
6,4,11121
7,10,17313
7,4,11091
8,10,17260
8,4,11101
9,10,17926
9,4,16148
10,10,19271
10,4,12605
11,10,17574
0,1,-68,-46,-56,-52,-53
0,1,-59,-48,-63,-54,-56
0,1,-68,-49,-57,-52,-54
0,1,-65,-51,-63,-50,-54
0,1,-68,-60,-55,-53,-56
0,1,-55,-62,-59,-63,-53
0,1,-60,-56,-55,-61,-52
0,1,-60,-51,-64,-52,-59
0,1,-66,-59,-60,-62,-57
0,1,-64,-59,-55,-56,-61
0,1,-69,-57,-57,-66,-55
0,1,-65,-70,-67,-54,-55
0,1,-62,-54,-61,-61,-53
0,1,-65,-56,-55,-62,-50
0,1,-57,-53,-59,-47,-57
0,1,-58,-63,-58,-55,-67
0,1,-59,-51,-64,-57,-67
0,1,-57,-51,-70,-54,-67
0,1,-61,-47,-62,-58,-56
0,1,-59,-46,-67,-60,-74
0,1,-64,-45,-55,-62,-66
0,1,-65,-47,-51,-54,-66
0,1,-59,-57,-60,-64,-54
0,1,-54,-57,-52,-50,-64
0,1,-66,-50,-76,-57,-54
0,1,-54,-53,-70,-62,-53
0,1,-66,-52,-64,-54,-66
0,1,-69,-54,-62,-57,-60
0,1,-62,-55,-60,-55,-66
0,1,-65,-48,-60,-56,-66
0,1,-60,-51,-65,-53,-68
0,1,-66,-50,-60,-57,-58
0,1,-61,-54,-64,-57,-68
0,1,-63,-57,-53,-63,-66
0,1,-62,-59,-59,-59,-58
0,1,-61,-53,-52,-49,-58
0,1,-67,-66,-62,-56,-66
0,1,-67,-50,-53,-55,-61
0,1,-56,-51,-58,-56,-54
0,1,-63,-56,-68,-52,-59
0,1,-51,-54,-60,-54,-59
0,1,-63,-52,-54,-52,-54
0,1,-53,-60,-57,-59,-56
0,1,-56,-56,-53,-54,-58
0,1,-61,-48,-54,-55,-62
0,1,-54,-66,-58,-55,-54
0,1,-52,-55,-56,-51,-60
0,1,-48,-52,-57,-55,-63
0,1,-57,-70,-61,-50,-57
0,1,-53,-55,-65,-54,-58
0,1,-57,-55,-71,-59,-58
0,1,-64,-51,-58,-51,-69
0,1,-67,-62,-60,-53,-56
0,1,-67,-51,-54,-46,-56
0,1,-63,-62,-59,-53,-63
0,1,-75,-51,-59,-48,-59
0,1,-61,-58,-57,-52,-67
0,1,-65,-47,-58,-48,-64
0,1,-63,-50,-64,-48,-67
0,1,-65,-49,-63,-48,-63
0,1,-61,-45,-59,-49,-66
0,1,-63,-58,-59,-45,-55
0,1,-65,-52,-61,-54,-51
0,1,-68,-49,-58,-58,-56
0,1,-68,-51,-59,-52,-62
0,1,-60,-54,-56,-48,-61
0,1,-55,-54,-58,-59,-61
0,1,-69,-55,-53,-52,-60
0,1,-65,-60,-62,-52,-50
0,1,-59,-54,-60,-53,-50
0,1,-71,-54,-59,-54,-54
0,1,-53,-48,-58,-49,-58
0,1,-60,-47,-57,-62,-51
0,1,-59,-47,-65,-51,-50
0,1,-60,-50,-60,-54,-57
0,1,-56,-48,-51,-51,-50
0,1,-64,-56,-59,-56,-58
0,1,-57,-51,-54,-49,-58
0,1,-52,-52,-56,-68,-54
0,1,-55,-45,-54,-50,-53
0,1,-72,-58,-52,-57,-55
0,1,-64,-49,-55,-59,-51
0,1,-54,-52,-64,-49,-53
0,1,-59,-53,-65,-55,-55
0,1,-51,-52,-68,-52,-50
0,1,-53,-49,-51,-54,-72
0,1,-52,-50,-63,-54,-55
0,1,-52,-61,-61,-56,-64
0,1,-52,-54,-56,-57,-60
0,1,-58,-62,-59,-56,-56
0,1,-60,-61,-59,-48,-60
0,1,-57,-56,-58,-51,-68
0,1,-60,-58,-57,-62,-55
0,1,-59,-58,-54,-45,-58
0,1,-59,-52,-53,-50,-58
0,1,-60,-63,-52,-49,-58
0,1,-55,-50,-50,-47,-60
0,1,-50,-59,-57,-51,-67
0,1,-65,-58,-53,-49,-54
0,1,-68,-60,-47,-52,-60
0,1,-63,-52,-54,-52,-60
0,1,-47,-54,-54,-50,-60
0,1,-59,-56,-52,-51,-53
0,1,-48,-53,-50,-53,-53
0,1,-51,-53,-50,-59,-51
0,1,-59,-52,-51,-52,-54
0,1,-67,-49,-55,-53,-57
0,1,-49,-49,-54,-51,-53
0,1,-48,-50,-51,-51,-51
0,1,-56,-50,-55,-55,-52
0,1,-47,-49,-54,-57,-54
0,1,-57,-51,-58,-54,-50
0,1,-46,-51,-52,-52,-56
0,1,-57,-51,-64,-53,-52
0,1,-50,-49,-54,-52,-52
0,1,-62,-50,-54,-54,-54
0,1,-49,-50,-63,-60,-52
0,1,-65,-51,-54,-58,-53
0,1,-49,-51,-56,-55,-51
0,1,-56,-51,-54,-58,-58
0,1,-47,-54,-69,-53,-53
0,1,-52,-50,-53,-59,-54
0,1,-60,-50,-58,-56,-53
0,1,-69,-49,-53,-58,-53
0,1,-49,-50,-71,-58,-54
0,1,-74,-51,-53,-57,-54
0,1,-56,-50,-52,-59,-52
0,1,-49,-49,-49,-58,-54
0,1,-51,-49,-52,-61,-56
0,1,-68,-50,-52,-67,-54
0,1,-50,-49,-54,-59,-55
0,1,-68,-48,-63,-58,-54
0,1,-49,-50,-51,-54,-56
0,1,-55,-49,-56,-54,-54
0,1,-68,-48,-54,-55,-53
0,1,-57,-49,-51,-53,-54
0,1,-48,-49,-55,-54,-55
0,1,-62,-51,-49,-52,-62
0,1,-65,-50,-52,-53,-59
0,1,-49,-50,-52,-55,-56
0,1,-68,-48,-60,-53,-60
0,1,-50,-49,-53,-56,-52
0,1,-50,-49,-52,-54,-54
0,1,-69,-50,-54,-52,-57
0,1,-63,-50,-51,-52,-56
0,1,-61,-49,-55,-53,-52
0,1,-65,-52,-53,-54,-60
0,1,-58,-49,-58,-52,-56
0,1,-49,-49,-53,-54,-55
0,1,-57,-50,-64,-54,-52
0,1,-71,-49,-54,-53,-53
0,1,-58,-48,-49,-54,-54
0,1,-54,-51,-57,-54,-54
0,1,-47,-48,-58,-51,-58
0,1,-61,-49,-50,-49,-52
0,1,-47,-48,-57,-51,-58
0,1,-67,-50,-53,-52,-52
0,1,-59,-51,-52,-52,-50
0,1,-50,-54,-48,-51,-52
0,1,-55,-49,-50,-56,-51
0,1,-54,-53,-50,-63,-54
0,1,-48,-48,-55,-47,-51
0,1,-49,-50,-51,-50,-49
0,1,-51,-52,-50,-61,-52
0,1,-59,-56,-52,-48,-45
0,1,-50,-59,-49,-49,-48
0,1,-52,-55,-51,-58,-56
0,1,-52,-58,-59,-59,-48
0,1,-51,-51,-54,-58,-59
0,1,-50,-60,-48,-53,-51
0,1,-50,-54,-50,-57,-50
0,1,-57,-51,-49,-60,-48
0,1,-55,-51,-50,-57,-49
0,1,-50,-57,-51,-59,-57
0,1,-46,-53,-50,-58,-51
0,1,-44,-68,-49,-66,-55
0,1,-58,-58,-58,-60,-52
0,1,-54,-55,-53,-60,-50
0,1,-59,-49,-57,-57,-50
0,1,-49,-50,-58,-59,-50
0,1,-45,-50,-64,-64,-56
0,1,-50,-74,-52,-66,-47
0,1,-51,-50,-55,-57,-58
0,1,-53,-49,-58,-62,-52
0,1,-52,-53,-49,-59,-48
0,1,-50,-51,-52,-57,-52
0,1,-52,-53,-52,-66,-46
0,1,-50,-61,-49,-60,-51
0,1,-52,-55,-47,-60,-60
0,1,-60,-54,-53,-67,-55
0,1,-48,-56,-50,-68,-51
0,1,-76,-68,-49,-56,-67
0,1,-58,-54,-49,-68,-60
0,1,-59,-53,-52,-61,-57
0,1,-56,-55,-53,-66,-61
0,1,-58,-63,-61,-53,-57
0,1,-51,-66,-52,-53,-56
0,1,-51,-64,-65,-62,-53
0,1,-59,-54,-53,-69,-52
0,1,-51,-52,-56,-59,-70
0,1,-60,-70,-49,-61,-60
0,1,-52,-52,-70,-59,-53
0,1,-60,-52,-49,-62,-58
0,1,-54,-54,-60,-69,-52
0,1,-60,-63,-49,-69,-54
0,1,-51,-54,-48,-61,-58
0,1,-60,-65,-48,-70,-54
0,1,-48,-54,-48,-60,-51
0,1,-52,-54,-52,-63,-58
0,1,-47,-50,-50,-64,-60
0,1,-53,-54,-57,-62,-56
0,1,-55,-54,-48,-62,-61
0,1,-58,-52,-50,-60,-56
0,1,-55,-55,-49,-52,-57
0,1,-51,-55,-50,-66,-49
0,1,-49,-52,-59,-62,-54
0,1,-52,-57,-50,-57,-54
0,1,-65,-59,-60,-52,-59
0,1,-52,-55,-54,-62,-56
0,1,-62,-58,-50,-57,-61
0,1,-58,-53,-61,-68,-63
0,1,-50,-54,-48,-63,-57
0,1,-74,-55,-62,-59,-54
0,1,-58,-58,-50,-61,-56
0,1,-51,-52,-48,-53,-63
0,1,-61,-59,-52,-58,-55
0,1,-61,-52,-59,-56,-54
0,1,-52,-53,-61,-62,-56
0,1,-51,-52,-59,-58,-66
0,1,-66,-53,-60,-67,-56
0,1,-53,-57,-55,-56,-60
0,1,-47,-50,-62,-69,-57
0,1,-65,-61,-67,-67,-62
0,1,-46,-51,-59,-58,-66
0,1,-54,-59,-53,-60,-58
0,1,-56,-63,-57,-62,-54
0,1,-52,-67,-53,-57,-51
0,1,-55,-57,-54,-66,-51
0,1,-50,-52,-58,-55,-60
0,1,-50,-55,-55,-62,-61
0,1,-48,-50,-62,-69,-57
0,1,-49,-52,-61,-64,-59
0,1,-57,-56,-57,-51,-56
0,1,-47,-52,-57,-62,-56
0,1,-59,-53,-51,-56,-63
0,1,-54,-51,-55,-51,-52
0,1,-51,-45,-61,-53,-51
0,1,-52,-48,-55,-57,-54
0,1,-52,-55,-51,-52,-54
0,1,-56,-49,-64,-51,-52
0,1,-55,-62,-54,-52,-54
0,1,-62,-54,-64,-48,-57
0,1,-58,-59,-53,-52,-53
0,1,-58,-55,-57,-49,-59
